host_time,phase,cmd_x,cmd_y,cmd_z,cmd_yaw_deg
1784901228.336734,settle,0.0,0.0,0.5,0.0
1784901228.360722,settle,0.0,0.0,0.5,0.0
1784901228.381046,settle,0.0,0.0,0.5,0.0
1784901228.403185,settle,0.0,0.0,0.5,0.0
1784901228.427759,settle,0.0,0.0,0.5,0.0
1784901228.452736,settle,0.0,0.0,0.5,0.0
1784901228.474461,settle,0.0,0.0,0.5,0.0
1784901228.498738,settle,0.0,0.0,0.5,0.0
1784901228.522626,settle,0.0,0.0,0.5,0.0
1784901228.544541,settle,0.0,0.0,0.5,0.0
1784901228.568132,settle,0.0,0.0,0.5,0.0
1784901228.589761,settle,0.0,0.0,0.5,0.0
1784901228.613264,settle,0.0,0.0,0.5,0.0
1784901228.635894,settle,0.0,0.0,0.5,0.0
1784901228.660809,settle,0.0,0.0,0.5,0.0
1784901228.682887,settle,0.0,0.0,0.5,0.0
1784901228.703216,settle,0.0,0.0,0.5,0.0
1784901228.724405,settle,0.0,0.0,0.5,0.0
1784901228.747515,settle,0.0,0.0,0.5,0.0
1784901228.770608,settle,0.0,0.0,0.5,0.0
1784901228.793681,settle,0.0,0.0,0.5,0.0
1784901228.817673,settle,0.0,0.0,0.5,0.0
1784901228.841549,peer,0.0,0.0,0.5,0.0
1784901228.866620,peer,0.0,0.013413889919999996,0.5,0.0
1784901228.886966,peer,0.0,0.024049918699247403,0.5,0.0
1784901228.907788,peer,0.0,0.034877426016579234,0.5,0.0
1784901228.932837,peer,0.0,0.04782418867134951,0.5,0.0
1784901228.954358,peer,0.0,0.0588357048756938,0.5,0.0
1784901228.979405,peer,0.0,0.07148919669499676,0.5,0.0
1784901229.004483,peer,0.0,0.08395689082426759,0.5,0.0
1784901229.029039,peer,0.0,0.09594701244631235,0.5,0.0
1784901229.049494,peer,0.0,0.10568473504382749,0.5,0.0
1784901229.073775,peer,0.0,0.11712357127886998,0.5,0.0
1784901229.096700,peer,0.0,0.1275887357341873,0.5,0.0
1784901229.121821,peer,0.0,0.13871709176929187,0.5,0.0
1784901229.145801,peer,0.0,0.1489775624559997,0.5,0.0
1784901229.167885,peer,0.0,0.15810643454799703,0.5,0.0
1784901229.192435,peer,0.0,0.167851533825206,0.5,0.0
1784901229.212737,peer,0.0,0.17557452638161142,0.5,0.0
1784901229.233459,peer,0.0,0.18312932400553572,0.5,0.0
1784901229.257031,peer,0.0,0.19131142603332463,0.5,0.0
1784901229.282279,peer,0.0,0.1995470119121074,0.5,0.0
1784901229.305957,peer,0.0,0.206771591826386,0.5,0.0
1784901229.327234,peer,0.0,0.2128256342152501,0.5,0.0
1784901229.352423,peer,0.0,0.2194459139122058,0.5,0.0
1784901229.373087,peer,0.0,0.2244220371837322,0.5,0.0
1784901229.394323,peer,0.0,0.22909706842602517,0.5,0.0
1784901229.414859,peer,0.0,0.23319131958748712,0.5,0.0
1784901229.437043,peer,0.0,0.23712136003633605,0.5,0.0
1784901229.460987,peer,0.0,0.24079485503170495,0.5,0.0
1784901229.485978,peer,0.0,0.24397986908870842,0.5,0.0
1784901229.510991,peer,0.0,0.2465018883207543,0.5,0.0
1784901229.531486,peer,0.0,0.24806330742383545,0.5,0.0
1784901229.556543,peer,0.0,0.2493510179793799,0.5,0.0
1784901229.578835,peer,0.0,0.24991939696219315,0.5,0.0
1784901229.603187,peer,0.0,0.24991798025538,0.5,0.0
1784901229.624237,peer,0.0,0.24939274540432504,0.5,0.0
1784901229.647117,peer,0.0,0.24827184448231884,0.5,0.0
1784901229.671099,peer,0.0,0.24648651366473173,0.5,0.0
1784901229.692835,peer,0.0,0.24432991284618052,0.5,0.0
1784901229.714028,peer,0.0,0.24174023572074668,0.5,0.0
1784901229.734363,peer,0.0,0.238807389607761,0.5,0.0
1784901229.756127,peer,0.0,0.23519058403809137,0.5,0.0
1784901229.777640,peer,0.0,0.23113264289604316,0.5,0.0
1784901229.801546,peer,0.0,0.22608174391399485,0.5,0.0
1784901229.823754,peer,0.0,0.2208673336322232,0.5,0.0
1784901229.848531,peer,0.0,0.21449553462495125,0.5,0.0
1784901229.869038,peer,0.0,0.2087835168699831,0.5,0.0
1784901229.892137,peer,0.0,0.20188954831626113,0.5,0.0
1784901229.916074,peer,0.0,0.1943098838713815,0.5,0.0
1784901229.939598,peer,0.0,0.18625911728053007,0.5,0.0
1784901229.962257,peer,0.0,0.1781394299866136,0.5,0.0
1784901229.986397,peer,0.0,0.1690493887655788,0.5,0.0
1784901230.009694,peer,0.0,0.15986501007846265,0.5,0.0
1784901230.033375,peer,0.0,0.15014234191380205,0.5,0.0
1784901230.054893,peer,0.0,0.1409744259813821,0.5,0.0
1784901230.078695,peer,0.0,0.1305205486676276,0.5,0.0
1784901230.103468,peer,0.0,0.1192781486472877,0.5,0.0
1784901230.128004,peer,0.0,0.10948799348626596,0.5,0.0
1784901230.149918,peer,0.0,0.09738309359609226,0.5,0.0
1784901230.173237,peer,0.0,0.08602512207289902,0.5,0.0
1784901230.196384,peer,0.0,0.0745478813545772,0.5,0.0
1784901230.217033,peer,0.0,0.06416089347325274,0.5,0.0
1784901230.238499,peer,0.0,0.05323550023942276,0.5,0.0
1784901230.261131,peer,0.0,0.04159933637430287,0.5,0.0
1784901230.285994,peer,0.0,0.028715597001714544,0.5,0.0
1784901230.309344,peer,0.0,0.016544107524546388,0.5,0.0
1784901230.332318,peer,0.0,0.004521551315249099,0.5,0.0
1784901230.353073,peer,0.0,-0.006343717763484353,0.5,0.0
1784901230.376866,peer,0.0,-0.01878415626661353,0.5,0.0
1784901230.401443,peer,0.0,-0.03158529986489305,0.5,0.0
1784901230.423834,peer,0.0,-0.043166349459803174,0.5,0.0
1784901230.444597,peer,0.0,-0.05383715062031625,0.5,0.0
1784901230.469317,peer,0.0,-0.0664050346363118,0.5,0.0
1784901230.490262,peer,0.0,-0.07690860385740739,0.5,0.0
1784901230.515242,peer,0.0,-0.0892394325662991,0.5,0.0
1784901230.539512,peer,0.0,-0.10099307492516953,0.5,0.0
1784901230.564177,peer,0.0,-0.11265989127299186,0.5,0.0
1784901230.585358,peer,0.0,-0.12245944473820972,0.5,0.0
1784901230.610435,peer,0.0,-0.13372757240905042,0.5,0.0
1784901230.633643,peer,0.0,-0.14382239795066926,0.5,0.0
1784901230.657866,peer,0.0,-0.15401703858736446,0.5,0.0
1784901230.682457,peer,0.0,-0.16395286194270453,0.5,0.0
1784901230.702549,peer,0.0,-0.17174085980013115,0.5,0.0
1784901230.727649,peer,0.0,-0.18105178523995505,0.5,0.0
1784901230.749649,peer,0.0,-0.18880157165224026,0.5,0.0
1784901230.774506,peer,0.0,-0.1970715526038453,0.5,0.0
1784901230.799368,peer,0.0,-0.20481132701025748,0.5,0.0
1784901230.819810,peer,0.0,-0.21076124728789253,0.5,0.0
1784901230.839958,peer,0.0,-0.2162451608842336,0.5,0.0
1784901230.863373,peer,0.0,-0.22213553443664807,0.5,0.0
1784901230.888103,peer,0.0,-0.22777470422730683,0.5,0.0
1784901230.910128,peer,0.0,-0.23228401863636228,0.5,0.0
1784901230.935201,peer,0.0,-0.2368180692131492,0.5,0.0
1784901230.960088,peer,0.0,-0.24066944922922973,0.5,0.0
1784901230.983067,peer,0.0,-0.24364427802364785,0.5,0.0
1784901231.008017,peer,0.0,-0.24622305182971516,0.5,0.0
1784901231.028336,peer,0.0,-0.2478525869979519,0.5,0.0
1784901231.052632,peer,0.0,-0.24919519663376744,0.5,0.0
1784901231.073449,peer,0.0,-0.2498319031507363,0.5,0.0
1784901231.098616,peer,0.0,-0.24996786296636211,0.5,0.0
1784901231.121208,peer,0.0,-0.24949856059783834,0.5,0.0
1784901231.142329,peer,0.0,-0.24855475582834055,0.5,0.0
1784901231.165974,peer,0.0,-0.2469210266081121,0.5,0.0
1784901231.189344,peer,0.0,-0.24470895327586603,0.5,0.0
1784901231.213460,peer,0.0,-0.24181586870882388,0.5,0.0
1784901231.235521,peer,0.0,-0.23862588159014597,0.5,0.0
1784901231.258962,peer,0.0,-0.23468277912403718,0.5,0.0
1784901231.283671,peer,0.0,-0.2299122282482186,0.5,0.0
1784901231.307339,peer,0.0,-0.22476610079411086,0.5,0.0
1784901231.329333,peer,0.0,-0.21948453551421365,0.5,0.0
1784901231.354258,peer,0.0,-0.2129400439369992,0.5,0.0
1784901231.375682,peer,0.0,-0.20684397670660204,0.5,0.0
1784901231.397841,peer,0.0,-0.20010648379999627,0.5,0.0
1784901231.422957,peer,0.0,-0.191971583715057,0.5,0.0
1784901231.444306,peer,0.0,-0.18460764072740873,0.5,0.0
1784901231.469736,peer,0.0,-0.17552199751690403,0.5,0.0
1784901231.490652,peer,0.0,-0.167400956317422,0.5,0.0
1784901231.513911,peer,0.0,-0.1581616440121664,0.5,0.0
1784901231.537209,peer,0.0,-0.1485289763967296,0.5,0.0
1784901231.558256,peer,0.0,-0.13952321054238565,0.5,0.0
1784901231.583166,peer,0.0,-0.12851015981743893,0.5,0.0
1784901231.604419,peer,0.0,-0.11885005039241522,0.5,0.0
1784901231.624717,peer,0.0,-0.10939101911171795,0.5,0.0
1784901231.649221,peer,0.0,-0.09771573017752375,0.5,0.0
1784901231.673718,peer,0.0,-0.08579452399222079,0.5,0.0
1784901231.697203,peer,0.0,-0.07413489301737569,0.5,0.0
1784901231.720664,peer,0.0,-0.062312421463157484,0.5,0.0
1784901231.745205,peer,0.0,-0.04980331053091855,0.5,0.0
1784901231.766769,peer,0.0,-0.038689615705729485,0.5,0.0
1784901231.787151,peer,0.0,-0.028102779578060493,0.5,0.0
1784901231.807542,peer,0.0,-0.017480197017338876,0.5,0.0
1784901231.829949,peer,0.0,-0.005761155757947344,0.5,0.0
1784901231.853653,peer,0.0,0.006646841243299583,0.5,0.0
1784901231.877689,peer,0.0,0.019214465093872098,0.5,0.0
1784901231.899467,peer,0.0,0.030562773617496007,0.5,0.0
1784901231.923659,peer,0.0,0.043090603620680186,0.5,0.0
1784901231.948734,peer,0.0,0.05595444314678258,0.5,0.0
1784901231.973752,peer,0.0,0.0686313094844636,0.5,0.0
1784901231.998674,peer,0.0,0.08108884356579081,0.5,0.0
1784901232.022577,peer,0.0,0.09282315518918219,0.5,0.0
1784901232.042870,peer,0.0,0.10259787723664365,0.5,0.0
1784901232.063989,peer,0.0,0.1125794231498591,0.5,0.0
1784901232.086603,peer,0.0,0.1230214875719068,0.5,0.0
1784901232.107112,peer,0.0,0.13225339062770683,0.5,0.0
1784901232.127341,peer,0.0,0.14112212483318926,0.5,0.0
1784901232.149019,peer,0.0,0.15034109946992072,0.5,0.0
1784901232.173035,peer,0.0,0.16019244209330064,0.5,0.0
1784901232.196092,peer,0.0,0.16927256515517325,0.5,0.0
1784901232.219111,peer,0.0,0.1779412836550129,0.5,0.0
1784901232.242777,peer,0.0,0.18642289944758997,0.5,0.0
1784901232.266270,peer,0.0,0.1943906047981883,0.5,0.0
1784901232.287694,peer,0.0,0.20124531651139477,0.5,0.0
1784901232.309654,peer,0.0,0.2078520049916491,0.5,0.0
1784901232.329936,peer,0.0,0.21356555154276308,0.5,0.0
1784901232.350248,peer,0.0,0.2188983535246702,0.5,0.0
1784901232.371594,peer,0.0,0.2240753273293858,0.5,0.0
1784901232.394360,peer,0.0,0.22910651183830294,0.5,0.0
1784901232.419369,peer,0.0,0.23402991017476502,0.5,0.0
1784901232.444319,peer,0.0,0.23830252016001957,0.5,0.0
1784901232.468367,peer,0.0,0.2418056328977161,0.5,0.0
1784901232.490558,peer,0.0,0.24449392402954934,0.5,0.0
1784901232.512029,peer,0.0,0.24659234459415832,0.5,0.0
1784901232.536713,peer,0.0,0.24838861499087853,0.5,0.0
1784901232.558870,peer,0.0,0.24943586578356838,0.5,0.0
1784901232.580347,peer,0.0,0.2499383599608754,0.5,0.0
1784901232.602399,peer,0.0,0.24992819261450597,0.5,0.0
1784901232.627172,peer,0.0,0.24928106595642452,0.5,0.0
1784901232.648398,peer,0.0,0.24819267056423142,0.5,0.0
1784901232.673468,peer,0.0,0.24627617417064177,0.5,0.0
1784901232.698478,peer,0.0,0.24368783686958728,0.5,0.0
1784901232.719478,peer,0.0,0.24099704597512547,0.5,0.0
1784901232.744309,peer,0.0,0.23721508636085079,0.5,0.0
1784901232.766149,peer,0.0,0.23335814288074036,0.5,0.0
1784901232.790377,peer,0.0,0.2285090635924051,0.5,0.0
1784901232.813844,peer,0.0,0.2232519986675361,0.5,0.0
1784901232.834046,peer,0.0,0.2183186471589735,0.5,0.0
1784901232.858028,peer,0.0,0.21191446176453138,0.5,0.0
1784901232.878288,peer,0.0,0.20608939713598418,0.5,0.0
1784901232.899242,peer,0.0,0.19967974113749265,0.5,0.0
1784901232.920725,peer,0.0,0.19270573818027045,0.5,0.0
1784901232.941043,peer,0.0,0.18576126183667632,0.5,0.0
1784901232.962325,peer,0.0,0.1781265543066547,0.5,0.0
1784901232.986454,peer,0.0,0.1690311780808541,0.5,0.0
1784901233.012532,peer,0.0,0.15873424926447632,0.5,0.0
1784901233.035237,peer,0.0,0.1493674516100451,0.5,0.0
1784901233.056418,peer,0.0,0.14032888094689538,0.5,0.0
1784901233.081599,peer,0.0,0.12923563656064363,0.5,0.0
1784901233.106502,peer,0.0,0.11789211911405437,0.5,0.0
1784901233.128307,peer,0.0,0.10769632060950918,0.5,0.0
1784901233.149118,peer,0.0,0.09777593697886885,0.5,0.0
1784901233.171213,peer,0.0,0.08703071328930324,0.5,0.0
1784901233.193156,peer,0.0,0.07617190866952356,0.5,0.0
1784901233.217715,peer,0.0,0.06382529170618502,0.5,0.0
1784901233.241214,peer,0.0,0.05186223204122723,0.5,0.0
1784901233.265100,peer,0.0,0.03955528801098789,0.5,0.0
1784901233.289014,peer,0.0,0.027156739301616356,0.5,0.0
1784901233.310696,peer,0.0,0.015841263833139958,0.5,0.0
1784901233.334334,peer,0.0,0.003472442338418292,0.5,0.0
1784901233.359858,peer,0.0,-0.00986357718425102,0.5,0.0
1784901233.384464,peer,0.0,-0.022746639261497923,0.5,0.0
1784901233.408888,peer,0.0,-0.03544361399718256,0.5,0.0
1784901233.432242,peer,0.0,-0.04745004841489007,0.5,0.0
1784901233.456937,peer,0.0,-0.060123995045469995,0.5,0.0
1784901233.480250,peer,0.0,-0.07189437642023469,0.5,0.0
1784901233.505007,peer,0.0,-0.08420741827491685,0.5,0.0
1784901233.527677,peer,0.0,-0.0952847046820277,0.5,0.0
1784901233.550016,peer,0.0,-0.10599733256794173,0.5,0.0
1784901233.574277,peer,0.0,-0.11735290739741074,0.5,0.0
1784901233.594562,peer,0.0,-0.12662879770439683,0.5,0.0
1784901233.616082,peer,0.0,-0.1362005248047733,0.5,0.0
1784901233.641115,peer,0.0,-0.14700647890354013,0.5,0.0
1784901233.665637,peer,0.0,-0.15716639615708836,0.5,0.0
1784901233.689471,peer,0.0,-0.16669658610634533,0.5,0.0
1784901233.714623,peer,0.0,-0.17626494993113062,0.5,0.0
1784901233.735796,peer,0.0,-0.18396544310950205,0.5,0.0
1784901233.760744,peer,0.0,-0.19254714647126406,0.5,0.0
1784901233.782054,peer,0.0,-0.1994697531648319,0.5,0.0
1784901233.802295,peer,0.0,-0.2056815110690233,0.5,0.0
1784901233.822661,peer,0.0,-0.21155564676541064,0.5,0.0
1784901233.847771,peer,0.0,-0.21826558838633123,0.5,0.0
1784901233.872917,peer,0.0,-0.22437773881113457,0.5,0.0
1784901233.897331,peer,0.0,-0.22972053336335266,0.5,0.0
1784901233.922376,peer,0.0,-0.2345757253541291,0.5,0.0
1784901233.947164,peer,0.0,-0.23874614428734156,0.5,0.0
1784901233.969418,peer,0.0,-0.24193069031207748,0.5,0.0
1784901233.991516,peer,0.0,-0.24459456063077015,0.5,0.0
1784901234.016024,peer,0.0,-0.24692692244610262,0.5,0.0
1784901234.038579,peer,0.0,-0.24849627344373199,0.5,0.0
1784901234.060983,peer,0.0,-0.24950714541028574,0.5,0.0
1784901234.086120,peer,0.0,-0.24998700638280236,0.5,0.0
1784901234.109621,peer,0.0,-0.24980953714943213,0.5,0.0
1784901234.133697,peer,0.0,-0.24900379638804404,0.5,0.0
1784901234.157574,peer,0.0,-0.2475720923222347,0.5,0.0
1784901234.182177,peer,0.0,-0.24545329080909548,0.5,0.0
1784901234.203787,peer,0.0,-0.24305221184411027,0.5,0.0
1784901234.227942,peer,0.0,-0.2398260807690995,0.5,0.0
1784901234.249039,peer,0.0,-0.23642590290661905,0.5,0.0
1784901234.274196,peer,0.0,-0.23275640164505162,0.5,0.0
1784901234.297042,peer,0.0,-0.22707545572012527,0.5,0.0
1784901234.321298,peer,0.0,-0.22147276141183433,0.5,0.0
1784901234.345032,peer,0.0,-0.215434863037157,0.5,0.0
1784901234.369306,peer,0.0,-0.20871028995753588,0.5,0.0
1784901234.389671,peer,0.0,-0.20265173471837503,0.5,0.0
1784901234.411478,peer,0.0,-0.19575772386844134,0.5,0.0
1784901234.432738,peer,0.0,-0.18864781532249075,0.5,0.0
1784901234.455793,peer,0.0,-0.18050199378706105,0.5,0.0
1784901234.476128,peer,0.0,-0.17298362111566426,0.5,0.0
1784901234.498264,peer,0.0,-0.16442741361712382,0.5,0.0
1784901234.520375,peer,0.0,-0.15552815358693878,0.5,0.0
1784901234.541745,peer,0.0,-0.14662201400098043,0.5,0.0
1784901234.562330,peer,0.0,-0.1377512012128743,0.5,0.0
1784901234.583303,peer,0.0,-0.12848049748985552,0.5,0.0
1784901234.607244,peer,0.0,-0.11755721856211032,0.5,0.0
1784901234.627510,peer,0.0,-0.10808877225521787,0.5,0.0
1784901234.649115,peer,0.0,-0.09779857024741957,0.5,0.0
1784901234.669923,peer,0.0,-0.08765123580985709,0.5,0.0
1784901234.692743,peer,0.0,-0.07636438290672387,0.5,0.0
1784901234.716238,peer,0.0,-0.06457476450769328,0.5,0.0
1784901234.740602,peer,0.0,-0.05218031062797196,0.5,0.0
1784901234.761390,peer,0.0,-0.04147118853708023,0.5,0.0
1784901234.786318,peer,0.0,-0.028556859063407436,0.5,0.0
1784901234.808428,peer,0.0,-0.017032109578756602,0.5,0.0
1784901234.830571,peer,0.0,-0.00544452721526683,0.5,0.0
1784901234.855483,peer,0.0,0.007599823638015122,0.5,0.0
1784901234.880391,peer,0.0,0.020617760854059728,0.5,0.0
1784901234.903510,peer,0.0,0.0326471427193028,0.5,0.0
1784901234.928410,peer,0.0,0.04552848929081239,0.5,0.0
1784901234.953520,peer,0.0,0.058387293055722524,0.5,0.0
1784901234.977644,peer,0.0,0.07058661606550606,0.5,0.0
1784901235.000461,peer,0.0,0.08193971966321643,0.5,0.0
1784901235.025743,peer,0.0,0.09434919969739947,0.5,0.0
1784901235.049511,peer,0.0,0.10574740641478311,0.5,0.0
1784901235.074699,peer,0.0,0.11755115900056862,0.5,0.0
1784901235.099822,peer,0.0,0.1289842084233215,0.5,0.0
1784901235.124751,peer,0.0,0.13999251130815027,0.5,0.0
1784901235.149469,peer,0.0,0.15051389356385403,0.5,0.0
1784901235.175415,peer,0.0,0.1608652122774077,0.5,0.0
1784901235.200212,peer,0.0,0.17084257974187403,0.5,0.0
1784901235.225345,peer,0.0,0.1802155968207836,0.5,0.0
1784901235.247806,peer,0.0,0.18816114158843877,0.5,0.0
1784901235.268287,peer,0.0,0.19504608441502805,0.5,0.0
1784901235.289344,peer,0.0,0.20175664408688904,0.5,0.0
1784901235.309638,peer,0.0,0.20784590053972157,0.5,0.0
1784901235.329933,peer,0.0,0.2135638642580681,0.5,0.0
1784901235.351190,peer,0.0,0.21913593913687227,0.5,0.0
1784901235.374785,peer,0.0,0.2248121551334561,0.5,0.0
1784901235.397228,peer,0.0,0.22970358739336882,0.5,0.0
1784901235.418165,peer,0.0,0.23380768007571115,0.5,0.0
1784901235.440705,peer,0.0,0.23772427126216963,0.5,0.0
1784901235.465794,peer,0.0,0.24146070124005614,0.5,0.0
1784901235.508724,peer,0.0,0.24419742413477222,0.5,0.0
1784901235.529515,peer,0.0,0.24793445851047602,0.5,0.0
1784901235.552589,peer,0.0,0.24919406525102855,0.5,0.0
1784901235.577161,peer,0.0,0.24989561713847447,0.5,0.0
1784901235.598854,peer,0.0,0.24996567732426356,0.5,0.0
1784901235.619772,peer,0.0,0.24954426940448982,0.5,0.0
1784901235.641940,peer,0.0,0.24857509783417744,0.5,0.0
1784901235.665711,peer,0.0,0.2469422798462867,0.5,0.0
1784901235.688142,peer,0.0,0.2448397376177559,0.5,0.0
1784901235.710652,peer,0.0,0.24218583440174338,0.5,0.0
1784901235.734234,peer,0.0,0.23882522206901538,0.5,0.0
1784901235.757793,peer,0.0,0.23488943532410173,0.5,0.0
