image,host_time,phase,cmd_x,cmd_y,cmd_z,cmd_yaw_deg,frame_id,frame_width,frame_height,frame_bpp,frame_format,frame_gap8_timestamp,state_gap8_timestamp,state_stm32_timestamp,meta_x_m,meta_y_m,meta_z_m,meta_vx_mps,meta_vy_mps,meta_vz_mps,meta_quat,meta_rate_roll_rps,meta_rate_pitch_rps,meta_rate_yaw_rps,log_x,log_y,log_z,log_yaw_deg,log_vx,log_vy,log_vz,vbat,host_queue_dropped
frames/frame_000018.pgm,1784901217.154379,init,0.0,0.0,0.0,0.0,142,160,160,1,0,30764282,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000019.pgm,1784901217.188783,init,0.0,0.0,0.0,0.0,143,160,160,1,0,30797637,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000020.pgm,1784901217.222430,init,0.0,0.0,0.0,0.0,144,160,160,1,0,30830963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000021.pgm,1784901217.264561,init,0.0,0.0,0.0,0.0,145,160,160,1,0,30864288,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000022.pgm,1784901217.293778,init,0.0,0.0,0.0,0.0,146,160,160,1,0,30897613,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000023.pgm,1784901217.322680,init,0.0,0.0,0.0,0.0,147,160,160,1,0,30930938,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000024.pgm,1784901217.356942,init,0.0,0.0,0.0,0.0,148,160,160,1,0,30964263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000025.pgm,1784901217.388078,init,0.0,0.0,0.0,0.0,149,160,160,1,0,30997619,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000026.pgm,1784901217.422601,init,0.0,0.0,0.0,0.0,150,160,160,1,0,31030944,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000027.pgm,1784901217.454686,init,0.0,0.0,0.0,0.0,151,160,160,1,0,31064270,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000028.pgm,1784901217.487981,init,0.0,0.0,0.0,0.0,152,160,160,1,0,31097595,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000029.pgm,1784901217.586619,init,0.0,0.0,0.0,0.0,153,160,160,1,0,31130920,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000030.pgm,1784901217.767157,init,0.0,0.0,0.0,0.0,154,160,160,1,0,31164245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000031.pgm,1784901217.793029,init,0.0,0.0,0.0,0.0,155,160,160,1,0,31197601,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000032.pgm,1784901217.816288,init,0.0,0.0,0.0,0.0,156,160,160,1,0,31230926,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000033.pgm,1784901217.835340,init,0.0,0.0,0.0,0.0,157,160,160,1,0,31264251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000034.pgm,1784901217.852674,init,0.0,0.0,0.0,0.0,163,160,160,1,0,31464233,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000035.pgm,1784901217.887574,init,0.0,0.0,0.0,0.0,164,160,160,1,0,31497558,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000036.pgm,1784901217.923604,init,0.0,0.0,0.0,0.0,165,160,160,1,0,31530883,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000037.pgm,1784901217.954427,init,0.0,0.0,0.0,0.0,166,160,160,1,0,31564208,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,0
frames/frame_000038.pgm,1784901218.017041,init,0.0,0.0,0.0,0.0,167,160,160,1,0,31597564,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021871332079172134,0.026934467256069183,0.012509574182331562,-0.005119634326547384,0.0003322009870316833,0.0007126818527467549,-0.002374409232288599,,0
frames/frame_000039.pgm,1784901218.022117,init,0.0,0.0,0.0,0.0,168,160,160,1,0,31630889,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021871332079172134,0.026934467256069183,0.012509574182331562,-0.005119634326547384,0.0003322009870316833,0.0007126818527467549,-0.002374409232288599,,0
frames/frame_000040.pgm,1784901218.054620,init,0.0,0.0,0.0,0.0,169,160,160,1,0,31664215,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021871332079172134,0.026934467256069183,0.012509574182331562,-0.005119634326547384,0.0003322009870316833,0.0007126818527467549,-0.002374409232288599,,0
frames/frame_000041.pgm,1784901218.092907,init,0.0,0.0,0.0,0.0,170,160,160,1,0,31697540,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02210591547191143,0.02694430947303772,0.012085163034498692,-0.0065441131591796875,0.0014509226894006133,-0.00012882619921583682,0.0010887904791161418,4.11202335357666,0
frames/frame_000042.pgm,1784901218.124544,init,0.0,0.0,0.0,0.0,171,160,160,1,0,31730865,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021175527945160866,0.027876371517777443,0.011730649508535862,0.006829692982137203,-0.0038651153445243835,0.004618224687874317,-0.0007173141348175704,4.11202335357666,0
frames/frame_000043.pgm,1784901218.156881,init,0.0,0.0,0.0,0.0,172,160,160,1,0,31764190,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021880434826016426,0.02644655853509903,0.010647788643836975,-0.007831254042685032,0.00029236910631880164,-0.0023416378535330296,-0.005389763507992029,4.11202335357666,0
frames/frame_000044.pgm,1784901218.187802,init,0.0,0.0,0.0,0.0,173,160,160,1,0,31797546,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021880434826016426,0.02644655853509903,0.010647788643836975,-0.007831254042685032,0.00029236910631880164,-0.0023416378535330296,-0.005389763507992029,4.11202335357666,0
frames/frame_000045.pgm,1784901218.221984,init,0.0,0.0,0.0,0.0,174,160,160,1,0,31830871,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021395409479737282,0.024523787200450897,0.01235831156373024,-0.0048734829761087894,-0.0019243037095293403,-0.011650977656245232,0.004352980758994818,4.11202335357666,0
frames/frame_000046.pgm,1784901218.279048,init,0.0,0.0,0.0,0.0,175,160,160,1,0,31864196,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021407082676887512,0.025746526196599007,0.01287238858640194,0.002858860185369849,-0.0014029376907274127,-0.0035680870059877634,0.006143414881080389,4.11202335357666,0
frames/frame_000047.pgm,1784901218.317837,init,0.0,0.0,0.0,0.0,176,160,160,1,0,31897521,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022087808698415756,0.024095695465803146,0.01142593752592802,-0.019170422106981277,0.0019328106427565217,-0.010879854671657085,-0.0017095181392505765,4.11202335357666,0
frames/frame_000048.pgm,1784901218.325219,init,0.0,0.0,0.0,0.0,177,160,160,1,0,31930847,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022087808698415756,0.024095695465803146,0.01142593752592802,-0.019170422106981277,0.0019328106427565217,-0.010879854671657085,-0.0017095181392505765,4.11202335357666,0
frames/frame_000049.pgm,1784901218.348261,init,0.0,0.0,0.0,0.0,178,160,160,1,0,31964172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022087808698415756,0.024095695465803146,0.01142593752592802,-0.019170422106981277,0.0019328106427565217,-0.010879854671657085,-0.0017095181392505765,4.11202335357666,0
frames/frame_000050.pgm,1784901218.388027,init,0.0,0.0,0.0,0.0,179,160,160,1,0,31997528,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022095289081335068,0.024048756808042526,0.011713376268744469,-0.017253557220101357,0.0018962699687108397,-0.008925936184823513,-0.000614439370110631,4.106744766235352,0
frames/frame_000051.pgm,1784901218.421354,init,0.0,0.0,0.0,0.0,180,160,160,1,0,32030853,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022185875102877617,0.023566834628582,0.012199641205370426,-0.014249826781451702,0.0017363291699439287,-0.010057654231786728,0.0021600236650556326,4.106744766235352,0
frames/frame_000052.pgm,1784901218.456535,init,0.0,0.0,0.0,0.0,181,160,160,1,0,32064178,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02188444323837757,0.01847899705171585,0.012223934754729271,-0.006808218080550432,0.0017363291699439287,-0.010057654231786728,0.0021600236650556326,4.106744766235352,0
frames/frame_000053.pgm,1784901218.489144,init,0.0,0.0,0.0,0.0,182,160,160,1,0,32097503,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02188444323837757,0.01847899705171585,0.012223934754729271,-0.006808218080550432,0.00025348030612803996,-0.031155340373516083,0.002127540996298194,4.11202335357666,0
frames/frame_000054.pgm,1784901218.521985,init,0.0,0.0,0.0,0.0,183,160,160,1,0,32130828,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.023111702874302864,0.01964551955461502,0.0114559605717659,-0.05687030777335167,0.006173502653837204,-0.019816182553768158,-0.002091264119371772,4.11202335357666,0
frames/frame_000055.pgm,1784901218.554892,init,0.0,0.0,0.0,0.0,184,160,160,1,0,32164154,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022130435332655907,0.01905849762260914,0.011664040386676788,-0.010858757421374321,0.006173502653837204,-0.019816182553768158,-0.002091264119371772,4.11202335357666,0
frames/frame_000056.pgm,1784901218.593371,init,0.0,0.0,0.0,0.0,185,160,160,1,0,32197509,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022130435332655907,0.01905849762260914,0.011664040386676788,-0.010858757421374321,0.0006412395741790533,-0.01869700476527214,-0.0005894227651879191,4.11202335357666,0
frames/frame_000057.pgm,1784901218.621263,init,0.0,0.0,0.0,0.0,186,160,160,1,0,32230834,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021892178803682327,0.0191381573677063,0.012330833822488785,0.0002972459769807756,-0.000268262141617015,-0.014174897223711014,0.0029925561975687742,4.11202335357666,0
frames/frame_000058.pgm,1784901218.654695,init,0.0,0.0,0.0,0.0,187,160,160,1,0,32264160,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02210957370698452,0.01930268667638302,0.01183089055120945,-0.008874358609318733,-0.000268262141617015,-0.014174897223711014,0.0029925561975687742,4.11202335357666,0
frames/frame_000059.pgm,1784901218.688601,init,0.0,0.0,0.0,0.0,188,160,160,1,0,32297485,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02210957370698452,0.01930268667638302,0.01183089055120945,-0.008874358609318733,4.920190622215159e-05,-0.009997795335948467,-0.0002700065087992698,4.11202335357666,0
frames/frame_000060.pgm,1784901218.721038,init,0.0,0.0,0.0,0.0,189,160,160,1,0,32330810,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022992243990302086,0.01980484649538994,0.011103834956884384,-0.033195775002241135,0.005091425031423569,-0.005176672711968422,-0.00413229875266552,4.11202335357666,0
frames/frame_000061.pgm,1784901218.757221,init,0.0,0.0,0.0,0.0,190,160,160,1,0,32364135,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021196376532316208,0.01975886896252632,0.011396344751119614,0.019347243010997772,-0.004925682675093412,-0.0038365584332495928,-0.0016156175406649709,4.117301940917969,0
frames/frame_000062.pgm,1784901218.787676,init,0.0,0.0,0.0,0.0,191,160,160,1,0,32397491,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021196376532316208,0.01975886896252632,0.011396344751119614,0.019347243010997772,-0.004925682675093412,-0.0038365584332495928,-0.0016156175406649709,4.117301940917969,0
frames/frame_000063.pgm,1784901218.821540,init,0.0,0.0,0.0,0.0,192,160,160,1,0,32430816,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.023100854828953743,0.01970778964459896,0.011647096835076809,-0.013653675094246864,0.005607636179775,-0.0017661639722064137,0.0001365900825476274,4.117301940917969,0
frames/frame_000064.pgm,1784901218.854191,init,0.0,0.0,0.0,0.0,193,160,160,1,0,32464141,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02110806666314602,0.017444666475057602,0.01185617409646511,0.007363156881183386,0.005607636179775,-0.0017661639722064137,0.0001365900825476274,4.11202335357666,0
frames/frame_000065.pgm,1784901218.888178,init,0.0,0.0,0.0,0.0,194,160,160,1,0,32497467,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02110806666314602,0.017444666475057602,0.01185617409646511,0.007363156881183386,-0.005331361200660467,-0.012336707673966885,0.0012816558592021465,4.11202335357666,0
frames/frame_000066.pgm,1784901218.921016,init,0.0,0.0,0.0,0.0,195,160,160,1,0,32530792,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02238275296986103,0.018717164173722267,0.012097439728677273,0.0021564955823123455,0.0013393806293606758,-0.00413369620218873,0.002424825681373477,4.11202335357666,0
frames/frame_000067.pgm,1784901218.954661,init,0.0,0.0,0.0,0.0,196,160,160,1,0,32564117,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022132907062768936,0.01873568445444107,0.01077516470104456,0.007662926334887743,0.0013393806293606758,-0.00413369620218873,0.002424825681373477,4.11202335357666,0
frames/frame_000068.pgm,1784901218.987296,init,0.0,0.0,0.0,0.0,197,160,160,1,0,32597473,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022132907062768936,0.01873568445444107,0.01077516470104456,0.007662926334887743,-0.00019558938220143318,-0.002445642836391926,-0.004410292953252792,4.11202335357666,0
frames/frame_000069.pgm,1784901219.025819,init,0.0,0.0,0.0,0.0,198,160,160,1,0,32630798,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02107529528439045,0.01738710328936577,0.010338210500776768,0.00482983561232686,-0.005365012213587761,-0.008367936126887798,-0.005303895100951195,4.11202335357666,0
frames/frame_000070.pgm,1784901219.055272,init,0.0,0.0,0.0,0.0,199,160,160,1,0,32664123,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02185973711311817,0.018177203834056854,0.010081402957439423,0.00952675100415945,-0.005365012213587761,-0.008367936126887798,-0.005303895100951195,4.11202335357666,0
frames/frame_000071.pgm,1784901219.087517,init,0.0,0.0,0.0,0.0,200,160,160,1,0,32697448,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02185973711311817,0.018177203834056854,0.010081402957439423,0.00952675100415945,-0.0009149318211711943,-0.0036703471560031176,-0.0054070353507995605,4.11202335357666,0
frames/frame_000072.pgm,1784901219.124051,init,0.0,0.0,0.0,0.0,201,160,160,1,0,32730773,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02234182506799698,0.017663275822997093,0.010709927417337894,0.009587440639734268,0.0020302515476942062,-0.004896719008684158,-0.0008919953252188861,4.11202335357666,0
frames/frame_000073.pgm,1784901219.154375,init,0.0,0.0,0.0,0.0,202,160,160,1,0,32764099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021118124946951866,0.017475763335824013,0.010412600822746754,0.0020134630613029003,0.0020302515476942062,-0.004896719008684158,-0.0008919953252188861,4.11202335357666,0
frames/frame_000074.pgm,1784901219.187779,init,0.0,0.0,0.0,0.0,203,160,160,1,0,32797454,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021118124946951866,0.017475763335824013,0.010412600822746754,0.0020134630613029003,-0.004315400030463934,-0.005677847657352686,-0.0019355951808393002,4.11202335357666,0
frames/frame_000075.pgm,1784901219.221580,init,0.0,0.0,0.0,0.0,204,160,160,1,0,32830780,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02207344025373459,0.018657606095075607,0.010642463341355324,0.017030255869030952,0.0003971934493165463,0.0008407996501773596,-0.00028598305652849376,4.11202335357666,0
frames/frame_000076.pgm,1784901219.254386,init,0.0,0.0,0.0,0.0,205,160,160,1,0,32864105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022055288776755333,0.018918458372354507,0.012656723149120808,0.02121865563094616,0.0003971934493165463,0.0008407996501773596,-0.00028598305652849376,4.11202335357666,0
frames/frame_000077.pgm,1784901219.303180,init,0.0,0.0,0.0,0.0,206,160,160,1,0,32897430,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022055288776755333,0.018918458372354507,0.012656723149120808,0.02121865563094616,0.0011129903141409159,0.002319679595530033,0.007479730062186718,4.11202335357666,0
frames/frame_000078.pgm,1784901219.374746,init,0.0,0.0,0.0,0.0,207,160,160,1,0,32930755,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.020997142419219017,0.017340801656246185,0.012538295239210129,0.010138855315744877,-0.004493884742259979,-0.005520202685147524,0.004868062678724527,4.101466178894043,0
frames/frame_000079.pgm,1784901219.468107,init,0.0,0.0,0.0,0.0,208,160,160,1,0,32964080,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022095810621976852,0.01893940009176731,0.012177352793514729,0.01959189586341381,0.0003276464994996786,0.001125881215557456,0.0017635934054851532,4.11202335357666,0
frames/frame_000080.pgm,1784901219.478696,init,0.0,0.0,0.0,0.0,209,160,160,1,0,32997436,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022095810621976852,0.01893940009176731,0.012177352793514729,0.01959189586341381,0.0003276464994996786,0.001125881215557456,0.0017635934054851532,4.11202335357666,0
frames/frame_000081.pgm,1784901219.486577,init,0.0,0.0,0.0,0.0,210,160,160,1,0,33030761,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.022095810621976852,0.01893940009176731,0.012177352793514729,0.01959189586341381,0.0003276464994996786,0.001125881215557456,0.0017635934054851532,4.11202335357666,0
frames/frame_000082.pgm,1784901219.556261,init,0.0,0.0,0.0,0.0,213,160,160,1,0,33130737,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02312871813774109,0.019708925858139992,0.012236347422003746,0.028363406658172607,0.005485599860548973,0.0049596368335187435,0.0018879225244745612,4.11202335357666,0
frames/frame_000083.pgm,1784901219.663917,init,0.0,0.0,0.0,0.0,214,160,160,1,0,33164062,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0210940632969141,0.01738882064819336,0.010080861859023571,0.020824378356337547,-0.004893753211945295,-0.006763463839888573,-0.007843009196221828,4.117301940917969,0
frames/frame_000084.pgm,1784901219.670627,init,0.0,0.0,0.0,0.0,215,160,160,1,0,33197418,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0210940632969141,0.01738882064819336,0.010080861859023571,0.020824378356337547,-0.004893753211945295,-0.006763463839888573,-0.007843009196221828,4.117301940917969,0
frames/frame_000085.pgm,1784901219.695545,init,0.0,0.0,0.0,0.0,216,160,160,1,0,33230743,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0210940632969141,0.01738882064819336,0.010080861859023571,0.020824378356337547,-0.004893753211945295,-0.006763463839888573,-0.007843009196221828,4.117301940917969,0
frames/frame_000086.pgm,1784901220.217919,init,0.0,0.0,0.0,0.0,217,160,160,1,0,33264068,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-6.533231498906389e-05,7.449135591741651e-05,0.012196449562907219,-0.0007431096746586263,-0.0016333331586793065,-0.003804889041930437,0.0031096991151571274,4.11202335357666,0
frames/frame_000087.pgm,1784901220.238671,init,0.0,0.0,0.0,0.0,220,160,160,1,0,33364044,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-6.533231498906389e-05,7.449135591741651e-05,0.012196449562907219,-0.0007431096746586263,-0.0016333331586793065,-0.003804889041930437,0.0031096991151571274,4.11202335357666,0
frames/frame_000088.pgm,1784901220.267000,init,0.0,0.0,0.0,0.0,221,160,160,1,0,33397399,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0007372201071120799,-0.001242143101990223,0.011886171996593475,-0.003165215952321887,-0.00952350627630949,-0.020444383844733238,0.0009387953905388713,4.11202335357666,0
frames/frame_000089.pgm,1784901220.286737,init,0.0,0.0,0.0,0.0,236,160,160,1,0,33897338,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0007372201071120799,-0.001242143101990223,0.011886171996593475,-0.003165215952321887,-0.00952350627630949,-0.020444383844733238,0.0009387953905388713,4.11202335357666,0
frames/frame_000090.pgm,1784901220.321170,init,0.0,0.0,0.0,0.0,237,160,160,1,0,33930664,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0007759646396152675,-0.0017414763569831848,0.011295739561319351,-0.004484232049435377,-0.007791493553668261,-0.02207719162106514,-0.0021212527062743902,4.11202335357666,0
frames/frame_000091.pgm,1784901220.355112,init,0.0,0.0,0.0,0.0,238,160,160,1,0,33964019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0009928490035235882,-0.0017977337120100856,0.0112494807690382,-0.0032052078749984503,-0.008026326075196266,-0.020363284274935722,-0.0018319605151191354,4.11202335357666,0
frames/frame_000092.pgm,1784901220.390592,init,0.0,0.0,0.0,0.0,239,160,160,1,0,33997344,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0009928490035235882,-0.0017977337120100856,0.0112494807690382,-0.0032052078749984503,-0.008026326075196266,-0.020363284274935722,-0.0018319605151191354,4.11202335357666,0
