host_time,phase,cmd_x,cmd_y,cmd_z,cmd_speed_scale,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,pm.vbat,seqRx.rxOk,seqRx.crcErr,seqRx.badRx,seqRx.invalid,seqRx.duplicate,seqRx.seqGap,gate8.raw,gate8.qDrop,seqRx.d0,seqRx.d1,seqRx.d2,seqRx.d3,seqAvoid.valid,seqAvoid.stop,seqAvoid.mask,seqAvoid.sample,seqAvoid.side,seqAvoid.ageMs,seqAvoid.routePhase,seqAvoid.replans,seqAvoid.waypointX,seqAvoid.waypointY,seqAvoid.pathOffX,seqAvoid.pathOffY,seqAvoid.returnWait,seqAvoid.scanAvg,seqAvoid.scanCount,seqAvoid.scanRetries,seqAvoid.scanYaw,seqAvoid.scanYawGoal,seqAvoid.scanSettle,seqAvoid.scanDecision,seqAvoid.scanPidYaw,seqAvoid.barrier,seqAvoid.barrierA0,seqAvoid.barrierA1,seqAvoid.barrierB,seqAvoid.maxSlack,seqAvoid.dangerAvg,seqAvoid.avgCount,obs.mpcUs,obs.iter,obs.status,obs.priRes,obs.duaRes,obs.healthHold,obs.healthFaults,obs.scanBypass,obs.solveStart,obs.solveDone,obs.hbAge,obs.stallHold,obs.warmResets,obs.resetWhy,obs.solvePhase,obs.stackFree
1785861749.569675,monitor,,,,1.0,-1.1601066589355469,1.3849525451660156,-6.897070852573961e-05,0.009167107753455639,-0.011395549401640892,3.7266862392425537,4129,0,0,0,0,0,198193,0,0.35271310806274414,0.3032565116882324,0.3254575729370117,0.3492398262023926,1,0,15,4130,0,23,0,0,-1.1600545644760132,1.3845086097717285,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7922,4,1,0.0,0.0004374682903289795,0,18,0,11844,11844,6,0,1,1,0,244
1785861749.615614,monitor,,,,1.0,-1.1598175764083862,1.385767936706543,-4.0278890082845464e-05,0.011160374619066715,-0.0027004580479115248,3.721407651901245,4131,0,0,0,0,0,198289,0,0.3621833324432373,0.310516357421875,0.3338747024536133,0.36449766159057617,1,0,15,4131,0,25,0,0,-1.1600545644760132,1.3845086097717285,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7922,4,1,0.0,0.0004374682903289795,0,18,0,11844,11844,6,0,1,1,0,244
1785861749.661601,monitor,,,,1.0,-1.1611659526824951,1.386034369468689,-5.849817898706533e-05,-0.0019009608076885343,-0.003651992417871952,3.7266862392425537,4131,0,0,0,0,0,198289,0,0.35144996643066406,0.3032569885253906,0.32735276222229004,0.35555410385131836,1,0,15,4132,0,8,0,0,-1.1611510515213013,1.3860549926757812,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7607,4,1,0.0,0.000872589647769928,0,18,0,11849,11849,6,0,1,1,0,244
1785861749.721605,monitor,,,,1.0,-1.1675736904144287,1.3867974281311035,-2.4097560526570305e-05,-0.049376875162124634,0.025412043556571007,3.7266862392425537,4133,0,0,0,0,0,198385,0,0.35976338386535645,0.31009578704833984,0.332719087600708,0.3643932342529297,1,0,15,4133,0,11,0,0,-1.1675736904144287,1.3867974281311035,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7731,5,-2,0.0,0.021005988121032715,0,18,0,11854,11854,6,0,1,1,0,244
1785861749.825671,monitor,,,,1.0,-1.1978492736816406,1.4046732187271118,-0.00161451764870435,-0.17289257049560547,0.1489201933145523,3.721407651901245,4135,0,0,0,0,0,198481,0,0.36860132217407227,0.3168299198150635,0.3379807472229004,0.37681150436401367,1,0,15,4134,0,53,0,0,-1.1978492736816406,1.4046732187271118,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7941,5,-2,0.06588426232337952,0.9668950438499451,0,18,0,11859,11859,6,0,1,1,0,244
1785861749.8613,monitor,,,,1.0,-1.2117881774902344,1.4203910827636719,-0.002291240496560931,-0.22720320522785187,0.2021521031856537,3.721407651901245,4135,0,0,0,0,0,198481,0,0.36860132217407227,0.3168299198150635,0.3379807472229004,0.37681150436401367,1,0,15,4135,0,36,0,0,-1.211058259010315,1.4192700386047363,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7941,5,-2,0.06588426232337952,0.9668950438499451,0,18,0,11859,11859,6,0,1,1,0,244
1785861749.919565,monitor,,,,1.0,-1.225313425064087,1.4322372674942017,0.0017292932607233524,-0.2207339107990265,0.20860251784324646,3.7266862392425537,4136,0,0,0,0,0,198529,0,0.349135160446167,0.30115222930908203,0.3237745761871338,0.35460686683654785,1,0,15,4136,0,39,0,0,-1.2256159782409668,1.4326618909835815,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7941,5,-2,0.06588426232337952,0.9668950438499451,0,18,0,11859,11859,6,0,1,1,0,244
1785861749.965983,monitor,,,,1.0,-1.22435462474823,1.4418996572494507,0.016106612980365753,-0.11537869274616241,0.20956234633922577,3.7266862392425537,4136,0,0,0,0,0,198529,0,0.36797046661376953,0.3133583068847656,0.33913707733154297,0.36796998977661133,1,0,15,4137,0,22,0,0,-1.2211581468582153,1.439173936843872,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7576,5,-2,0.0,0.16836145520210266,0,18,0,11864,11864,7,0,1,1,0,244
1785861750.026168,monitor,,,,1.0,-1.2159919738769531,1.4387511014938354,0.033841367810964584,-0.03807441145181656,0.14317505061626434,3.7266862392425537,4138,0,0,0,0,0,198625,0,0.35460662841796875,0.2936825752258301,0.31125450134277344,0.32303905487060547,1,0,15,4138,0,25,0,0,-1.2159919738769531,1.4387511014938354,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7664,5,-2,0.0,0.021606802940368652,0,18,0,11869,11869,7,0,1,1,0,244
1785861750.059386,monitor,,,,1.0,-1.2134158611297607,1.4367257356643677,0.0562475323677063,-0.025896484032273293,0.09538119286298752,3.7266862392425537,4138,0,0,0,0,0,198625,0,0.3612375259399414,0.2953650951385498,0.31314754486083984,0.33513975143432617,1,0,15,4139,0,8,0,0,-1.216086745262146,1.4389570951461792,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7664,5,-2,0.0,0.021606802940368652,0,18,0,11869,11869,7,0,1,1,0,244
1785861750.11746,monitor,,,,1.0,-1.199812412261963,1.4339978694915771,0.08702689409255981,-0.013711065985262394,0.0754680186510086,3.7266862392425537,4140,0,0,0,0,0,198721,0,0.3996436595916748,0.30925464630126953,0.3247225284576416,0.364077091217041,1,0,15,4140,0,10,0,0,-1.199812412261963,1.4339978694915771,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7664,5,-2,0.0,0.021606802940368652,0,18,0,11869,11869,7,0,1,1,0,244
1785861750.223409,monitor,,,,1.0,-1.2045015096664429,1.442568302154541,0.14729465544223785,-0.11821707338094711,0.13805896043777466,3.721407651901245,4142,0,0,0,0,0,198817,0,0.3924872875213623,0.3064148426055908,0.3077831268310547,0.32440757751464844,1,0,15,4141,0,53,0,0,-1.2045015096664429,1.442568302154541,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8447,5,-2,0.15816891193389893,1.9795196056365967,0,18,0,11879,11879,6,0,1,1,0,244
1785861750.2573462,monitor,,,,1.0,-1.2096976041793823,1.4481728076934814,0.17456570267677307,-0.13302630186080933,0.14144301414489746,3.7266862392425537,4142,0,0,0,0,0,198817,0,0.3924872875213623,0.3064148426055908,0.3077831268310547,0.32440757751464844,1,0,15,4142,0,36,0,0,-1.2045015096664429,1.442568302154541,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8447,5,-2,0.15816891193389893,1.9795196056365967,0,18,0,11879,11879,6,0,1,1,0,244
1785861750.316458,monitor,,,,1.0,-1.2136353254318237,1.4505608081817627,0.196159228682518,-0.10634618997573853,0.08499406278133392,3.7266862392425537,4143,0,0,0,0,0,198865,0,0.4038510322570801,0.29389238357543945,0.3025197982788086,0.32146143913269043,1,0,15,4143,0,39,0,0,-1.2136353254318237,1.4505608081817627,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8447,5,-2,0.15816891193389893,1.9795196056365967,0,18,0,11879,11879,6,0,1,1,0,244
1785861750.364169,monitor,,,,1.0,-1.2186813354492188,1.4583410024642944,0.22012463212013245,-0.04413757473230362,0.047569938004016876,3.7266862392425537,4143,0,0,0,0,0,198865,0,0.3944869041442871,0.30936098098754883,0.3098874092102051,0.3073611259460449,1,0,15,4144,0,22,0,0,-1.2184103727340698,1.4573907852172852,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6962,5,-2,0.07447034120559692,0.4201723337173462,0,18,0,11884,11884,9,0,1,1,0,244
1785861750.42624,monitor,,,,1.0,-1.2194156646728516,1.4584027528762817,0.239786759018898,0.022643692791461945,-0.024506719782948494,3.721407651901245,4145,0,0,0,0,0,198961,0,0.4271066188812256,0.32956385612487793,0.3390336036682129,0.3570287227630615,1,0,15,4145,0,24,0,0,-1.2194156646728516,1.4584027528762817,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6823,5,-2,0.031063199043273926,0.08843055367469788,0,18,0,11889,11889,9,0,1,1,0,244
1785861750.463846,monitor,,,,1.0,-1.218264102935791,1.4544084072113037,0.26023244857788086,0.06229035556316376,-0.05454808846116066,3.7266862392425537,4145,0,0,0,0,0,198961,0,0.4631979465484619,0.33766627311706543,0.32335638999938965,0.3033621311187744,1,0,15,4146,0,7,0,0,-1.2194722890853882,1.4578925371170044,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6823,5,-2,0.031063199043273926,0.08843055367469788,0,18,0,11889,11889,9,0,1,1,0,244
1785861750.520436,monitor,,,,1.0,-1.2170745134353638,1.4541614055633545,0.28628063201904297,0.0677284449338913,-0.07526073604822159,3.7266862392425537,4147,0,0,0,0,0,199057,0,0.42773914337158203,0.33619165420532227,0.3416635990142822,0.30788731575012207,1,0,15,4147,0,10,0,0,-1.2177488803863525,1.454892873764038,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6858,5,-2,0.05378907918930054,0.3331030011177063,0,18,0,11889,11889,9,0,1,1,0,244
1785861750.623326,monitor,,,,1.0,-1.2073054313659668,1.4468591213226318,0.31805309653282166,0.06493391841650009,-0.08616060763597488,3.721407651901245,4149,0,0,0,0,0,199153,0,0.636505126953125,0.4673027992248535,0.4097440242767334,0.3837547302246094,1,0,15,4148,0,53,0,0,-1.2076812982559204,1.4468960762023926,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8469,5,-2,0.027262389659881592,0.17045867443084717,0,18,0,11899,11899,6,0,1,1,0,244
1785861750.659646,monitor,,,,1.0,-1.2044981718063354,1.444219946861267,0.3277234435081482,0.05380374193191528,-0.09208346903324127,3.721407651901245,4149,0,0,0,0,0,199153,0,0.636505126953125,0.4673027992248535,0.4097440242767334,0.3837547302246094,1,0,15,4149,0,35,0,0,-1.2076812982559204,1.4468960762023926,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8469,5,-2,0.027262389659881592,0.17045867443084717,0,18,0,11899,11899,6,0,1,1,0,244
1785861750.7179909,monitor,,,,1.0,-1.2007094621658325,1.4405205249786377,0.33941492438316345,0.024752177298069,-0.058780018240213394,3.7266862392425537,4150,0,0,0,0,0,199201,0,0.6832242012023926,0.4087979793548584,0.39596009254455566,0.39301538467407227,1,0,15,4150,0,38,0,0,-1.2009665966033936,1.441133737564087,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,8469,5,-2,0.027262389659881592,0.17045867443084717,0,18,0,11899,11899,6,0,1,1,0,244
1785861750.7680168,monitor,,,,1.0,-1.1985090970993042,1.4386873245239258,0.34689921140670776,0.016031023114919662,-0.05649891123175621,3.7266862392425537,4150,0,0,0,0,0,199201,0,0.48192834854125977,0.33145713806152344,0.3412435054779053,0.36376261711120605,1,0,15,4151,0,21,0,0,-1.198287010192871,1.439828872680664,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6905,5,-2,0.06217902898788452,0.7598955631256104,0,18,0,11904,11904,8,0,1,1,0,244
1785861750.826854,monitor,,,,1.0,-1.195526361465454,1.4367135763168335,0.35399097204208374,0.02155800722539425,-0.0439838245511055,3.721407651901245,4152,0,0,0,0,0,199297,0,0.47193288803100586,0.3318779468536377,0.3388221263885498,0.37480974197387695,1,0,15,4152,0,23,0,0,-1.1957342624664307,1.4371553659439087,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6911,5,-2,0.010891914367675781,0.17933571338653564,0,18,0,11909,11909,8,0,1,1,0,244
1785861750.862206,monitor,,,,1.0,-1.1939363479614258,1.4351890087127686,0.3579353392124176,0.03710886836051941,-0.0472966805100441,3.7266862392425537,4152,0,0,0,0,0,199297,0,0.430894136428833,0.302415132522583,0.3157780170440674,0.35881662368774414,1,0,15,4153,0,6,0,0,-1.1946156024932861,1.4354336261749268,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6911,5,-2,0.010891914367675781,0.17933571338653564,0,18,0,11909,11909,8,0,1,1,0,244
1785861750.923121,monitor,,,,1.0,-1.1892778873443604,1.4331722259521484,0.36304399371147156,0.08713924884796143,-0.06725281476974487,3.7266862392425537,4154,0,0,0,0,0,199393,0,0.4127967357635498,0.30704498291015625,0.3198831081390381,0.3663918972015381,1,0,15,4154,0,9,0,0,-1.1901065111160278,1.4338058233261108,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6478,5,-2,0.0558779239654541,0.7680253386497498,0,18,0,11914,11914,9,0,1,1,0,244
1785861751.017123,monitor,,,,1.0,-1.1723315715789795,1.428566813468933,0.36526229977607727,0.17876863479614258,-0.08905516564846039,3.7266862392425537,4156,0,0,0,0,0,199489,0,0.3452420234680176,0.25327444076538086,0.2690575122833252,0.3177769184112549,1,0,15,4155,0,51,0,0,-1.1837455034255981,1.4318485260009766,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6478,5,-2,0.0558779239654541,0.7680253386497498,0,18,0,11914,11914,9,0,1,1,0,244
1785861751.0649128,monitor,,,,1.0,-1.1621803045272827,1.4247629642486572,0.3645264506340027,0.20197154581546783,-0.08688155561685562,3.7266862392425537,4156,0,0,0,0,0,199489,0,0.3452420234680176,0.25327444076538086,0.2690575122833252,0.3177769184112549,1,0,15,4156,0,34,0,0,-1.1654731035232544,1.425801396369934,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7711,5,-2,0.05971807241439819,0.7341844439506531,0,18,0,11919,11919,7,0,1,1,0,244
1785861751.1230211,monitor,,,,1.0,-1.149713397026062,1.4212124347686768,0.36331793665885925,0.2172720581293106,-0.06691353768110275,3.7266862392425537,4157,0,0,0,0,0,199537,0,0.34134888648986816,0.24643611907958984,0.2619047164916992,0.319882869720459,1,0,15,4157,0,37,0,0,-1.1518638134002686,1.4219027757644653,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6457,5,-2,0.024437129497528076,0.15554720163345337,0,18,0,11924,11924,9,0,1,1,0,244
1785861751.1593542,monitor,,,,1.0,-1.1380831003189087,1.419255018234253,0.3626677989959717,0.2407354861497879,-0.05558080971240997,3.7266862392425537,4157,0,0,0,0,0,199537,0,0.42658042907714844,0.2956826686859131,0.30104804039001465,0.35460853576660156,1,0,15,4158,0,20,0,0,-1.1404684782028198,1.419819712638855,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6457,5,-2,0.024437129497528076,0.15554720163345337,0,18,0,11924,11924,9,0,1,1,0,244
1785861751.2190259,monitor,,,,1.0,-1.1203731298446655,1.4172652959823608,0.3631843626499176,0.2587459981441498,-0.04388175532221794,3.7266862392425537,4159,0,0,0,0,0,199633,0,0.42763376235961914,0.2946290969848633,0.2924196720123291,0.33261609077453613,1,0,15,4159,0,23,0,0,-1.1229345798492432,1.4176956415176392,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6457,5,-2,0.024437129497528076,0.15554720163345337,0,18,0,11924,11924,9,0,1,1,0,244
1785861751.263436,monitor,,,,1.0,-1.1076633930206299,1.4158092737197876,0.36322394013404846,0.273759663105011,-0.036733996123075485,3.7266862392425537,4159,0,0,0,0,0,199633,0,0.41953063011169434,0.2902095317840576,0.2863173484802246,0.32009243965148926,1,0,15,4160,0,6,0,0,-1.1129239797592163,1.4156837463378906,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6563,5,-2,0.021683156490325928,0.20795327425003052,0,18,0,11929,11929,9,0,1,1,0,244
1785861751.323178,monitor,,,,1.0,-1.0904344320297241,1.4168003797531128,0.3612253665924072,0.2921375632286072,-0.04499688372015953,3.7266862392425537,4161,0,0,0,0,0,199729,0,0.3955392837524414,0.2904207706451416,0.29105234146118164,0.32409119606018066,1,0,15,4161,0,9,0,0,-1.0933563709259033,1.4157363176345825,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6526,5,-2,0.059506773948669434,0.49938976764678955,0,18,0,11934,11934,9,0,1,1,0,244
1785861751.419157,monitor,,,,1.0,-1.059856653213501,1.4148375988006592,0.3558606505393982,0.309199720621109,-0.052141424268484116,3.7266862392425537,4163,0,0,0,0,0,199825,0,0.3417692184448242,0.23391485214233398,0.22781109809875488,0.24769854545593262,1,0,15,4162,0,51,0,0,-1.0629457235336304,1.415360450744629,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6526,5,-2,0.059506773948669434,0.49938976764678955,0,18,0,11934,11934,9,0,1,1,0,244
1785861751.468044,monitor,,,,1.0,-1.045080304145813,1.4130377769470215,0.3531937003135681,0.3096887171268463,-0.04835796356201172,3.7266862392425537,4163,0,0,0,0,0,199825,0,0.3417692184448242,0.23391485214233398,0.22781109809875488,0.24769854545593262,1,0,15,4163,0,34,0,0,-1.0486980676651,1.4126213788986206,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6956,5,-2,0.05124390125274658,0.6215729713439941,0,18,0,11939,11939,9,0,1,1,0,244
1785861751.5250812,monitor,,,,1.0,-1.0240657329559326,1.413108229637146,0.347251296043396,0.3013806641101837,-0.04100356996059418,3.7266862392425537,4164,0,0,0,0,0,199873,0,0.25464487075805664,0.1911921501159668,0.2064499855041504,0.22633886337280273,1,0,13,4164,0,37,0,0,-1.0270916223526,1.4135267734527588,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.20000000298023224,5,6597,5,-2,0.02496582269668579,0.26490864157676697,0,18,0,11944,11944,9,0,1,1,0,244
1785861751.56228,monitor,,,,1.0,-1.0119333267211914,1.4131662845611572,0.3440379202365875,0.2878175377845764,-0.02806522324681282,3.7266862392425537,4164,0,0,0,0,0,199873,0,0.2335987091064453,0.17824912071228027,0.19550633430480957,0.20571422576904297,1,0,9,4165,0,20,0,0,-1.0148283243179321,1.4119877815246582,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.6000000238418579,5,6597,5,-2,0.02496582269668579,0.26490864157676697,0,18,0,11944,11944,9,0,1,1,0,244
