host_time,phase,cmd_x,cmd_y,cmd_z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,pm.vbat,seqRx.rxOk,seqRx.crcErr,seqRx.badRx,seqRx.invalid,seqRx.duplicate,seqRx.seqGap,gate8.raw,gate8.qDrop,seqRx.d0,seqRx.d1,seqRx.d2,seqRx.d3,seqAvoid.valid,seqAvoid.stop,seqAvoid.mask,seqAvoid.sample,seqAvoid.side,seqAvoid.ageMs,seqAvoid.routePhase,seqAvoid.replans,seqAvoid.waypointX,seqAvoid.waypointY,seqAvoid.pathOffX,seqAvoid.pathOffY,seqAvoid.returnWait,seqAvoid.scanAvg,seqAvoid.scanCount,seqAvoid.scanRetries,seqAvoid.scanYaw,seqAvoid.scanYawGoal,seqAvoid.scanSettle,seqAvoid.scanDecision,seqAvoid.scanPidYaw,seqAvoid.barrier,seqAvoid.barrierA0,seqAvoid.barrierA1,seqAvoid.barrierB,seqAvoid.maxSlack,seqAvoid.dangerAvg,seqAvoid.avgCount,seqAvoid.fwdClear,seqAvoid.speedCmd,seqAvoid.speedHalt,seqAvoid.goalDist,seqAvoid.goalReached,seqAvoid.openAvg0,seqAvoid.openAvg1,seqAvoid.openAvg2,seqAvoid.openAvg3,seqAvoid.sideScore0,seqAvoid.sideScore3,seqAvoid.scanClr0,seqAvoid.scanClr1,seqAvoid.scanClr2,seqAvoid.scanClr3,seqAvoid.scanSlope,seqAvoid.scanRetryWait,visGate.phase,visGate.laps,obs.mpcUs,obs.iter,obs.status,obs.priRes,obs.duaRes,obs.healthHold,obs.healthFaults,obs.scanBypass,obs.pidBypass,obs.solveStart,obs.solveDone,obs.hbAge,obs.stallHold,obs.warmResets,obs.resetWhy,obs.solvePhase,obs.stackFree
1785872730.536504,takeoff,0.0,0.0,0.07287056250497699,-0.0013311237562447786,0.0009761644760146737,0.00017344737716484815,-0.011909584514796734,0.008381192572414875,3.6158359050750732,125,0,0,0,0,0,6001,0,0.36597132682800293,0.3084132671356201,0.3289315700531006,0.35744786262512207,1,0,15,126,-1,15,0,0,-0.0007908634142950177,-7.276829273905605e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3084132671356201,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,390,0,0,0,0,0,0,0,291
1785872730.5602958,takeoff,0.0,0.0,0.07524952910607681,-0.0013311237562447786,0.0009761644760146737,0.00017344737716484815,-0.011909584514796734,0.008381192572414875,3.6158359050750732,127,0,0,0,0,0,6097,0,0.3654444217681885,0.3084127902984619,0.33040452003479004,0.35481786727905273,1,0,15,126,-1,55,0,0,-0.001854428555816412,0.0006823551957495511,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3084127902984619,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,392,0,0,0,0,0,0,0,291
1785872730.582013,takeoff,0.0,0.0,0.07742072910768912,-0.0013311237562447786,0.0009761644760146737,0.00017344737716484815,-0.011909584514796734,0.008381192572414875,3.6158359050750732,127,0,0,0,0,0,6097,0,0.3654444217681885,0.3084127902984619,0.33040452003479004,0.35481786727905273,1,0,15,126,-1,55,0,0,-0.001854428555816412,0.0006823551957495511,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3084127902984619,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,392,0,0,0,0,0,0,0,291
1785872730.607113,takeoff,0.0,0.0,0.07993036659900099,-0.0029869782738387585,-6.000453868182376e-05,-1.8955241102958098e-05,-0.019071752205491066,0.00549675477668643,3.6158359050750732,127,0,0,0,0,0,6097,0,0.36670827865600586,0.30999135971069336,0.33008909225463867,0.35565924644470215,1,0,15,128,-1,1,0,0,-0.003181415144354105,-3.121444024145603e-06,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30999135971069336,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,395,0,0,0,0,0,0,0,291
1785872730.63217,takeoff,0.0,0.0,0.082431058306247,-0.0029869782738387585,-6.000453868182376e-05,-1.8955241102958098e-05,-0.019071752205491066,0.00549675477668643,3.6158359050750732,127,0,0,0,0,0,6097,0,0.36670827865600586,0.30999135971069336,0.33008909225463867,0.35565924644470215,1,0,15,128,-1,1,0,0,-0.003181415144354105,-3.121444024145603e-06,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30999135971069336,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,395,0,0,0,0,0,0,0,291
1785872730.656213,takeoff,0.0,0.0,0.08483398329699413,-0.0036522469017654657,0.005526617169380188,1.1160348549310584e-05,-0.0209894310683012,0.032335806638002396,3.6158359050750732,128,0,0,0,0,0,6168,0,0.36670827865600586,0.30999135971069336,0.33008909225463867,0.35565924644470215,1,0,15,128,-1,41,0,0,-0.0037686405703425407,0.008210031315684319,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30714964866638184,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,397,0,0,0,0,0,0,0,291
1785872730.679199,takeoff,0.0,0.0,0.08713970000389964,-0.0036522469017654657,0.005526617169380188,1.1160348549310584e-05,-0.0209894310683012,0.032335806638002396,3.6158359050750732,128,0,0,0,0,0,6168,0,0.36670827865600586,0.30999135971069336,0.33008909225463867,0.35565924644470215,1,0,15,128,-1,41,0,0,-0.0037686405703425407,0.008210031315684319,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30714964866638184,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,397,0,0,0,0,0,0,0,291
1785872730.703199,takeoff,0.0,0.0,0.08953640409745275,-0.004001897294074297,0.008446885272860527,3.723971531144343e-05,-0.02111535333096981,0.04049071669578552,3.6105573177337646,128,0,0,0,0,0,6168,0,0.36281514167785645,0.30714964866638184,0.33040404319763184,0.3591310977935791,1,0,15,129,-1,43,0,0,-0.004216912668198347,0.008855429477989674,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30714964866638184,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,400,0,0,0,0,0,0,0,291
1785872730.7270248,takeoff,0.0,0.0,0.09191548749804497,-0.004001897294074297,0.008446885272860527,3.723971531144343e-05,-0.02111535333096981,0.04049071669578552,3.6105573177337646,128,0,0,0,0,0,6168,0,0.36281514167785645,0.30714964866638184,0.33040404319763184,0.3591310977935791,1,0,15,129,-1,43,0,0,-0.004216912668198347,0.008855429477989674,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30714964866638184,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,400,0,0,0,0,0,0,0,291
1785872730.750561,takeoff,0.0,0.0,0.09427425410831347,-0.00471678888425231,0.011172840371727943,0.00012563736527226865,-0.02319924905896187,0.046296268701553345,3.6105573177337646,130,0,0,0,0,0,6241,0,0.36491847038269043,0.3066244125366211,0.33040475845336914,0.35481739044189453,1,0,15,130,-1,26,0,0,-0.004216912668198347,0.008855429477989674,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.30714964866638184,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,402,0,0,0,0,0,0,0,291
1785872730.774404,takeoff,0.0,0.0,0.09666012079687789,-0.00471678888425231,0.011172840371727943,0.00012563736527226865,-0.02319924905896187,0.046296268701553345,3.6105573177337646,130,0,0,0,0,0,6241,0,0.36491847038269043,0.3066244125366211,0.33040475845336914,0.35481739044189453,1,0,15,130,-1,26,0,0,-0.004993107169866562,0.012033773586153984,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3066244125366211,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,402,0,0,0,0,0,0,0,291
1785872730.795965,takeoff,0.0,0.0,0.09881591660669073,-0.004905234556645155,0.01677309349179268,8.771137072471902e-05,-0.02234158292412758,0.06542661041021347,3.6000001430511475,130,0,0,0,0,0,6241,0,0.35786914825439453,0.3027307987213135,0.3247222900390625,0.34639906883239746,1,0,15,130,-1,26,0,0,-0.004993107169866562,0.012033773586153984,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3066244125366211,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,402,0,0,0,0,0,0,0,291
1785872730.819592,takeoff,0.0,0.0,0.10117497500032187,-0.004905234556645155,0.01677309349179268,8.771137072471902e-05,-0.02234158292412758,0.06542661041021347,3.6000001430511475,130,0,0,0,0,0,6241,0,0.35786914825439453,0.3027307987213135,0.3247222900390625,0.34639906883239746,1,0,15,131,-1,29,0,0,-0.004905234556645155,0.01677309349179268,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3027307987213135,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,405,0,0,0,0,0,0,0,291
1785872730.843675,takeoff,0.0,0.0,0.10358514579711482,-0.007313905283808708,0.021514728665351868,0.0005986526957713068,-0.033394232392311096,0.07101257145404816,3.6000001430511475,132,0,0,0,0,0,6241,0,0.35786914825439453,0.3027307987213135,0.3247222900390625,0.34639906883239746,1,0,15,131,-1,29,0,0,-0.004905234556645155,0.01677309349179268,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.3027307987213135,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,405,0,0,0,0,0,0,0,291
1785872730.86727,takeoff,0.0,0.0,0.10593455830821769,-0.007313905283808708,0.021514728665351868,0.0005986526957713068,-0.033394232392311096,0.07101257145404816,3.6000001430511475,132,0,0,0,0,0,6337,0,0.3531334400177002,0.29883790016174316,0.320934534072876,0.3447151184082031,1,0,15,132,-1,12,0,0,-0.007386780809611082,0.02175929769873619,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.29883790016174316,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,407,0,0,0,0,0,0,0,291
1785872730.889927,takeoff,0.0,0.0,0.10821113330312074,-0.008413256146013737,0.03562259301543236,0.0006132784765213728,-0.03448779135942459,0.12092316895723343,3.6000001430511475,132,0,0,0,0,0,6337,0,0.3531334400177002,0.29883790016174316,0.320934534072876,0.3447151184082031,1,0,15,132,-1,12,0,0,-0.007386780809611082,0.02175929769873619,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.29883790016174316,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,407,0,0,0,0,0,0,0,291
1785872730.915017,takeoff,0.0,0.0,0.11072075830306857,-0.008413256146013737,0.03562259301543236,0.0006132784765213728,-0.03448779135942459,0.12092316895723343,3.6000001430511475,132,0,0,0,0,0,6337,0,0.365445613861084,0.31009697914123535,0.331035852432251,0.35986804962158203,1,0,15,133,-1,14,0,0,-0.008413256146013737,0.03562259301543236,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.31009697914123535,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,410,0,0,0,0,0,0,0,291
1785872730.940165,takeoff,0.0,0.0,0.11323738750070333,-0.00867906678467989,0.050272226333618164,-0.00021837552776560187,-0.03093741089105606,0.1516801118850708,3.5841643810272217,134,0,0,0,0,0,6337,0,0.365445613861084,0.31009697914123535,0.331035852432251,0.35986804962158203,1,0,15,133,-1,14,0,0,-0.008413256146013737,0.03562259301543236,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.31009697914123535,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,410,0,0,0,0,0,0,0,291
1785872730.96503,takeoff,0.0,0.0,0.11572171250591055,-0.00867906678467989,0.050272226333618164,-0.00021837552776560187,-0.03093741089105606,0.1516801118850708,3.5841643810272217,134,0,0,0,0,0,6433,0,0.3509235382080078,0.2951540946960449,0.3165149688720703,0.33640217781066895,1,0,15,133,-1,55,0,0,-0.008665313012897968,0.05442766472697258,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.2951540946960449,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,412,0,0,0,0,0,0,0,291
1785872730.989471,takeoff,0.0,0.0,0.11816289579728619,-0.009041592478752136,0.07548701763153076,-0.0017781986389309168,-0.027945948764681816,0.22545063495635986,3.5736072063446045,134,0,0,0,0,0,6433,0,0.3509235382080078,0.2951540946960449,0.3165149688720703,0.33640217781066895,1,0,15,133,-1,55,0,0,-0.008665313012897968,0.05442766472697258,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.2951540946960449,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,412,0,0,0,0,0,0,0,291
1785872731.013453,takeoff,0.0,0.0,0.1205624541034922,-0.009041592478752136,0.07548701763153076,-0.0017781986389309168,-0.027945948764681816,0.22545063495635986,3.5736072063446045,134,0,0,0,0,0,6433,0,0.37186288833618164,0.3106231689453125,0.33240365982055664,0.3632354736328125,1,0,15,134,-1,58,0,0,-0.009041592478752136,0.07548701763153076,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.2951540946960449,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,415,0,0,0,0,0,0,0,291
1785872731.036745,takeoff,0.0,0.0,0.12289228329900652,-0.009403799660503864,0.09996362775564194,-0.0025472003035247326,-0.027945948764681816,0.22545063495635986,3.568328619003296,134,0,0,0,0,0,6433,0,0.37186288833618164,0.3106231689453125,0.33240365982055664,0.3632354736328125,1,0,15,134,-1,58,0,0,-0.009041592478752136,0.07548701763153076,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.2951540946960449,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,415,0,0,0,0,0,0,0,291
1785872731.0614889,takeoff,0.0,0.0,0.12536849160678687,-0.009403799660503864,0.09996362775564194,-0.0025472003035247326,-0.024074802175164223,0.26209044456481934,3.568328619003296,135,0,0,0,0,0,6497,0,0.37186288833618164,0.3106231689453125,0.33240365982055664,0.3632354736328125,1,0,15,135,-1,39,0,0,-0.011611019261181355,0.09248445183038712,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.311464786529541,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,417,0,0,0,0,0,0,0,291
1785872731.0863008,takeoff,0.0,0.0,0.1278482040972449,-0.01637241803109646,0.05812301114201546,-0.0008459853706881404,-0.052425384521484375,-0.0613640658557415,3.568328619003296,135,0,0,0,0,0,6497,0,0.37186288833618164,0.3106231689453125,0.33240365982055664,0.3632354736328125,1,0,15,135,-1,39,0,0,-0.011611019261181355,0.09248445183038712,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.311464786529541,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10,0.0,0.0,0,0,0,417,0,0,0,0,0,0,0,291
