t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
0.460000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9978474878779181,0.0,0.0,0.06557736603225305,0.0,0.0,0.7389573815001975
0.480000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9973192010241079,0.0,0.0,0.0731738427898599,0.0,0.0,0.7838261575574816
0.500000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9966968952028961,0.0,0.0,0.08121144680959244,0.0,0.0,0.8282514978117127
0.520000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9959703003862259,0.0,0.0,0.08968367046776658,0.0,0.0,0.8720892031600882
0.540000000,0.0,0.0,1.1,0.0,0.0,0.0,0.995128892858077,0.0,0.0,0.09858238483145927,0.0,0.0,0.9152007293665853
0.560000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9941619820690064,0.0,0.0,0.10789788417121358,0.0,0.0,0.9574531870619567
0.580000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9930588031934611,0.0,0.0,0.11761893299962735,0.0,0.0,0.9987193417437361
0.600000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9918086144448357,0.0,0.0,0.12773281611635728,0.0,0.0,1.0388776137762326
0.620000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9904007981498768,0.0,0.0,0.13822539211044757,0.0,0.0,1.077812078390522
0.640000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9888249645398369,0.0,0.0,0.14908115072936023,0.0,0.0,1.1154124656844537
0.660000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9870710571811817,0.0,0.0,0.16028327447124457,0.0,0.0,1.1515741606226773
0.680000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9851294589440688,0.0,0.0,0.17181370469367788,0.0,0.0,1.1861982030366092
0.700000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9829910973927137,0.0,0.0,0.18365321245942978,0.0,0.0,1.2191912876244257
0.720000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9806475484785324,0.0,0.0,0.19578147425904316,0.0,0.0,1.2504657639510945
0.740000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9780911374249657,0.0,0.0,0.20817715266267053,0.0,0.0,1.2799396364483642
0.760000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9753150357124094,0.0,0.0,0.2208179818613096,0.0,0.0,1.3075365644147365
0.780000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9723133531028396,0.0,0.0,0.23368085796212062,0.0,0.0,1.3331858620155221
0.800000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9690812236865367,0.0,0.0,0.24674193380575687,0.0,0.0,1.3568224982827837
0.820000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9656148849876113,0.0,0.0,0.25997671797751865,0.0,0.0,1.378387097115366
0.840000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9619117492304703,0.0,0.0,0.2733601775906229,0.0,0.0,1.3978259372789126
0.860000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9579704659454058,0.0,0.0,0.28686684433085363,0.0,0.0,1.4150909524057953
0.880000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9537909751773855,0.0,0.0,0.30047092316923424,0.0,0.0,1.4301397309952084
0.900000000,0.0,0.0,1.1,0.0,0.0,0.0,0.94937455065697,0.0,0.0,0.3141464030748664,0.0,0.0,1.4429355164130908
0.920000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9447238323949343,0.0,0.0,0.3278671689953543,0.0,0.0,1.4534472068921833
0.940000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9398428482713622,0.0,0.0,0.3416071143187349,0.0,0.0,1.461649355531991
0.960000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9347370243042474,0.0,0.0,0.35534025298977995,0.0,0.0,1.4675221702987906
0.980000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9294131834004233,0.0,0.0,0.36904083042597197,0.0,0.0,1.471051514025662
1.000000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9238795325112867,0.0,0.0,0.3826834323650898,0.0,0.0,1.472228904412423
1.020000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9181456382355352,0.0,0.0,0.3962430907776963,0.0,0.0,1.471051514025662
1.040000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9122223910292848,0.0,0.0,0.4096953859940512,0.0,0.0,1.467522170298785
1.060000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9061219582987053,0.0,0.0,0.42301654422601415,0.0,0.0,1.4616493555319965
1.080000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8998577267600522,0.0,0.0,0.43618352970995067,0.0,0.0,1.453447206892197
1.100000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8934442345550753,0.0,0.0,0.44917413075587465,0.0,0.0,1.4429355164130768
1.120000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8868970937048071,0.0,0.0,0.46196703906011155,0.0,0.0,1.4301397309951862
1.140000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8802329035703653,0.0,0.0,0.4745419217225006,0.0,0.0,1.4150909524057924
1.160000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8734691560645678,0.0,0.0,0.4868794855031907,0.0,0.0,1.3978259372789237
1.180000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8666241334219341,0.0,0.0,0.4989615329568821,0.0,0.0,1.3783870971153633
1.200000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8597167993864407,0.0,0.0,0.5107710101921745,0.0,0.0,1.3568224982827781
1.220000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8527666847157538,0.0,0.0,0.5222920461187419,0.0,0.0,1.3331858620155457
1.240000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8457937679275044,0.0,0.0,0.5335099831633845,0.0,0.0,1.3075365644147297
1.260000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8388183522275382,0.0,0.0,0.544411399555775,0.0,0.0,1.2799396364483906
1.280000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8318609395624025,0.0,0.0,0.5549841234038655,0.0,0.0,1.2504657639510752
1.300000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8249421027291507,0.0,0.0,0.5652172388956368,0.0,0.0,1.2191912876243882
1.320000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8180823564556682,0.0,0.0,0.575101085076303,0.0,0.0,1.1861982030366425
1.340000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8113020283351896,0.0,0.0,0.5846272477563864,0.0,0.0,1.1515741606226537
1.360000000,0.0,0.0,1.1,0.0,0.0,0.0,0.8046211304604909,0.0,0.0,0.5937885452048413,0.0,0.0,1.1154124656844733
1.380000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7980592325578136,0.0,0.0,0.6025790083708804,0.0,0.0,1.0778120783905332
1.400000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7916353373691081,0.0,0.0,0.6109938564572466,0.0,0.0,1.0388776137761846
1.420000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7853677589750564,0.0,0.0,0.6190294687351303,0.0,0.0,0.9987193417437645
1.440000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7792740046919989,0.0,0.0,0.6266833535457077,0.0,0.0,0.9574531870619851
1.460000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7733706611144742,0.0,0.0,0.6339541154747409,0.0,0.0,0.9152007293665665
1.480000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7676732848129606,0.0,0.0,0.6408414217140455,0.0,0.0,0.8720892031600813
1.500000000,0.0,0.0,1.1,0.0,0.0,0.0,0.762196298134579,0.0,0.0,0.6473459686365121,0.0,0.0,0.8282514978117439
1.520000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7569528904938843,0.0,0.0,0.6534694496095084,0.0,0.0,0.7838261575574768
1.540000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7519549254821958,0.0,0.0,0.6592145250546786,0.0,0.0,0.7389573815001327
1.560000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7472128540676257,0.0,0.0,0.664584795730472,0.0,0.0,0.6937950236094559
1.580000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7427356341043324,0.0,0.0,0.669584780167258,0.0,0.0,0.6484945927216046
1.600000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7385306563184568,0.0,0.0,0.6742198971239498,0.0,0.0,0.6032172525396284
1.620000000,0.0,0.0,1.1,0.0,0.0,0.0,0.734603676889397,0.0,0.0,0.6784964538599877,0.0,0.0,0.558129821633635
1.640000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7309587566979541,0.0,0.0,0.6824216409277927,0.0,0.0,0.5134047734403568
1.660000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7275982072664676,0.0,0.0,0.6860035340890179,0.0,0.0,0.4692202362629849
1.680000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7245225433692518,0.0,0.0,0.689251103843694,0.0,0.0,0.42575999327192915
1.700000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7217304422429666,0.0,0.0,0.6921742329354452,0.0,0.0,0.3832134825042244
1.720000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7192187092744476,0.0,0.0,0.6947837420590651,0.0,0.0,0.34177579686350823
1.740000000,0.0,0.0,1.1,0.0,0.0,0.0,0.716982249985935,0.0,0.0,0.6970914238499182,0.0,0.0,0.3016476841204485
1.760000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7150140480728584,0.0,0.0,0.6991100850784976,0.0,0.0,0.2630355469124934
1.780000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7133051491749661,0.0,0.0,0.7008535968092618,0.0,0.0,0.22615144274365506
1.800000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7118446499757236,0.0,0.0,0.7023369521112637,0.0,0.0,0.19121308398459824
1.820000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7106196921252186,0.0,0.0,0.7035763307302624,0.0,0.0,0.15844383787330663
1.840000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7096154603664702,0.0,0.0,0.704589169948618,0.0,0.0,0.1280727265142334
1.860000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7088151841120192,0.0,0.0,0.7053942406713032,0.0,0.0,0.10033442687852334
1.880000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7082001415654535,0.0,0.0,0.7060117275843735,0.0,0.0,0.07546927080410715
1.900000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7077496653099051,0.0,0.0,0.7064633120365964,0.0,0.0,0.05372324499565151
1.920000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7074411480916217,0.0,0.0,0.7067722560958432,0.0,0.0,0.03534799102494213
1.940000000,0.0,0.0,1.1,0.0,0.0,0.0,0.707250047311372,0.0,0.0,0.7069634860288486,0.0,0.0,0.020600805330317495
1.960000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071498865000078,0.0,0.0,0.707063673245222,0.0,0.0,0.009744639216813233
1.980000000,0.0,0.0,1.1,0.0,0.0,0.0,0.707112251798219,0.0,0.0,0.7071013105325518,0.0,0.0,0.0030480988562453515
2.000000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0003868321574063138
2.020000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.040000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.060000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.080000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.100000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.120000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.140000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.160000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.180000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.200000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.220000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.240000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.260000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.280000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.300000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.320000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.340000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.360000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.380000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.400000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.420000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.440000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.460000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.480000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.500000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.520000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.540000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.560000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.580000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.600000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.620000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.640000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.660000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.680000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.700000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.720000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.740000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.760000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.780000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.800000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.820000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.840000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.860000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.880000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.900000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.920000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.940000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.960000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
2.980000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
3.000000000,0.0,0.0,1.1,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
