cmd_x,cmd_y,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.09545454545454546,0,1785341664.1919382,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4680352210998535,-0.01660577766597271,-0.0006408003973774612,-0.0028787690680474043,0.005720187444239855,-0.0846332237124443,0.011471903882920742
0.0,0.0,0.1,0,1785341664.212875,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4680352210998535,-0.01660577766597271,-0.0006408003973774612,-0.0028787690680474043,0.005720187444239855,-0.0846332237124443,0.011471903882920742
0.0,0.0,0.10454545454545455,0,1785341664.237939,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4680352210998535,-0.034455668181180954,-0.006194939836859703,-0.006770774722099304,0.00513053685426712,-0.3745911121368408,0.011990577913820744
0.0,0.0,0.1090909090909091,0,1785341664.260886,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4680352210998535,-0.034455668181180954,-0.006194939836859703,-0.006770774722099304,0.00513053685426712,-0.3745911121368408,0.011990577913820744
0.0,0.0,0.11363636363636363,0,1785341664.2836359,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4680352210998535,-0.034455668181180954,-0.006194939836859703,-0.006770774722099304,0.00513053685426712,-0.3745911121368408,0.011990577913820744
0.0,0.0,0.1181818181818182,0,1785341664.304103,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,-0.04783434420824051,-0.03309232369065285,-0.010549572296440601,-5.504302680492401e-05,-0.5850322842597961,0.009896553121507168
0.0,0.0,0.12272727272727274,0,1785341664.325964,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,-0.04783434420824051,-0.03309232369065285,-0.010549572296440601,-5.504302680492401e-05,-0.5850322842597961,0.009896553121507168
0.0,0.0,0.12727272727272726,0,1785341664.35119,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,-0.06276994943618774,-0.033181168138980865,-0.01518801786005497,-0.0005541731370612979,-0.7290617227554321,0.010604651644825935
0.0,0.0,0.13181818181818183,0,1785341664.3751109,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,-0.06276994943618774,-0.033181168138980865,-0.01518801786005497,-0.0005541731370612979,-0.7290617227554321,0.010604651644825935
0.0,0.0,0.13636363636363635,0,1785341664.397961,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.446920871734619,-0.07209820300340652,-0.05418448522686958,-0.019321180880069733,-0.005572150461375713,-0.7548407316207886,0.010140527039766312
0.0,0.0,0.14090909090909093,0,1785341664.422333,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.446920871734619,-0.07209820300340652,-0.05418448522686958,-0.019321180880069733,-0.005572150461375713,-0.7548407316207886,0.010140527039766312
0.0,0.0,0.14545454545454545,0,1785341664.446505,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.446920871734619,-0.07735821604728699,-0.055184245109558105,-0.02286677435040474,-0.0076444330625236034,-0.7926382422447205,0.009949061088263988
0.0,0.0,0.15,0,1785341664.467972,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.446920871734619,-0.07735821604728699,-0.055184245109558105,-0.02286677435040474,-0.0076444330625236034,-0.7926382422447205,0.009949061088263988
0.0,0.0,0.15454545454545454,0,1785341664.490071,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.06222894415259361,-0.06521494686603546,-0.023787755519151688,-0.011921259574592113,-0.7249326109886169,0.009552271105349064
0.0,0.0,0.15909090909090912,0,1785341664.514074,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.06222894415259361,-0.06521494686603546,-0.023787755519151688,-0.011921259574592113,-0.7249326109886169,0.009552271105349064
0.0,0.0,0.16363636363636364,0,1785341664.534951,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.06222894415259361,-0.06521494686603546,-0.023787755519151688,-0.011921259574592113,-0.7249326109886169,0.009552271105349064
0.0,0.0,0.1681818181818182,0,1785341664.560024,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,0.0034019125159829855,-0.06907988339662552,-0.013991431333124638,-0.01614350453019142,-0.4664636254310608,0.009148327633738518
0.0,0.0,0.17272727272727273,0,1785341664.581839,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,0.0034019125159829855,-0.06907988339662552,-0.013991431333124638,-0.01614350453019142,-0.4664636254310608,0.009148327633738518
0.0,0.0,0.17727272727272725,0,1785341664.6025841,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.420527935028076,0.09602094441652298,-0.08202709257602692,0.003055509179830551,-0.02262466587126255,-0.21383075416088104,0.008143938146531582
0.0,0.0,0.18181818181818182,0,1785341664.622663,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.420527935028076,0.09602094441652298,-0.08202709257602692,0.003055509179830551,-0.02262466587126255,-0.21383075416088104,0.008143938146531582
0.0,0.0,0.1863636363636364,0,1785341664.642907,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.420527935028076,0.174146369099617,-0.06910503655672073,0.021677417680621147,-0.025767698884010315,-0.013064400292932987,0.008623787201941013
0.0,0.0,0.19090909090909092,0,1785341664.664017,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.420527935028076,0.174146369099617,-0.06910503655672073,0.021677417680621147,-0.025767698884010315,-0.013064400292932987,0.008623787201941013
0.0,0.0,0.1954545454545455,0,1785341664.68495,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.420527935028076,0.174146369099617,-0.06910503655672073,0.021677417680621147,-0.025767698884010315,-0.013064400292932987,0.008623787201941013
0.0,0.0,0.2,0,1785341664.708928,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,0.20729562640190125,-0.03492555394768715,0.037228718400001526,-0.025050850585103035,0.22003284096717834,0.009091212414205074
0.0,0.0,0.20454545454545453,0,1785341664.7313879,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,0.20729562640190125,-0.03492555394768715,0.037228718400001526,-0.025050850585103035,0.22003284096717834,0.009091212414205074
0.0,0.0,0.2090909090909091,0,1785341664.7536829,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,0.15985465049743652,0.003350574290379882,0.04193677008152008,-0.022913066670298576,0.31776100397109985,0.004702927079051733
0.0,0.0,0.21363636363636362,0,1785341664.775769,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,0.15985465049743652,0.003350574290379882,0.04193677008152008,-0.022913066670298576,0.31776100397109985,0.004702927079051733
0.0,0.0,0.2181818181818182,0,1785341664.7972312,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.04797437787055969,0.055930569767951965,0.03495614603161812,-0.016543390229344368,0.3775143623352051,0.004238522611558437
0.0,0.0,0.22272727272727272,0,1785341664.82144,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.04797437787055969,0.055930569767951965,0.03495614603161812,-0.016543390229344368,0.3775143623352051,0.004238522611558437
0.0,0.0,0.2272727272727273,0,1785341664.846499,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.11339284479618073,0.09909570962190628,0.014683275483548641,-0.008618821389973164,0.2503903806209564,0.0027865672018378973
0.0,0.0,0.2318181818181818,0,1785341664.868941,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.11339284479618073,0.09909570962190628,0.014683275483548641,-0.008618821389973164,0.2503903806209564,0.0027865672018378973
0.0,0.0,0.2363636363636364,0,1785341664.894021,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,-0.2591978907585144,0.12111658602952957,-0.010903878137469292,-0.0013851390685886145,0.1258074790239334,0.002822940470650792
0.0,0.0,0.2409090909090909,0,1785341664.9160268,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,-0.2591978907585144,0.12111658602952957,-0.010903878137469292,-0.0013851390685886145,0.1258074790239334,0.002822940470650792
0.0,0.0,0.24545454545454548,0,1785341664.9410849,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,-0.3710213899612427,0.13149362802505493,-0.040161777287721634,0.0061466204933822155,0.03928258642554283,0.007190558593720198
0.0,0.0,0.25,0,1785341664.9629178,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,-0.3710213899612427,0.13149362802505493,-0.040161777287721634,0.0061466204933822155,0.03928258642554283,0.007190558593720198
0.0,0.0,0.2545454545454545,0,1785341664.9879968,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,-0.3710213899612427,0.13149362802505493,-0.040161777287721634,0.0061466204933822155,0.03928258642554283,0.007190558593720198
0.0,0.0,0.2590909090909091,0,1785341665.01306,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.41224053502082825,0.12405616044998169,-0.06659172475337982,0.01246321015059948,0.07532313466072083,0.01995629258453846
0.0,0.0,0.26363636363636367,0,1785341665.033914,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.41224053502082825,0.12405616044998169,-0.06659172475337982,0.01246321015059948,0.07532313466072083,0.01995629258453846
0.0,0.0,0.2681818181818182,0,1785341665.058729,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.3507375419139862,0.09235485643148422,-0.08245331048965454,0.015539764426648617,0.24481765925884247,0.0414438359439373
0.0,0.0,0.27272727272727276,0,1785341665.0832288,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.3507375419139862,0.09235485643148422,-0.08245331048965454,0.015539764426648617,0.24481765925884247,0.0414438359439373
0.0,0.0,0.2772727272727273,0,1785341665.103921,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4152493476867676,-0.26380595564842224,0.057136114686727524,-0.09591231495141983,0.017166726291179657,0.38719049096107483,0.06877188384532928
0.0,0.0,0.2818181818181818,0,1785341665.129528,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4152493476867676,-0.26380595564842224,0.057136114686727524,-0.09591231495141983,0.017166726291179657,0.38719049096107483,0.06877188384532928
0.0,0.0,0.2863636363636364,0,1785341665.1539998,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4152493476867676,-0.1336163878440857,0.01390832383185625,-0.09731103479862213,0.01485078688710928,0.48661935329437256,0.08666788786649704
0.0,0.0,0.2909090909090909,0,1785341665.176898,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.4152493476867676,-0.1336163878440857,0.01390832383185625,-0.09731103479862213,0.01485078688710928,0.48661935329437256,0.08666788786649704
0.0,0.0,0.29545454545454547,0,1785341665.199382,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.399413585662842,0.0070066205225884914,-0.023620767518877983,-0.09017363935709,0.010885747149586678,0.4828249216079712,0.09696002304553986
0.0,0.0,0.3,0,1785341665.22178,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.399413585662842,0.0070066205225884914,-0.023620767518877983,-0.09017363935709,0.010885747149586678,0.4828249216079712,0.09696002304553986
0.0,0.0,0.3045454545454545,0,1785341665.244902,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.399413585662842,0.14018817245960236,-0.05513439700007439,-0.07686410844326019,0.005733359605073929,0.4355219602584839,0.09955688565969467
0.0,0.0,0.3090909090909091,0,1785341665.265855,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.399413585662842,0.14018817245960236,-0.05513439700007439,-0.07686410844326019,0.005733359605073929,0.4355219602584839,0.09955688565969467
0.0,0.0,0.31363636363636366,0,1785341665.288922,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.22845052182674408,-0.07289199531078339,-0.06465166807174683,0.0011112485080957413,0.3526287376880646,0.09886109828948975
0.0,0.0,0.3181818181818182,0,1785341665.314255,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.22845052182674408,-0.07289199531078339,-0.06465166807174683,0.0011112485080957413,0.3526287376880646,0.09886109828948975
0.0,0.0,0.32272727272727275,0,1785341665.335836,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.22845052182674408,-0.07289199531078339,-0.06465166807174683,0.0011112485080957413,0.3526287376880646,0.09886109828948975
0.0,0.0,0.32727272727272727,0,1785341665.357047,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.30864211916923523,-0.08128968626260757,-0.04625177010893822,-0.003813495161011815,0.29784178733825684,0.09782412648200989
0.0,0.0,0.33181818181818185,0,1785341665.3809102,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.30864211916923523,-0.08128968626260757,-0.04625177010893822,-0.003813495161011815,0.29784178733825684,0.09782412648200989
0.0,0.0,0.33636363636363636,0,1785341665.4039428,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.320234775543213,0.35596176981925964,-0.08122526854276657,-0.026190314441919327,-0.008716337382793427,0.3447074294090271,0.09917271882295609
0.0,0.0,0.34090909090909094,0,1785341665.424681,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.320234775543213,0.35596176981925964,-0.08122526854276657,-0.026190314441919327,-0.008716337382793427,0.3447074294090271,0.09917271882295609
0.0,0.0,0.34545454545454546,0,1785341665.449257,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.320234775543213,0.3453079164028168,-0.06611823290586472,-0.011231661774218082,-0.011474398896098137,0.4326430857181549,0.10183075815439224
0.0,0.0,0.35,0,1785341665.469902,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.320234775543213,0.3453079164028168,-0.06611823290586472,-0.011231661774218082,-0.011474398896098137,0.4326430857181549,0.10183075815439224
0.0,0.0,0.35454545454545455,0,1785341665.4939148,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3360705375671387,0.3149076998233795,-0.04939834028482437,0.004440195392817259,-0.014127117581665516,0.5508956909179688,0.11088105291128159
0.0,0.0,0.35909090909090907,0,1785341665.518997,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3360705375671387,0.3149076998233795,-0.04939834028482437,0.004440195392817259,-0.014127117581665516,0.5508956909179688,0.11088105291128159
0.0,0.0,0.36363636363636365,0,1785341665.542916,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3360705375671387,0.27262192964553833,-0.031794123351573944,0.018816208466887474,-0.016168881207704544,0.6514020562171936,0.12089146673679352
0.0,0.0,0.36818181818181817,0,1785341665.56339,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3360705375671387,0.27262192964553833,-0.031794123351573944,0.018816208466887474,-0.016168881207704544,0.6514020562171936,0.12089146673679352
0.0,0.0,0.3727272727272727,0,1785341665.585902,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,takeoff,3.3360705375671387,0.27262192964553833,-0.031794123351573944,0.018816208466887474,-0.016168881207704544,0.6514020562171936,0.12089146673679352
