cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.09545454545454546,0,1785345418.152674,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.01633227989077568,-0.011051158420741558,-0.001000496675260365,0.00023077090736478567,0.03785251826047897,0.010006440803408623
0.0,0.0,0.0,0.1,0,1785345418.175877,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.01633227989077568,-0.011051158420741558,-0.001000496675260365,0.00023077090736478567,0.03785251826047897,0.010006440803408623
0.0,0.0,0.0,0.10454545454545455,0,1785345418.2009332,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.016218174248933792,-0.01876077428460121,-0.0011878154473379254,-0.000882489955984056,-0.02595309354364872,0.010933879762887955
0.0,0.0,0.0,0.1090909090909091,0,1785345418.224682,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.016218174248933792,-0.01876077428460121,-0.0011878154473379254,-0.000882489955984056,-0.02595309354364872,0.010933879762887955
0.0,0.0,0.0,0.11363636363636363,0,1785345418.246836,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.006384090054780245,-0.020613092929124832,0.0006595653248950839,-0.0011220385786145926,-0.11774899810552597,0.01174595020711422
0.0,0.0,0.0,0.1181818181818182,0,1785345418.271897,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,-0.006384090054780245,-0.020613092929124832,0.0006595653248950839,-0.0011220385786145926,-0.11774899810552597,0.01174595020711422
0.0,0.0,0.0,0.12272727272727274,0,1785345418.2926562,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,0.011005012318491936,-0.017649687826633453,0.004367798566818237,-0.0005541465943679214,-0.16124223172664642,0.012287162244319916
0.0,0.0,0.0,0.12727272727272726,0,1785345418.3136902,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.462756633758545,0.011005012318491936,-0.017649687826633453,0.004367798566818237,-0.0005541465943679214,-0.16124223172664642,0.012287162244319916
0.0,0.0,0.0,0.13181818181818183,0,1785345418.3346581,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,0.02753460966050625,-0.04853428900241852,0.00832697656005621,-0.006648166570812464,-0.2434690147638321,0.012216594070196152
0.0,0.0,0.0,0.13636363636363635,0,1785345418.357643,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,0.02753460966050625,-0.04853428900241852,0.00832697656005621,-0.006648166570812464,-0.2434690147638321,0.012216594070196152
0.0,0.0,0.0,0.14090909090909093,0,1785345418.380123,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,0.02173815295100212,-0.04350512847304344,0.008753064088523388,-0.006975914817303419,-0.3578304648399353,0.011942697688937187
0.0,0.0,0.0,0.14545454545454545,0,1785345418.404578,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,0.02173815295100212,-0.04350512847304344,0.008753064088523388,-0.006975914817303419,-0.3578304648399353,0.011942697688937187
0.0,0.0,0.0,0.15,0,1785345418.426566,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4521994590759277,0.02173815295100212,-0.04350512847304344,0.008753064088523388,-0.006975914817303419,-0.3578304648399353,0.011942697688937187
0.0,0.0,0.0,0.15454545454545454,0,1785345418.450182,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4416422843933105,0.006887285970151424,-0.025085223838686943,0.007246514316648245,-0.0047494047321379185,-0.49921464920043945,0.011934253387153149
0.0,0.0,0.0,0.15909090909090912,0,1785345418.474707,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4416422843933105,0.006887285970151424,-0.025085223838686943,0.007246514316648245,-0.0047494047321379185,-0.49921464920043945,0.011934253387153149
0.0,0.0,0.0,0.16363636363636364,0,1785345418.498703,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4416422843933105,0.0004819732566829771,-0.025765687227249146,0.006532716099172831,-0.0056522623635828495,-0.6228393912315369,0.011339852586388588
0.0,0.0,0.0,0.1681818181818182,0,1785345418.521664,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4416422843933105,0.0004819732566829771,-0.025765687227249146,0.006532716099172831,-0.0056522623635828495,-0.6228393912315369,0.011339852586388588
0.0,0.0,0.0,0.17272727272727273,0,1785345418.542685,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.017826439812779427,-0.025990892201662064,0.003536815755069256,-0.006577813997864723,-0.7345108985900879,0.010151742957532406
0.0,0.0,0.0,0.17727272727272725,0,1785345418.56399,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.017826439812779427,-0.025990892201662064,0.003536815755069256,-0.006577813997864723,-0.7345108985900879,0.010151742957532406
0.0,0.0,0.0,0.18181818181818182,0,1785345418.58466,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.01984209381043911,-0.024643145501613617,0.003104700241237879,-0.008490355685353279,-0.7578800916671753,0.009574073366820812
0.0,0.0,0.0,0.1863636363636364,0,1785345418.6092951,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4258065223693848,-0.01984209381043911,-0.024643145501613617,0.003104700241237879,-0.008490355685353279,-0.7578800916671753,0.009574073366820812
0.0,0.0,0.0,0.19090909090909092,0,1785345418.633634,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,-0.021249540150165558,-0.016844702884554863,0.003762089880183339,-0.009689433500170708,-0.6673615574836731,0.007744028698652983
0.0,0.0,0.0,0.1954545454545455,0,1785345418.654877,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,-0.021249540150165558,-0.016844702884554863,0.003762089880183339,-0.009689433500170708,-0.6673615574836731,0.007744028698652983
0.0,0.0,0.0,0.2,0,1785345418.676646,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,-0.021249540150165558,-0.016844702884554863,0.003762089880183339,-0.009689433500170708,-0.6673615574836731,0.007744028698652983
0.0,0.0,0.0,0.20454545454545453,0,1785345418.6997151,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,-0.07247164100408554,-0.010859610512852669,-0.005326633341610432,-0.011912208981812,-0.64035564661026,0.004946244414895773
0.0,0.0,0.0,0.2090909090909091,0,1785345418.7206569,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.409970760345459,-0.07247164100408554,-0.010859610512852669,-0.005326633341610432,-0.011912208981812,-0.64035564661026,0.004946244414895773
0.0,0.0,0.0,0.21363636363636362,0,1785345418.744838,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.12360377609729767,-0.005294580478221178,-0.016777290031313896,-0.013535588048398495,-0.6059083938598633,0.0031270224135369062
0.0,0.0,0.0,0.2181818181818182,0,1785345418.766701,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.12360377609729767,-0.005294580478221178,-0.016777290031313896,-0.013535588048398495,-0.6059083938598633,0.0031270224135369062
0.0,0.0,0.0,0.22272727272727272,0,1785345418.7879438,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.15814149379730225,-0.008828486315906048,-0.028387466445565224,-0.016740836203098297,-0.46406736969947815,0.002642056904733181
0.0,0.0,0.0,0.2272727272727273,0,1785345418.813001,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,-0.15814149379730225,-0.008828486315906048,-0.028387466445565224,-0.016740836203098297,-0.46406736969947815,0.002642056904733181
0.0,0.0,0.0,0.2318181818181818,0,1785345418.8380868,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3782992362976074,-0.15097177028656006,0.004242784343659878,-0.03543908894062042,-0.017089614644646645,-0.21390484273433685,0.003996444400399923
0.0,0.0,0.0,0.2363636363636364,0,1785345418.859663,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3782992362976074,-0.15097177028656006,0.004242784343659878,-0.03543908894062042,-0.017089614644646645,-0.21390484273433685,0.003996444400399923
0.0,0.0,0.0,0.2409090909090909,0,1785345418.881703,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3782992362976074,-0.11865594983100891,0.009440578520298004,-0.0397258959710598,-0.018460312858223915,0.04287605360150337,0.008600017055869102
0.0,0.0,0.0,0.24545454545454548,0,1785345418.90466,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3782992362976074,-0.11865594983100891,0.009440578520298004,-0.0397258959710598,-0.018460312858223915,0.04287605360150337,0.008600017055869102
0.0,0.0,0.0,0.25,0,1785345418.925695,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3782992362976074,-0.11865594983100891,0.009440578520298004,-0.0397258959710598,-0.018460312858223915,0.04287605360150337,0.008600017055869102
0.0,0.0,0.0,0.2545454545454545,0,1785345418.9502048,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.383577823638916,-0.07954531908035278,0.04886776581406593,-0.04316537827253342,-0.01294595655053854,0.3499106466770172,0.02102300152182579
0.0,0.0,0.0,0.2590909090909091,0,1785345418.975323,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.383577823638916,-0.07954531908035278,0.04886776581406593,-0.04316537827253342,-0.01294595655053854,0.3499106466770172,0.02102300152182579
0.0,0.0,0.0,0.26363636363636367,0,1785345418.998842,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.383577823638916,-0.04205535352230072,0.04883866757154465,-0.04639443755149841,-0.013192451559007168,0.7559084892272949,0.03295471891760826
0.0,0.0,0.0,0.2681818181818182,0,1785345419.022699,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.383577823638916,-0.04205535352230072,0.04883866757154465,-0.04639443755149841,-0.013192451559007168,0.7559084892272949,0.03295471891760826
0.0,0.0,0.0,0.27272727272727276,0,1785345419.045533,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.05857032537460327,0.06422847509384155,-0.03541811928153038,-0.009689033031463623,1.241019606590271,0.045848771929740906
0.0,0.0,0.0,0.2772727272727273,0,1785345419.067667,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.05857032537460327,0.06422847509384155,-0.03541811928153038,-0.009689033031463623,1.241019606590271,0.045848771929740906
0.0,0.0,0.0,0.2818181818181818,0,1785345419.088664,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.13723528385162354,0.072264663875103,-0.023167070001363754,-0.006308573763817549,1.7790532112121582,0.06172480806708336
0.0,0.0,0.0,0.2863636363636364,0,1785345419.113695,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.13723528385162354,0.072264663875103,-0.023167070001363754,-0.006308573763817549,1.7790532112121582,0.06172480806708336
0.0,0.0,0.0,0.2909090909090909,0,1785345419.134669,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.18223610520362854,0.0707043930888176,-0.01135250087827444,-0.0036105397157371044,2.3283751010894775,0.0769285038113594
0.0,0.0,0.0,0.29545454545454547,0,1785345419.1557481,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.18223610520362854,0.0707043930888176,-0.01135250087827444,-0.0036105397157371044,2.3283751010894775,0.0769285038113594
0.0,0.0,0.0,0.3,0,1785345419.1808052,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.2081775814294815,0.06881026178598404,0.0017912304028868675,-0.0004511915612965822,2.893540143966675,0.08808508515357971
0.0,0.0,0.0,0.3045454545454545,0,1785345419.203789,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.2081775814294815,0.06881026178598404,0.0017912304028868675,-0.0004511915612965822,2.893540143966675,0.08808508515357971
0.0,0.0,0.0,0.3090909090909091,0,1785345419.2287722,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3888564109802246,0.2081775814294815,0.06881026178598404,0.0017912304028868675,-0.0004511915612965822,2.893540143966675,0.08808508515357971
0.0,0.0,0.0,0.31363636363636366,0,1785345419.252665,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,0.2070787400007248,0.06594931334257126,0.013425491750240326,0.0030919304117560387,3.415201187133789,0.09786349534988403
0.0,0.0,0.0,0.3181818181818182,0,1785345419.275132,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,0.2070787400007248,0.06594931334257126,0.013425491750240326,0.0030919304117560387,3.415201187133789,0.09786349534988403
0.0,0.0,0.0,0.32272727272727275,0,1785345419.2976708,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,0.18201890587806702,0.05408407747745514,0.023210076615214348,0.0053732553496956825,3.946080207824707,0.10190293937921524
0.0,0.0,0.0,0.32727272727272727,0,1785345419.32272,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3677420616149902,0.18201890587806702,0.05408407747745514,0.023210076615214348,0.0053732553496956825,3.946080207824707,0.10190293937921524
0.0,0.0,0.0,0.33181818181818185,0,1785345419.344724,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.13893790543079376,0.03973602503538132,0.029435915872454643,0.006881933659315109,4.3764824867248535,0.10568173229694366
0.0,0.0,0.0,0.33636363636363636,0,1785345419.369662,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.13893790543079376,0.03973602503538132,0.029435915872454643,0.006881933659315109,4.3764824867248535,0.10568173229694366
0.0,0.0,0.0,0.34090909090909094,0,1785345419.393728,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.08971581608057022,0.02410106360912323,0.03342544659972191,0.007851402275264263,4.7344889640808105,0.1077389046549797
0.0,0.0,0.0,0.34545454545454546,0,1785345419.415914,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.3413491249084473,0.08971581608057022,0.02410106360912323,0.03342544659972191,0.007851402275264263,4.7344889640808105,0.1077389046549797
