cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptBox.cells,perceptBox.lineU,perceptBox.side,perceptBox.valid,perceptBox.x0,perceptBox.x1,perceptBox.y0,perceptBox.y1,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptMass.cells,perceptMass.cluster,perceptMass.detected,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.10454545454545455,0,1785353062.8928268,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.921994209289551,0.06237427890300751,-0.05282114818692207,0.010849607177078724,-0.01216402929276228,0.026520518586039543,0.011097870767116547
0.0,0.0,0.0,0.1090909090909091,0,1785353062.9160051,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.921994209289551,0.06237427890300751,-0.05282114818692207,0.010849607177078724,-0.01216402929276228,0.026520518586039543,0.011097870767116547
0.0,0.0,0.0,0.11363636363636363,0,1785353062.936666,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.1223205029964447,-0.109805166721344,0.02658054605126381,-0.026033218950033188,0.043680910021066666,0.01054403092712164
0.0,0.0,0.0,0.1181818181818182,0,1785353062.958935,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.1223205029964447,-0.109805166721344,0.02658054605126381,-0.026033218950033188,0.043680910021066666,0.01054403092712164
0.0,0.0,0.0,0.12272727272727274,0,1785353062.979498,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.1491609811782837,-0.10339786112308502,0.039213478565216064,-0.030405748635530472,0.1605159491300583,0.009008989669382572
0.0,0.0,0.0,0.12727272727272726,0,1785353063.0047019,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.1491609811782837,-0.10339786112308502,0.039213478565216064,-0.030405748635530472,0.1605159491300583,0.009008989669382572
0.0,0.0,0.0,0.13181818181818183,0,1785353063.028832,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.07057289779186249,-0.07928713411092758,0.034927912056446075,-0.03305765241384506,0.33862772583961487,0.00776502164080739
0.0,0.0,0.0,0.13636363636363635,0,1785353063.053443,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,0.07057289779186249,-0.07928713411092758,0.034927912056446075,-0.03305765241384506,0.33862772583961487,0.00776502164080739
0.0,0.0,0.0,0.14090909090909093,0,1785353063.0749419,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.07031175494194031,-0.012257357127964497,0.016464104875922203,-0.02682189643383026,0.5475779175758362,0.004501123446971178
0.0,0.0,0.0,0.14545454545454545,0,1785353063.10003,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.07031175494194031,-0.012257357127964497,0.016464104875922203,-0.02682189643383026,0.5475779175758362,0.004501123446971178
0.0,0.0,0.0,0.15,0,1785353063.123989,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.22460804879665375,0.05182183161377907,-0.00969164352864027,-0.018953436985611916,0.49889934062957764,-0.001998170744627714
0.0,0.0,0.0,0.15454545454545454,0,1785353063.1476538,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.22460804879665375,0.05182183161377907,-0.00969164352864027,-0.018953436985611916,0.49889934062957764,-0.001998170744627714
0.0,0.0,0.0,0.15909090909090912,0,1785353063.169364,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.22460804879665375,0.05182183161377907,-0.00969164352864027,-0.018953436985611916,0.49889934062957764,-0.001998170744627714
0.0,0.0,0.0,0.16363636363636364,0,1785353063.191019,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.3475397229194641,0.10079408437013626,-0.03813721239566803,-0.011017140001058578,0.3458438217639923,-0.0031793781090527773
0.0,0.0,0.0,0.1681818181818182,0,1785353063.214721,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.3475397229194641,0.10079408437013626,-0.03813721239566803,-0.011017140001058578,0.3458438217639923,-0.0031793781090527773
0.0,0.0,0.0,0.17272727272727273,0,1785353063.236688,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.37850552797317505,0.1395210325717926,-0.05931713432073593,-0.0009820704581215978,0.3222349286079407,0.00753043545410037
0.0,0.0,0.0,0.17727272727272725,0,1785353063.261742,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.37850552797317505,0.1395210325717926,-0.05931713432073593,-0.0009820704581215978,0.3222349286079407,0.00753043545410037
0.0,0.0,0.0,0.18181818181818182,0,1785353063.286656,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.36846408247947693,0.15759219229221344,-0.08171378076076508,0.00937789585441351,0.3577002286911011,0.0291245449334383
0.0,0.0,0.0,0.1863636363636364,0,1785353063.3095732,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.895601272583008,-0.36846408247947693,0.15759219229221344,-0.08171378076076508,0.00937789585441351,0.3577002286911011,0.0291245449334383
0.0,0.0,0.0,0.19090909090909092,0,1785353063.334167,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.28412923216819763,0.147478386759758,-0.09394967555999756,0.016747135668992996,0.43265342712402344,0.045750413089990616
0.0,0.0,0.0,0.1954545454545455,0,1785353063.3563678,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.28412923216819763,0.147478386759758,-0.09394967555999756,0.016747135668992996,0.43265342712402344,0.045750413089990616
0.0,0.0,0.0,0.2,0,1785353063.379643,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.15774808824062347,0.11634238809347153,-0.09733164310455322,0.02144116722047329,0.5292550921440125,0.06415459513664246
0.0,0.0,0.0,0.20454545454545453,0,1785353063.404704,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.916715621948242,-0.15774808824062347,0.11634238809347153,-0.09733164310455322,0.02144116722047329,0.5292550921440125,0.06415459513664246
0.0,0.0,0.0,0.2090909090909091,0,1785353063.428355,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.9114370346069336,-0.007205095607787371,0.07562936842441559,-0.090150848031044,0.02320774272084236,0.5659955143928528,0.07660752534866333
0.0,0.0,0.0,0.21363636363636362,0,1785353063.450978,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.9114370346069336,-0.007205095607787371,0.07562936842441559,-0.090150848031044,0.02320774272084236,0.5659955143928528,0.07660752534866333
0.0,0.0,0.0,0.2181818181818182,0,1785353063.476028,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.9114370346069336,0.1409621685743332,0.03629843145608902,-0.07525665313005447,0.02340366505086422,0.4893738925457001,0.08333975076675415
0.0,0.0,0.0,0.22272727272727272,0,1785353063.49969,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.9114370346069336,0.1409621685743332,0.03629843145608902,-0.07525665313005447,0.02340366505086422,0.4893738925457001,0.08333975076675415
0.0,0.0,0.0,0.2272727272727273,0,1785353063.519796,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.9114370346069336,0.1409621685743332,0.03629843145608902,-0.07525665313005447,0.02340366505086422,0.4893738925457001,0.08333975076675415
0.0,0.0,0.0,0.2318181818181818,0,1785353063.5448241,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8850440979003906,0.2578701674938202,-0.006435810588300228,-0.05716023966670036,0.020763056352734566,0.4481598436832428,0.0869256854057312
0.0,0.0,0.0,0.2363636363636364,0,1785353063.569876,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8850440979003906,0.2578701674938202,-0.006435810588300228,-0.05716023966670036,0.020763056352734566,0.4481598436832428,0.0869256854057312
0.0,0.0,0.0,0.2409090909090909,0,1785353063.590646,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8850440979003906,0.3660616874694824,-0.053689803928136826,-0.03128202259540558,0.014614870771765709,0.3507266342639923,0.08443580567836761
0.0,0.0,0.0,0.24545454545454548,0,1785353063.6128159,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8850440979003906,0.3660616874694824,-0.053689803928136826,-0.03128202259540558,0.014614870771765709,0.3507266342639923,0.08443580567836761
0.0,0.0,0.0,0.25,0,1785353063.6379268,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,0.41463586688041687,-0.08025022596120834,-0.007399250753223896,0.009851569309830666,0.2522170841693878,0.08606418967247009
0.0,0.0,0.0,0.2545454545454545,0,1785353063.658564,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,0.41463586688041687,-0.08025022596120834,-0.007399250753223896,0.009851569309830666,0.2522170841693878,0.08606418967247009
0.0,0.0,0.0,0.2590909090909091,0,1785353063.681986,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,0.43373677134513855,-0.09926389902830124,0.019000167027115822,0.003712108824402094,0.21628479659557343,0.08721679449081421
0.0,0.0,0.0,0.26363636363636367,0,1785353063.707065,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,0.43373677134513855,-0.09926389902830124,0.019000167027115822,0.003712108824402094,0.21628479659557343,0.08721679449081421
0.0,0.0,0.0,0.2681818181818182,0,1785353063.73071,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.869208335876465,0.40981343388557434,-0.10285188257694244,0.043233472853899,-0.0018859951524063945,0.23557180166244507,0.0925338864326477
0.0,0.0,0.0,0.27272727272727276,0,1785353063.754671,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.869208335876465,0.40981343388557434,-0.10285188257694244,0.043233472853899,-0.0018859951524063945,0.23557180166244507,0.0925338864326477
0.0,0.0,0.0,0.2772727272727273,0,1785353063.776617,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.869208335876465,0.3173791468143463,-0.09172219783067703,0.056911952793598175,-0.00644729332998395,0.383770227432251,0.10372510552406311
0.0,0.0,0.0,0.2818181818181818,0,1785353063.798666,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.869208335876465,0.3173791468143463,-0.09172219783067703,0.056911952793598175,-0.00644729332998395,0.383770227432251,0.10372510552406311
0.0,0.0,0.0,0.2863636363636364,0,1785353063.818752,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.869208335876465,0.3173791468143463,-0.09172219783067703,0.056911952793598175,-0.00644729332998395,0.383770227432251,0.10372510552406311
0.0,0.0,0.0,0.2909090909090909,0,1785353063.8414998,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8744869232177734,0.22218142449855804,-0.0767999216914177,0.06728024780750275,-0.010425329208374023,0.47514379024505615,0.11107996106147766
0.0,0.0,0.0,0.29545454545454547,0,1785353063.8623,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8744869232177734,0.22218142449855804,-0.0767999216914177,0.06728024780750275,-0.010425329208374023,0.47514379024505615,0.11107996106147766
0.0,0.0,0.0,0.3,0,1785353063.885327,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8744869232177734,0.11643987894058228,-0.05440812557935715,0.07150604575872421,-0.012618625536561012,0.5564674139022827,0.11585406959056854
0.0,0.0,0.0,0.3045454545454545,0,1785353063.910027,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8744869232177734,0.11643987894058228,-0.05440812557935715,0.07150604575872421,-0.012618625536561012,0.5564674139022827,0.11585406959056854
