cmd_x,cmd_y,cmd_yaw_deg,cmd_z,host_time,mpcDiag.k1Vio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.iter,obs.mpcUs,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z,testPlane.applied,testPlane.ax,testPlane.ay,testPlane.az,testPlane.b,testPlane.nCstr,testPlane.valid,testPlane.worstK,testPlaneVio.output,testPlaneVio.plan,testPlaneVio.state
0.0,0.0,0.0,0.10454545454545455,1785360201.033542,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.08789410442113876,-0.010008939541876316,-0.01851346530020237,-0.0006082109175622463,-0.027325229719281197,0.014039086177945137,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1090909090909091,1785360201.058613,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.08789410442113876,-0.010008939541876316,-0.01851346530020237,-0.0006082109175622463,-0.027325229719281197,0.014039086177945137,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.11363636363636363,1785360201.0814998,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.12130139023065567,-0.041108958423137665,-0.02950013428926468,-0.007602231111377478,0.19254456460475922,0.015056610107421875,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1181818181818182,1785360201.1024902,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.12130139023065567,-0.041108958423137665,-0.02950013428926468,-0.007602231111377478,0.19254456460475922,0.015056610107421875,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.12272727272727274,1785360201.1277928,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.12966850399971008,-0.10877971351146698,-0.03734007105231285,-0.02477974072098732,0.36618301272392273,0.01191723719239235,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.12727272727272726,1785360201.1525,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8850440979003906,-0.12966850399971008,-0.10877971351146698,-0.03734007105231285,-0.02477974072098732,0.36618301272392273,0.01191723719239235,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.13181818181818183,1785360201.1751401,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,-0.0984901636838913,-0.17116013169288635,-0.03902066871523857,-0.04481298103928566,0.5462050437927246,0.007085436023771763,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.13636363636363635,1785360201.1985369,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,-0.0984901636838913,-0.17116013169288635,-0.03902066871523857,-0.04481298103928566,0.5462050437927246,0.007085436023771763,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.14090909090909093,1785360201.2215009,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,-0.03838557004928589,-0.14333559572696686,-0.03453580290079117,-0.04971197620034218,0.6205693483352661,0.0038776742294430733,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.14545454545454545,1785360201.242917,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,-0.03838557004928589,-0.14333559572696686,-0.03453580290079117,-0.04971197620034218,0.6205693483352661,0.0038776742294430733,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15,1785360201.265004,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.05038216710090637,-0.1202610656619072,-0.02201034687459469,-0.05753849446773529,0.7285383939743042,0.003387278178706765,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15454545454545454,1785360201.289174,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,0.05038216710090637,-0.1202610656619072,-0.02201034687459469,-0.05753849446773529,0.7285383939743042,0.003387278178706765,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15909090909090912,1785360201.312524,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,0.05038216710090637,-0.1202610656619072,-0.02201034687459469,-0.05753849446773529,0.7285383939743042,0.003387278178706765,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.16363636363636364,1785360201.3350348,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,0.12629276514053345,-0.028557052835822105,-0.008120585232973099,-0.05171739682555199,0.8042377233505249,0.007637429051101208,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1681818181818182,1785360201.3596318,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,0.12629276514053345,-0.028557052835822105,-0.008120585232973099,-0.05171739682555199,0.8042377233505249,0.007637429051101208,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.17272727272727273,1785360201.380718,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8586511611938477,0.19326883554458618,0.0765637531876564,0.008805420249700546,-0.04005619138479233,0.9786373376846313,0.013549072667956352,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.17727272727272725,1785360201.401463,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8586511611938477,0.19326883554458618,0.0765637531876564,0.008805420249700546,-0.04005619138479233,0.9786373376846313,0.013549072667956352,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.18181818181818182,1785360201.4232268,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8586511611938477,0.2210388481616974,0.16487599909305573,0.02380555495619774,-0.02568068541586399,1.1778217554092407,0.02222640998661518,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1863636363636364,1785360201.447486,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8586511611938477,0.2210388481616974,0.16487599909305573,0.02380555495619774,-0.02568068541586399,1.1778217554092407,0.02222640998661518,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.19090909090909092,1785360201.471786,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.20715047419071198,0.2232373207807541,0.03507210314273834,-0.010175252333283424,1.2658429145812988,0.03523213043808937,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1954545454545455,1785360201.493546,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.20715047419071198,0.2232373207807541,0.03507210314273834,-0.010175252333283424,1.2658429145812988,0.03523213043808937,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,1785360201.514273,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.16518768668174744,0.24494245648384094,0.0434504933655262,0.00407517421990633,1.227071762084961,0.05169976130127907,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.20454545454545453,1785360201.53559,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.16518768668174744,0.24494245648384094,0.0434504933655262,0.00407517421990633,1.227071762084961,0.05169976130127907,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2090909090909091,1785360201.5574899,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.869208335876465,0.16518768668174744,0.24494245648384094,0.0434504933655262,0.00407517421990633,1.227071762084961,0.05169976130127907,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.21363636363636362,1785360201.580598,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.879765510559082,0.09670230746269226,0.2360306829214096,0.04716163128614426,0.01735079288482666,1.115983009338379,0.07621440291404724,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2181818181818182,1785360201.601693,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.879765510559082,0.09670230746269226,0.2360306829214096,0.04716163128614426,0.01735079288482666,1.115983009338379,0.07621440291404724,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.22272727272727272,1785360201.626827,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.879765510559082,0.02047673612833023,0.20282891392707825,0.045146193355321884,0.027120519429445267,1.04817795753479,0.08882368355989456,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2272727272727273,1785360201.647506,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.879765510559082,0.02047673612833023,0.20282891392707825,0.045146193355321884,0.027120519429445267,1.04817795753479,0.08882368355989456,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2318181818181818,1785360201.672539,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,-0.047180332243442535,0.14982575178146362,0.040203940123319626,0.032703567296266556,1.0140568017959595,0.09558303654193878,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2363636363636364,1785360201.6955059,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,-0.047180332243442535,0.14982575178146362,0.040203940123319626,0.032703567296266556,1.0140568017959595,0.09558303654193878,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2409090909090909,1785360201.718525,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,-0.10870680958032608,0.08337364345788956,0.032164543867111206,0.03395230695605278,1.0423846244812012,0.09793109446763992,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.24545454545454548,1785360201.7394612,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,-0.10870680958032608,0.08337364345788956,0.032164543867111206,0.03395230695605278,1.0423846244812012,0.09793109446763992,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.25,1785360201.76069,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8639297485351562,-0.10870680958032608,0.08337364345788956,0.032164543867111206,0.03395230695605278,1.0423846244812012,0.09793109446763992,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2545454545454545,1785360201.785546,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.15753969550132751,0.017403509467840195,0.022206412628293037,0.03253169357776642,1.1173944473266602,0.09693896770477295,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2590909090909091,1785360201.810596,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.15753969550132751,0.017403509467840195,0.022206412628293037,0.03253169357776642,1.1173944473266602,0.09693896770477295,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.26363636363636367,1785360201.835531,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.18814903497695923,-0.04919945448637009,0.011608727276325226,0.027555273845791817,1.1803619861602783,0.09510985016822815,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2681818181818182,1785360201.860103,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.18814903497695923,-0.04919945448637009,0.011608727276325226,0.027555273845791817,1.1803619861602783,0.09510985016822815,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.27272727272727276,1785360201.882499,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.816422462463379,-0.18925665318965912,-0.0971805602312088,0.002557557076215744,0.021750688552856445,1.2194269895553589,0.09515150636434555,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2772727272727273,1785360201.9075031,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.816422462463379,-0.18925665318965912,-0.0971805602312088,0.002557557076215744,0.021750688552856445,1.2194269895553589,0.09515150636434555,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2818181818181818,1785360201.932689,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.816422462463379,-0.17893795669078827,-0.1312391757965088,-0.007265264168381691,0.014260943979024887,1.2400870323181152,0.09976902604103088,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2863636363636364,1785360201.9535518,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.816422462463379,-0.17893795669078827,-0.1312391757965088,-0.007265264168381691,0.014260943979024887,1.2400870323181152,0.09976902604103088,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2909090909090909,1785360201.9756072,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,-0.14605535566806793,-0.14516693353652954,-0.013889639638364315,0.00716983200982213,1.247340440750122,0.10400603711605072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.29545454545454547,1785360202.000063,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,-0.14605535566806793,-0.14516693353652954,-0.013889639638364315,0.00716983200982213,1.247340440750122,0.10400603711605072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3,1785360202.025131,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,-0.0998641699552536,-0.14714550971984863,-0.017721164971590042,-0.0004259990528225899,1.23255455493927,0.11036472767591476,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3045454545454545,1785360202.047672,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,-0.0998641699552536,-0.14714550971984863,-0.017721164971590042,-0.0004259990528225899,1.23255455493927,0.11036472767591476,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3090909090909091,1785360202.071597,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.05168892443180084,-0.13227413594722748,-0.019157733768224716,-0.006494580302387476,1.210068702697754,0.11519092321395874,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.31363636363636366,1785360202.093975,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.05168892443180084,-0.13227413594722748,-0.019157733768224716,-0.006494580302387476,1.210068702697754,0.11519092321395874,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3181818181818182,1785360202.1156878,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.00863209180533886,-0.11185722798109055,-0.0193499568849802,-0.012675715610384941,1.2184829711914062,0.1246824786067009,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.32272727272727275,1785360202.1395001,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.00863209180533886,-0.11185722798109055,-0.0193499568849802,-0.012675715610384941,1.2184829711914062,0.1246824786067009,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.32727272727272727,1785360202.1629078,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,-0.00863209180533886,-0.11185722798109055,-0.0193499568849802,-0.012675715610384941,1.2184829711914062,0.1246824786067009,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.33181818181818185,1785360202.188107,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.028698721900582314,-0.08187557756900787,-0.017600296065211296,-0.017014848068356514,1.1890451908111572,0.13630720973014832,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.33636363636363636,1785360202.212841,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.028698721900582314,-0.08187557756900787,-0.017600296065211296,-0.017014848068356514,1.1890451908111572,0.13630720973014832,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.34090909090909094,1785360202.234314,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.06146089732646942,-0.053367115557193756,-0.01379870530217886,-0.020514722913503647,1.1921873092651367,0.1472729593515396,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.34545454545454546,1785360202.257725,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.06146089732646942,-0.053367115557193756,-0.01379870530217886,-0.020514722913503647,1.1921873092651367,0.1472729593515396,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35,1785360202.2791529,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,0.08221881836652756,-0.021391183137893677,-0.009399756789207458,-0.02201852574944496,1.1595731973648071,0.16405050456523895,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35454545454545455,1785360202.302038,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,0.08221881836652756,-0.021391183137893677,-0.009399756789207458,-0.02201852574944496,1.1595731973648071,0.16405050456523895,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35909090909090907,1785360202.323332,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,0.10141637921333313,0.006229897029697895,-0.002697652205824852,-0.022294865921139717,1.143413782119751,0.18186935782432556,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.36363636363636365,1785360202.34448,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,0.10141637921333313,0.006229897029697895,-0.002697652205824852,-0.022294865921139717,1.143413782119751,0.18186935782432556,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.36818181818181817,1785360202.3685608,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8375368118286133,0.1095777153968811,0.036550961434841156,0.003951338119804859,-0.0196225643157959,1.0986486673355103,0.19778428971767426,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3727272727272727,1785360202.3926342,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.842815399169922,0.1095777153968811,0.036550961434841156,0.003951338119804859,-0.0196225643157959,1.0986486673355103,0.19778428971767426,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.37727272727272726,1785360202.4174871,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.842815399169922,0.10477443039417267,0.05527478829026222,0.009286733344197273,-0.01715049520134926,1.0691732168197632,0.20896273851394653,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3818181818181818,1785360202.4414852,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.842815399169922,0.10477443039417267,0.05527478829026222,0.009286733344197273,-0.01715049520134926,1.0691732168197632,0.20896273851394653,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.38636363636363635,1785360202.463739,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.842815399169922,0.10477443039417267,0.05527478829026222,0.009286733344197273,-0.01715049520134926,1.0691732168197632,0.20896273851394653,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.39090909090909093,1785360202.487672,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.09802144765853882,0.06871003657579422,0.015535612590610981,-0.013806121423840523,1.0369751453399658,0.22066783905029297,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.39545454545454545,1785360202.510355,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.09802144765853882,0.06871003657579422,0.015535612590610981,-0.013806121423840523,1.0369751453399658,0.22066783905029297,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.4,1785360202.535011,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.0864967629313469,0.07794467359781265,0.021378329023718834,-0.009805973619222641,0.9818359017372131,0.23168252408504486,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.40454545454545454,1785360202.556341,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.8322582244873047,0.0864967629313469,0.07794467359781265,0.021378329023718834,-0.009805973619222641,0.9818359017372131,0.23168252408504486,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.4090909090909091,1785360202.5765061,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,0.06883888691663742,0.08317719399929047,0.025915073230862617,-0.005063287913799286,0.9052351117134094,0.24475935101509094,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.41363636363636364,1785360202.599364,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,0.06883888691663742,0.08317719399929047,0.025915073230862617,-0.005063287913799286,0.9052351117134094,0.24475935101509094,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.4181818181818182,1785360202.6227489,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,0.04705535247921944,0.08073702454566956,0.028967011719942093,-0.0009477035491727293,0.8602249622344971,0.2587440609931946,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.42272727272727273,1785360202.645941,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.826979637145996,0.04705535247921944,0.08073702454566956,0.028967011719942093,-0.0009477035491727293,0.8602249622344971,0.2587440609931946,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
