cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.clearCnt,percept.corridor,percept.ctrDanger,percept.fakeAct,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.mode,percept.nCstr,percept.persist,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptMass.cells,perceptMass.centerQ,perceptMass.cluster,perceptMass.detected,perceptMass.maxQ,perceptPath.hit,perceptPath.knot,perceptPath.q,perceptPath.safeL,perceptPath.safeR,perceptPath.u,perceptPath.v,perceptPlane.avoidX,perceptPlane.avoidY,perceptPlane.avoidZ,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.refOff,perceptPlane.safeU,perceptVio.plan,perceptVio.state,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.09545454545454546,0,1785417112.247067,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.526099681854248,-0.17617765069007874,0.06799827516078949,-0.18532902002334595,0.037651561200618744,0.18691635131835938,0.0227050743997097
0.0,0.0,0.0,0.1,0,1785417112.271302,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.489149570465088,-0.13023945689201355,0.11072520911693573,-0.05914048105478287,0.017094150185585022,-0.22606296837329865,0.01863974891602993
0.0,0.0,0.0,0.10454545454545455,0,1785417112.296362,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.489149570465088,-0.13023945689201355,0.11072520911693573,-0.05914048105478287,0.017094150185585022,-0.22606296837329865,0.01863974891602993
0.0,0.0,0.0,0.1090909090909091,0,1785417112.321431,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.489149570465088,-0.15467730164527893,0.21564623713493347,-0.031832508742809296,0.07270922511816025,-1.0037174224853516,0.00734643405303359
0.0,0.0,0.0,0.11363636363636363,0,1785417112.3452249,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.489149570465088,-0.15467730164527893,0.21564623713493347,-0.031832508742809296,0.07270922511816025,-1.0037174224853516,0.00734643405303359
0.0,0.0,0.0,0.1181818181818182,0,1785417112.370373,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,-0.17112630605697632,0.1990627497434616,-0.03347383067011833,0.010770643129944801,-1.4554760456085205,0.001997163286432624
0.0,0.0,0.0,0.12272727272727274,0,1785417112.394102,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,-0.17112630605697632,0.1990627497434616,-0.03347383067011833,0.010770643129944801,-1.4554760456085205,0.001997163286432624
0.0,0.0,0.0,0.12727272727272726,0,1785417112.415474,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,-0.15502066910266876,0.2118193656206131,-0.028578130528330803,0.027687793597579002,-1.297330617904663,-0.0027159566525369883
0.0,0.0,0.0,0.13181818181818183,0,1785417112.440298,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,-0.15502066910266876,0.2118193656206131,-0.028578130528330803,0.027687793597579002,-1.297330617904663,-0.0027159566525369883
0.0,0.0,0.0,0.13636363636363635,0,1785417112.465278,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5208210945129395,-0.11232636123895645,0.18305090069770813,-0.04095158725976944,0.04548606649041176,-1.0307725667953491,-0.003961261361837387
0.0,0.0,0.0,0.14090909090909093,0,1785417112.487424,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5208210945129395,-0.11232636123895645,0.18305090069770813,-0.04095158725976944,0.04548606649041176,-1.0307725667953491,-0.003961261361837387
0.0,0.0,0.0,0.14545454545454545,0,1785417112.508607,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5208210945129395,-0.0974341407418251,0.15491102635860443,-0.05425291135907173,0.06653464585542679,-0.7308623790740967,-0.003381422720849514
0.0,0.0,0.0,0.15,0,1785417112.53152,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5208210945129395,-0.0974341407418251,0.15491102635860443,-0.05425291135907173,0.06653464585542679,-0.7308623790740967,-0.003381422720849514
0.0,0.0,0.0,0.15454545454545454,0,1785417112.554731,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.541935443878174,-0.06510717421770096,0.04192135110497475,-0.06934002041816711,0.12223336100578308,-0.5386170744895935,-0.0010316274128854275
0.0,0.0,0.0,0.15909090909090912,0,1785417112.575953,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.541935443878174,-0.06510717421770096,0.04192135110497475,-0.06934002041816711,0.12223336100578308,-0.5386170744895935,-0.0010316274128854275
0.0,0.0,0.0,0.16363636363636364,0,1785417112.5971782,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.541935443878174,-0.06510717421770096,0.04192135110497475,-0.06934002041816711,0.12223336100578308,-0.5386170744895935,-0.0010316274128854275
0.0,0.0,0.0,0.1681818181818182,0,1785417112.6191921,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.541935443878174,0.006715798284858465,-0.04511541128158569,-0.10656359046697617,0.1572483330965042,-0.3509693741798401,-0.00017578300321474671
0.0,0.0,0.0,0.17272727272727273,0,1785417112.6405492,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.541935443878174,0.006715798284858465,-0.04511541128158569,-0.10656359046697617,0.1572483330965042,-0.3509693741798401,-0.00017578300321474671
0.0,0.0,0.0,0.17727272727272725,0,1785417112.6656132,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.526099681854248,0.05844869092106819,-0.07115468382835388,-0.12896987795829773,0.1444626897573471,-0.20298174023628235,0.0005205792258493602
0.0,0.0,0.0,0.18181818181818182,0,1785417112.688619,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.526099681854248,0.05844869092106819,-0.07115468382835388,-0.12896987795829773,0.1444626897573471,-0.20298174023628235,0.0005205792258493602
0.0,0.0,0.0,0.1863636363636364,0,1785417112.7119548,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.526099681854248,0.08886773884296417,-0.08855918049812317,-0.12642785906791687,0.12210778146982193,-0.1501777023077011,0.0018134735291823745
0.0,0.0,0.0,0.19090909090909092,0,1785417112.7370272,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.526099681854248,0.08886773884296417,-0.08855918049812317,-0.12642785906791687,0.12210778146982193,-0.1501777023077011,0.0018134735291823745
0.0,0.0,0.0,0.1954545454545455,0,1785417112.761014,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.09781356900930405,-0.0974108874797821,-0.10653284192085266,0.09694141894578934,-0.11370548605918884,0.0033951355144381523
0.0,0.0,0.0,0.2,0,1785417112.781822,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.09781356900930405,-0.0974108874797821,-0.10653284192085266,0.09694141894578934,-0.11370548605918884,0.0033951355144381523
0.0,0.0,0.0,0.20454545454545453,0,1785417112.806546,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.11370909214019775,-0.10236172378063202,-0.09335091710090637,0.07305490225553513,-0.1266365498304367,0.005502806045114994
0.0,0.0,0.0,0.2090909090909091,0,1785417112.831519,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.11370909214019775,-0.10236172378063202,-0.09335091710090637,0.07305490225553513,-0.1266365498304367,0.005502806045114994
0.0,0.0,0.0,0.21363636363636362,0,1785417112.8519292,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.11370909214019775,-0.10236172378063202,-0.09335091710090637,0.07305490225553513,-0.1266365498304367,0.005502806045114994
0.0,0.0,0.0,0.2181818181818182,0,1785417112.873205,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.11240129172801971,-0.08118146657943726,-0.069008007645607,0.034418992698192596,-0.1434343308210373,0.010850894264876842
0.0,0.0,0.0,0.22272727272727272,0,1785417112.90032,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.11240129172801971,-0.08118146657943726,-0.069008007645607,0.034418992698192596,-0.1434343308210373,0.010850894264876842
0.0,0.0,0.0,0.2272727272727273,0,1785417112.923939,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.10066559910774231,-0.06208707019686699,-0.04122626408934593,0.008354990743100643,-0.14882302284240723,0.018665576353669167
0.0,0.0,0.0,0.2318181818181818,0,1785417112.949003,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5102639198303223,0.10066559910774231,-0.06208707019686699,-0.04122626408934593,0.008354990743100643,-0.14882302284240723,0.018665576353669167
0.0,0.0,0.0,0.2363636363636364,0,1785417112.97407,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,0.05640249326825142,-0.054144486784935,0.0034374443348497152,-0.002085722517222166,-0.07278190553188324,0.029855839908123016
0.0,0.0,0.0,0.2409090909090909,0,1785417112.9968781,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,0.05640249326825142,-0.054144486784935,0.0034374443348497152,-0.002085722517222166,-0.07278190553188324,0.029855839908123016
0.0,0.0,0.0,0.24545454545454548,0,1785417113.02208,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,-0.0004245814052410424,-0.05318579450249672,0.04458722099661827,-0.0006221894291229546,-0.015626829117536545,0.042851563543081284
0.0,0.0,0.0,0.25,0,1785417113.046103,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,-0.0004245814052410424,-0.05318579450249672,0.04458722099661827,-0.0006221894291229546,-0.015626829117536545,0.042851563543081284
0.0,0.0,0.0,0.2545454545454545,0,1785417113.0670028,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,-0.03782051429152489,-0.046294599771499634,0.05983603373169899,-0.0002562852459959686,-0.01100493036210537,0.05365616828203201
0.0,0.0,0.0,0.2590909090909091,0,1785417113.0908768,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.515542507171631,-0.03782051429152489,-0.046294599771499634,0.05983603373169899,-0.0002562852459959686,-0.01100493036210537,0.05365616828203201
