cmd_x,cmd_y,cmd_yaw_deg,cmd_z,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.ageMs,obs.dropWake,obs.duaRes,obs.iter,obs.mpcUs,obs.priRes,obs.rho,obs.stackFree,obs.staleWake,obs.taskUs,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z,testPlane.applied,testPlane.ax,testPlane.ay,testPlane.az,testPlane.b,testPlane.nCstr,testPlane.valid,testPlane.worstK,testPlaneVio.output,testPlaneVio.plan,testPlaneVio.state
0.0,0.0,0.0,0.17727272727272725,1785372546.727463,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6105573177337646,0.14903311431407928,-0.09606774896383286,-0.004852317739278078,0.029128529131412506,1.0152846574783325,0.0010838400339707732,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.18181818181818182,1785372546.75141,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6105573177337646,0.14903311431407928,-0.09606774896383286,-0.004852317739278078,0.029128529131412506,1.0152846574783325,0.0010838400339707732,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1863636363636364,1785372546.775064,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6105573177337646,0.14214862883090973,-0.08769750595092773,-0.00052986154332757,0.028563180938363075,0.9972338080406189,0.0030192919075489044,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.19090909090909092,1785372546.797985,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6105573177337646,0.14214862883090973,-0.08769750595092773,-0.00052986154332757,0.028563180938363075,0.9972338080406189,0.0030192919075489044,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1954545454545455,1785372546.822922,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6000001430511475,0.11001163721084595,-0.07221502810716629,0.0008061329135671258,0.0291547030210495,0.9888813495635986,0.004819944500923157,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,1785372546.843833,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6000001430511475,0.11001163721084595,-0.07221502810716629,0.0008061329135671258,0.0291547030210495,0.9888813495635986,0.004819944500923157,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.20454545454545453,1785372546.86448,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6000001430511475,0.08487821370363235,-0.06329269707202911,0.0036193393170833588,0.028125522658228874,0.9461628794670105,0.009025455452501774,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2090909090909091,1785372546.88665,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.6000001430511475,0.08487821370363235,-0.06329269707202911,0.0036193393170833588,0.028125522658228874,0.9461628794670105,0.009025455452501774,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.21363636363636362,1785372546.9115899,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.07542536407709122,-0.05271299555897713,0.009071010164916515,0.027346434071660042,0.9171919226646423,0.017283588647842407,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2181818181818182,1785372546.93194,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.07542536407709122,-0.05271299555897713,0.009071010164916515,0.027346434071660042,0.9171919226646423,0.017283588647842407,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.22272727272727272,1785372546.9524071,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.07542536407709122,-0.05271299555897713,0.009071010164916515,0.027346434071660042,0.9171919226646423,0.017283588647842407,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2272727272727273,1785372546.977412,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.0597471259534359,-0.058888666331768036,0.01240923535078764,0.023754211142659187,0.8927958607673645,0.03205659240484238,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2318181818181818,1785372546.998425,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.0597471259534359,-0.058888666331768036,0.01240923535078764,0.023754211142659187,0.8927958607673645,0.03205659240484238,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2363636363636364,1785372547.0194051,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.04378584399819374,-0.11802712827920914,0.015053129754960537,0.008590864017605782,0.8254322409629822,0.042844127863645554,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2409090909090909,1785372547.041375,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.04378584399819374,-0.11802712827920914,0.015053129754960537,0.008590864017605782,0.8254322409629822,0.042844127863645554,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.24545454545454548,1785372547.0643032,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.028188630938529968,-0.18112239241600037,0.01682417467236519,-0.009571782313287258,0.7269802689552307,0.054892558604478836,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.25,1785372547.089611,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.028188630938529968,-0.18112239241600037,0.01682417467236519,-0.009571782313287258,0.7269802689552307,0.054892558604478836,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2545454545454545,1785372547.114518,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.01073485054075718,-0.15606975555419922,0.017614686861634254,-0.0132405124604702,0.7659084796905518,0.06963210552930832,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2590909090909091,1785372547.136589,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.01073485054075718,-0.15606975555419922,0.017614686861634254,-0.0132405124604702,0.7659084796905518,0.06963210552930832,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.26363636363636367,1785372547.1584451,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.010127270594239235,-0.10928905755281448,0.02035931497812271,-0.01352317538112402,0.8170884847640991,0.08033650368452072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2681818181818182,1785372547.183397,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,0.010127270594239235,-0.10928905755281448,0.02035931497812271,-0.01352317538112402,0.8170884847640991,0.08033650368452072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.27272727272727276,1785372547.206869,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.605278730392456,-0.01853400282561779,-0.11463646590709686,0.016485976055264473,-0.023912370204925537,0.7317929863929749,0.08882448822259903,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2772727272727273,1785372547.230465,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.594721555709839,-0.01853400282561779,-0.11463646590709686,0.016485976055264473,-0.023912370204925537,0.7317929863929749,0.08882448822259903,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2818181818181818,1785372547.25324,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.594721555709839,-0.01871289312839508,-0.050464872270822525,0.017253372818231583,-0.020511047914624214,0.8037627935409546,0.09538440406322479,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2863636363636364,1785372547.2774138,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.594721555709839,-0.01871289312839508,-0.050464872270822525,0.017253372818231583,-0.020511047914624214,0.8037627935409546,0.09538440406322479,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.2909090909090909,1785372547.300384,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.594721555709839,-0.01871289312839508,-0.050464872270822525,0.017253372818231583,-0.020511047914624214,0.8037627935409546,0.09538440406322479,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.29545454545454547,1785372547.325473,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.578885793685913,-0.02265120856463909,-0.018790321424603462,0.016926486045122147,-0.021825410425662994,0.7732735276222229,0.10255202651023865,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3,1785372547.349056,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.578885793685913,-0.02265120856463909,-0.018790321424603462,0.016926486045122147,-0.021825410425662994,0.7732735276222229,0.10255202651023865,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3045454545454545,1785372547.37407,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.578885793685913,-0.036147672683000565,0.004861562978476286,0.013782954774796963,-0.02218879945576191,0.6949524879455566,0.1054513081908226,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3090909090909091,1785372547.394398,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.578885793685913,-0.036147672683000565,0.004861562978476286,0.013782954774796963,-0.02218879945576191,0.6949524879455566,0.1054513081908226,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.31363636363636366,1785372547.416815,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.04336666315793991,0.028525253757834435,0.011336158029735088,-0.020899048075079918,0.6387153267860413,0.10698233544826508,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3181818181818182,1785372547.437418,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.04336666315793991,0.028525253757834435,0.011336158029735088,-0.020899048075079918,0.6387153267860413,0.10698233544826508,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.32272727272727275,1785372547.4600189,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.04163849353790283,0.02198157273232937,0.009893883019685745,-0.02369949035346508,0.5677832961082458,0.10979840904474258,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.32727272727272727,1785372547.482395,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.04163849353790283,0.02198157273232937,0.009893883019685745,-0.02369949035346508,0.5677832961082458,0.10979840904474258,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.33181818181818185,1785372547.503236,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.04285947605967522,0.021291792392730713,0.0075909472070634365,-0.024514583870768547,0.49350231885910034,0.11579372733831406,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.33636363636363636,1785372547.527644,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5630500316619873,-0.04285947605967522,0.021291792392730713,0.0075909472070634365,-0.024514583870768547,0.49350231885910034,0.11579372733831406,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.34090909090909094,1785372547.54839,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5630500316619873,-0.04285947605967522,0.021291792392730713,0.0075909472070634365,-0.024514583870768547,0.49350231885910034,0.11579372733831406,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.34545454545454546,1785372547.571393,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5630500316619873,-0.02837384305894375,0.022206133231520653,0.008038933388888836,-0.024569720029830933,0.45110535621643066,0.12520693242549896,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35,1785372547.5923998,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5630500316619873,-0.02837384305894375,0.022206133231520653,0.008038933388888836,-0.024569720029830933,0.45110535621643066,0.12520693242549896,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35454545454545455,1785372547.617439,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.568328619003296,-0.023929087445139885,0.04324503242969513,0.006944551132619381,-0.019953666254878044,0.38987547159194946,0.13686513900756836,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.35909090909090907,1785372547.6407301,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.568328619003296,-0.023929087445139885,0.04324503242969513,0.006944551132619381,-0.019953666254878044,0.38987547159194946,0.13686513900756836,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.36363636363636365,1785372547.663917,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.568328619003296,-0.009362851269543171,0.024479122832417488,0.008109756745398045,-0.022937461733818054,0.3654879331588745,0.14994780719280243,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.36818181818181817,1785372547.687537,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.568328619003296,-0.009362851269543171,0.024479122832417488,0.008109756745398045,-0.022937461733818054,0.3654879331588745,0.14994780719280243,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.3727272727272727,1785372547.709398,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.5736072063446045,-0.008526352234184742,0.00784888956695795,0.007013674825429916,-0.025630826130509377,0.31059932708740234,0.16237418353557587,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
