cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptMass.cells,perceptMass.cluster,perceptMass.detected,perceptPath.hit,perceptPath.knot,perceptPath.q,perceptPath.safeL,perceptPath.safeR,perceptPath.u,perceptPath.v,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,perceptVio.plan,perceptVio.state,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.09545454545454546,0,1785357772.130393,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.024891478940844536,0.003196024103090167,-0.0019666296429932117,-0.0003654348838608712,-0.017536792904138565,0.011863797903060913
0.0,0.0,0.0,0.1,0,1785357772.15359,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.03956185653805733,-0.0037393684033304453,-0.0048559545539319515,-0.0020103591959923506,-0.03133680298924446,0.01294803898781538
0.0,0.0,0.0,0.10454545454545455,0,1785357772.178667,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.03956185653805733,-0.0037393684033304453,-0.0048559545539319515,-0.0020103591959923506,-0.03133680298924446,0.01294803898781538
0.0,0.0,0.0,0.1090909090909091,0,1785357772.2021608,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.07736044377088547,-0.01716642826795578,-0.013123185373842716,-0.004845603369176388,0.0063654533587396145,0.012019279412925243
0.0,0.0,0.0,0.11363636363636363,0,1785357772.225667,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.07736044377088547,-0.01716642826795578,-0.013123185373842716,-0.004845603369176388,0.0063654533587396145,0.012019279412925243
0.0,0.0,0.0,0.1181818181818182,0,1785357772.2489479,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.1161598414182663,-0.08871451765298843,-0.02358322963118553,-0.019824102520942688,0.09250448644161224,0.011869071051478386
0.0,0.0,0.0,0.12272727272727274,0,1785357772.273399,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.853372573852539,-0.1161598414182663,-0.08871451765298843,-0.02358322963118553,-0.019824102520942688,0.09250448644161224,0.011869071051478386
0.0,0.0,0.0,0.12727272727272726,0,1785357772.297845,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.1370389759540558,-0.12722520530223846,-0.03346303105354309,-0.03204689547419548,0.18295277655124664,0.00821919646114111
0.0,0.0,0.0,0.13181818181818183,0,1785357772.32205,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.1370389759540558,-0.12722520530223846,-0.03346303105354309,-0.03204689547419548,0.18295277655124664,0.00821919646114111
0.0,0.0,0.0,0.13636363636363635,0,1785357772.342979,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.10081221908330917,-0.0938904732465744,-0.034973423928022385,-0.03361046314239502,0.26124417781829834,0.00679712975397706
0.0,0.0,0.0,0.14090909090909093,0,1785357772.3639958,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.10081221908330917,-0.0938904732465744,-0.034973423928022385,-0.03361046314239502,0.26124417781829834,0.00679712975397706
0.0,0.0,0.0,0.14545454545454545,0,1785357772.386018,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.10081221908330917,-0.0938904732465744,-0.034973423928022385,-0.03361046314239502,0.26124417781829834,0.00679712975397706
0.0,0.0,0.0,0.15,0,1785357772.4105139,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,-0.024325428530573845,-0.08099187165498734,-0.028697039932012558,-0.0395185761153698,0.3829466700553894,0.005307001061737537
0.0,0.0,0.0,0.15454545454545454,0,1785357772.431398,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,-0.024325428530573845,-0.08099187165498734,-0.028697039932012558,-0.0395185761153698,0.3829466700553894,0.005307001061737537
0.0,0.0,0.0,0.15909090909090912,0,1785357772.452,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.07321340590715408,-0.018376706168055534,-0.015560909174382687,-0.0352863147854805,0.4907475709915161,0.0035630117636173964
0.0,0.0,0.0,0.16363636363636364,0,1785357772.4739761,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.07321340590715408,-0.018376706168055534,-0.015560909174382687,-0.0352863147854805,0.4907475709915161,0.0035630117636173964
0.0,0.0,0.0,0.1681818181818182,0,1785357772.496062,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8111438751220703,0.14680351316928864,0.0513705350458622,-0.0021843453869223595,-0.02715309150516987,0.6320114731788635,0.007275057956576347
0.0,0.0,0.0,0.17272727272727273,0,1785357772.519169,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8111438751220703,0.14680351316928864,0.0513705350458622,-0.0021843453869223595,-0.02715309150516987,0.6320114731788635,0.007275057956576347
0.0,0.0,0.0,0.17727272727272725,0,1785357772.542059,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8111438751220703,0.18152791261672974,0.1009531244635582,0.009485316462814808,-0.01912945695221424,0.7715923190116882,0.016018565744161606
0.0,0.0,0.0,0.18181818181818182,0,1785357772.5629811,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8111438751220703,0.18152791261672974,0.1009531244635582,0.009485316462814808,-0.01912945695221424,0.7715923190116882,0.016018565744161606
0.0,0.0,0.0,0.1863636363636364,0,1785357772.583976,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8111438751220703,0.18152791261672974,0.1009531244635582,0.009485316462814808,-0.01912945695221424,0.7715923190116882,0.016018565744161606
0.0,0.0,0.0,0.19090909090909092,0,1785357772.6049988,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.21075847744941711,0.14722615480422974,0.024764178320765495,-0.007562070153653622,0.8906480073928833,0.027058646082878113
0.0,0.0,0.0,0.1954545454545455,0,1785357772.629229,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.21075847744941711,0.14722615480422974,0.024764178320765495,-0.007562070153653622,0.8906480073928833,0.027058646082878113
0.0,0.0,0.0,0.2,0,1785357772.652502,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.20777828991413116,0.16206349432468414,0.03794455528259277,0.002057488774880767,0.9850801229476929,0.04080523923039436
0.0,0.0,0.0,0.20454545454545453,0,1785357772.675456,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.826979637145996,0.20777828991413116,0.16206349432468414,0.03794455528259277,0.002057488774880767,0.9850801229476929,0.04080523923039436
0.0,0.0,0.0,0.2090909090909091,0,1785357772.6990201,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8375368118286133,0.16726471483707428,0.15103715658187866,0.04668236896395683,0.009463298134505749,1.0047286748886108,0.06043548136949539
0.0,0.0,0.0,0.21363636363636362,0,1785357772.71918,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8375368118286133,0.16726471483707428,0.15103715658187866,0.04668236896395683,0.009463298134505749,1.0047286748886108,0.06043548136949539
0.0,0.0,0.0,0.2181818181818182,0,1785357772.739979,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8375368118286133,0.16726471483707428,0.15103715658187866,0.04668236896395683,0.009463298134505749,1.0047286748886108,0.06043548136949539
0.0,0.0,0.0,0.22272727272727272,0,1785357772.76298,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8375368118286133,0.09343861043453217,0.12554095685482025,0.04806351289153099,0.014971339143812656,1.0012092590332031,0.07611775398254395
0.0,0.0,0.0,0.2272727272727273,0,1785357772.7839801,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8375368118286133,0.09343861043453217,0.12554095685482025,0.04806351289153099,0.014971339143812656,1.0012092590332031,0.07611775398254395
0.0,0.0,0.0,0.2318181818181818,0,1785357772.806973,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,0.025155166164040565,0.09266916662454605,0.04709116369485855,0.018800605088472366,0.9958679676055908,0.08910368382930756
0.0,0.0,0.0,0.2363636363636364,0,1785357772.8313239,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,0.025155166164040565,0.09266916662454605,0.04709116369485855,0.018800605088472366,0.9958679676055908,0.08910368382930756
0.0,0.0,0.0,0.2409090909090909,0,1785357772.854634,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.04216088727116585,0.05014589801430702,0.04227728396654129,0.01926802471280098,1.0114895105361938,0.09458799660205841
0.0,0.0,0.0,0.24545454545454548,0,1785357772.87969,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.842815399169922,-0.04216088727116585,0.05014589801430702,0.04227728396654129,0.01926802471280098,1.0114895105361938,0.09458799660205841
0.0,0.0,0.0,0.25,0,1785357772.9047549,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.800586462020874,-0.09763237088918686,0.0026642968878149986,0.03567689284682274,0.01656104251742363,1.0350409746170044,0.09763002395629883
0.0,0.0,0.0,0.2545454545454545,0,1785357772.925977,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.800586462020874,-0.09763237088918686,0.0026642968878149986,0.03567689284682274,0.01656104251742363,1.0350409746170044,0.09763002395629883
0.0,0.0,0.0,0.2590909090909091,0,1785357772.949301,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.800586462020874,-0.1478070169687271,-0.03531415015459061,0.02592799812555313,0.013198139145970345,1.1288816928863525,0.09880690276622772
0.0,0.0,0.0,0.26363636363636367,0,1785357772.9729679,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.800586462020874,-0.1478070169687271,-0.03531415015459061,0.02592799812555313,0.013198139145970345,1.1288816928863525,0.09880690276622772
0.0,0.0,0.0,0.2681818181818182,0,1785357772.997088,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.774193525314331,-0.18319180607795715,-0.06110820174217224,0.014711250551044941,0.009420647285878658,1.2449997663497925,0.09707864373922348
0.0,0.0,0.0,0.27272727272727276,0,1785357773.017985,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.774193525314331,-0.18319180607795715,-0.06110820174217224,0.014711250551044941,0.009420647285878658,1.2449997663497925,0.09707864373922348
0.0,0.0,0.0,0.2772727272727273,0,1785357773.042933,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.774193525314331,-0.20509527623653412,-0.076291024684906,0.0022176476195454597,0.0051385797560215,1.3346525430679321,0.09688915312290192
0.0,0.0,0.0,0.2818181818181818,0,1785357773.067998,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.774193525314331,-0.20509527623653412,-0.076291024684906,0.0022176476195454597,0.0051385797560215,1.3346525430679321,0.09688915312290192
0.0,0.0,0.0,0.2863636363636364,0,1785357773.091264,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.774193525314331,-0.20509527623653412,-0.076291024684906,0.0022176476195454597,0.0051385797560215,1.3346525430679321,0.09688915312290192
0.0,0.0,0.0,0.2909090909090909,0,1785357773.115772,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.763636350631714,-0.18229784071445465,-0.07881992310285568,-0.0050730318762362,0.0010773574467748404,1.3336899280548096,0.10019838064908981
0.0,0.0,0.0,0.29545454545454547,0,1785357773.1408489,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.763636350631714,-0.18229784071445465,-0.07881992310285568,-0.0050730318762362,0.0010773574467748404,1.3336899280548096,0.10019838064908981
