host_time,leg,x,y,z,yaw_deg,obs_active,obs_apply,obs_count,obs_first_k,obs_a0,obs_a1,obs_a2,obs_b,obs_margin,obs_violation,obs_clearance,obs_mpc_us,obs_iter,vbat
1784908848.265936,takeoff,0.0005976362735964358,-0.008121154271066189,0.013643046841025352,-0.24061685800552368,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7794721126556396
1784908848.287787,takeoff,0.0009797848761081696,-0.008106756955385208,0.013539961539208889,-0.2730403542518616,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7794721126556396
1784908848.310487,takeoff,-2.3508750018663704e-05,-0.00892674271017313,0.013665523380041122,-0.2987082898616791,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7794721126556396
1784908848.333587,takeoff,0.0017023637192323804,-0.008369388990104198,0.013782942667603493,-0.31858229637145996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.774193525314331
1784908848.354231,takeoff,0.002920225029811263,-0.00892590545117855,0.014007575809955597,-0.3350600004196167,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.774193525314331
1784908848.3749352,takeoff,0.004702791105955839,-0.009390271268785,0.014191773720085621,-0.33176788687705994,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.774193525314331
1784908848.3969522,takeoff,0.004946758970618248,-0.009572670795023441,0.013907726854085922,-0.3068949282169342,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.774193525314331
1784908848.420649,takeoff,0.006787200924009085,-0.010702846571803093,0.013123489916324615,-0.262203574180603,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.774193525314331
1784908848.44102,takeoff,0.007571225054562092,-0.010492775589227676,0.013414212502539158,-0.2337964028120041,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7689149379730225
1784908848.461644,takeoff,0.010512680746614933,-0.011117056012153625,0.010834415443241596,-0.20898589491844177,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7689149379730225
1784908848.4867358,takeoff,0.010483412072062492,-0.010646174661815166,0.010946030728518963,-0.17966902256011963,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7689149379730225
1784908848.510556,takeoff,0.003211196046322584,-0.004125276114791632,0.011366326361894608,-0.08948130160570145,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7689149379730225
1784908848.53087,takeoff,5.597146810032427e-05,-0.01036680769175291,0.007028338499367237,-0.0739363431930542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.553057,takeoff,-0.0020875423215329647,-0.014821231365203857,0.006952466443181038,-0.05456003546714783,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.575198,takeoff,-0.007331740576773882,-0.021321386098861694,0.003673024009913206,-0.04050378501415253,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.600037,takeoff,-0.01663229614496231,-0.0320148840546608,0.0012122374027967453,0.08772233873605728,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.620676,takeoff,-0.01952345483005047,-0.037780728191137314,0.0007934041786938906,0.15293395519256592,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.643499,takeoff,-0.02245764434337616,-0.04201039299368858,0.0005286550731398165,0.22549684345722198,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908848.663795,takeoff,-0.024848001077771187,-0.04533672705292702,0.0010068812407553196,0.308870404958725,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908848.686889,takeoff,-0.027395743876695633,-0.049902867525815964,0.004476199857890606,0.36233779788017273,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908848.7108538,takeoff,-0.029158515855669975,-0.054061345756053925,0.005651539657264948,0.43184587359428406,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908848.735917,takeoff,-0.026483606547117233,-0.05427307263016701,0.011553023010492325,0.508202314376831,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.747800588607788
1784908848.75732,takeoff,-0.02550133503973484,-0.05407232791185379,0.013974599540233612,0.5982204675674438,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.747800588607788
1784908848.77898,takeoff,-0.022903263568878174,-0.054842110723257065,0.02437717840075493,0.8090223073959351,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.747800588607788
1784908848.8031201,takeoff,-0.018850719556212425,-0.05935150012373924,0.02717493660748005,1.0081578493118286,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.747800588607788
1784908848.827724,takeoff,-0.017071420326828957,-0.05767802149057388,0.034694939851760864,1.1258771419525146,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7530791759490967
1784908848.8481631,takeoff,-0.013018077239394188,-0.055181361734867096,0.037478007376194,1.2689385414123535,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7530791759490967
1784908848.869747,takeoff,-0.010035766288638115,-0.052914321422576904,0.0461987666785717,1.409481406211853,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7530791759490967
1784908848.8907351,takeoff,-0.00785862933844328,-0.05152364820241928,0.04946344718337059,1.5479793548583984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7530791759490967
1784908848.9111848,takeoff,-0.005146383307874203,-0.04814579337835312,0.05893905833363533,1.674385905265808,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7530791759490967
1784908848.93243,takeoff,-0.0028974488377571106,-0.043939705938100815,0.062181681394577026,1.768456220626831,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.957332,takeoff,0.001119182794354856,-0.03919992595911026,0.0679507628083229,1.891343355178833,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908848.979392,takeoff,0.012574366293847561,-0.024974234402179718,0.07273224741220474,2.119907855987549,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908849.0040069,takeoff,0.018753724172711372,-0.016489338129758835,0.07375366240739822,2.2103798389434814,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7583577632904053
1784908849.027744,takeoff,0.02383766509592533,-0.00941037479788065,0.0778656005859375,2.2700324058532715,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908849.052793,takeoff,0.02774343453347683,-0.0032419904600828886,0.07959208637475967,2.3038830757141113,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908849.075497,takeoff,0.03033348359167576,0.0007470286800526083,0.08212234079837799,2.3056282997131348,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908849.095797,takeoff,0.03322828188538551,0.006454461719840765,0.08398040384054184,2.2927284240722656,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908849.118884,takeoff,0.03583792597055435,0.01523199025541544,0.08908163011074066,2.2077887058258057,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.737243413925171
1784908849.1401112,takeoff,0.03679116070270538,0.0197617057710886,0.09118473529815674,2.17759108543396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.161358,takeoff,0.03715122118592262,0.022712301462888718,0.09256571531295776,2.154839038848877,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.1864169,takeoff,0.03698086738586426,0.02520768903195858,0.09474160522222519,2.121547222137451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.20842,takeoff,0.03667368367314339,0.02671949379146099,0.09465379267930984,2.09574556350708,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.230569,takeoff,0.036301031708717346,0.028877105563879013,0.09657590091228485,2.0675477981567383,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.2545779,takeoff,0.03486822918057442,0.03024166077375412,0.09792202711105347,2.059849739074707,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.274851,takeoff,0.03387654572725296,0.03143848106265068,0.09988991916179657,2.0413832664489746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.297919,takeoff,0.03206859529018402,0.03129258006811142,0.10121770948171616,2.008094549179077,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.3207748,takeoff,0.025770364329218864,0.03048289567232132,0.10662354528903961,1.9918298721313477,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.3432698,takeoff,0.023499950766563416,0.02949349768459797,0.1066896915435791,1.9654077291488647,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908849.3668091,takeoff,0.02054106630384922,0.028081705793738365,0.10904528945684433,1.948167324066162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908849.388271,takeoff,0.01851818710565567,0.02692645788192749,0.10671034455299377,1.9273221492767334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908849.4102411,takeoff,0.015736335888504982,0.025501586496829987,0.10914169996976852,1.9035061597824097,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908849.431842,takeoff,0.01339294295758009,0.02317659743130207,0.10846167057752609,1.8489943742752075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.695014715194702
1784908849.453981,takeoff,0.01001912821084261,0.020803650841116905,0.11099234223365784,1.8140968084335327,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.695014715194702
1784908849.4779751,takeoff,0.0073173558339476585,0.0188488457351923,0.112076535820961,1.8205020427703857,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.695014715194702
1784908849.5005739,takeoff,0.0026023313403129578,0.014171269722282887,0.11656765639781952,1.7319735288619995,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.695014715194702
1784908849.520854,takeoff,-0.00042779213981702924,0.011028637178242207,0.11998091638088226,1.7072606086730957,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.695014715194702
1784908849.5458848,takeoff,-0.002644523046910763,0.007899496704339981,0.12459513545036316,1.6552833318710327,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.568427,takeoff,-0.0049662203527987,0.004937945399433374,0.12872983515262604,1.6122552156448364,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.592428,takeoff,-0.00726192956790328,0.0026698769070208073,0.1323418915271759,1.5602953433990479,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.616478,takeoff,-0.00937624741345644,-0.0005004981067031622,0.13682344555854797,1.5188100337982178,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.641068,takeoff,-0.012150910682976246,-0.006101667881011963,0.14505475759506226,1.4224973917007446,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.666118,takeoff,-0.013333681039512157,-0.009031630121171474,0.1498103141784668,1.387710690498352,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.691166,takeoff,-0.014963038265705109,-0.011551993899047375,0.1587015688419342,1.3462984561920166,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.715895,takeoff,-0.015618955716490746,-0.01317832712084055,0.16408881545066833,1.3068010807037354,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908849.740569,takeoff,-0.017218435183167458,-0.017350735142827034,0.1772666871547699,1.237740397453308,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.761394,takeoff,-0.017333541065454483,-0.01951899752020836,0.18414317071437836,1.2173324823379517,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.7816489,takeoff,-0.01709052175283432,-0.0208051186054945,0.18985475599765778,1.1854408979415894,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.8019562,takeoff,-0.016927100718021393,-0.02120155841112137,0.19646252691745758,1.1477365493774414,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.825351,takeoff,-0.016558263450860977,-0.023409945890307426,0.20208805799484253,1.1287096738815308,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.8481169,takeoff,-0.0163593590259552,-0.02452440746128559,0.20360907912254333,1.0908350944519043,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.87117,takeoff,-0.01572774164378643,-0.02514738030731678,0.20853407680988312,1.0560240745544434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.896221,takeoff,-0.014957411214709282,-0.025775296613574028,0.21332381665706635,1.0318665504455566,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.9183202,takeoff,-0.014244584366679192,-0.026050854474306107,0.2162456214427948,0.991638720035553,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908849.938756,takeoff,-0.010661710053682327,-0.026275580748915672,0.22528962790966034,0.9118444919586182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.961937,takeoff,-0.00939209759235382,-0.025984933599829674,0.22989867627620697,0.861009418964386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908849.982738,takeoff,-0.007896441034972668,-0.026142673566937447,0.2353190928697586,0.8052797913551331,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908850.007775,takeoff,-0.006132651120424271,-0.025663893669843674,0.2402144968509674,0.7484031319618225,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7002933025360107
1784908850.030884,takeoff,-0.00459261005744338,-0.025302888825535774,0.24393588304519653,0.7074774503707886,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.0530748,settle,-0.003338824724778533,-0.02409597672522068,0.24886924028396606,0.6489596962928772,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.0749419,settle,-0.0016372298123314977,-0.0232241190969944,0.2542993128299713,0.6038987636566162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.0981781,settle,-3.2540916436119005e-05,-0.022041168063879013,0.25940969586372375,0.5585439205169678,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.1214561,settle,0.002823358401656151,-0.019566135480999947,0.271648645401001,0.4812016785144806,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.143575,settle,0.00458880141377449,-0.018115445971488953,0.277087926864624,0.45741528272628784,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.165369,settle,0.005387743003666401,-0.01667342148721218,0.28329065442085266,0.4215167462825775,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.188461,settle,0.007094428408890963,-0.014863184653222561,0.28872427344322205,0.4083474576473236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.2127051,settle,0.007775752805173397,-0.012991429306566715,0.2947058379650116,0.3846067488193512,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.234368,settle,0.008082304149866104,-0.011207791045308113,0.2999665141105652,0.3670841157436371,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908850.255185,settle,0.00890269409865141,-0.008959738537669182,0.30523067712783813,0.3561345636844635,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908850.279198,settle,0.011075529269874096,-0.007123057264834642,0.31385254859924316,0.3546752333641052,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908850.3030689,settle,0.01101425476372242,-0.0046584405936300755,0.3182380199432373,0.3494923412799835,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908850.323902,settle,0.011195076629519463,-0.003328996244817972,0.3222719728946686,0.3553027808666229,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7266862392425537
1784908850.348664,settle,0.012319087982177734,-0.0016988966381177306,0.3263069987297058,0.37793365120887756,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.368723,settle,0.012218748219311237,0.0002008508745348081,0.33352163434028625,0.3897458612918854,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.3899572,settle,0.01200534962117672,0.0011257698060944676,0.337644100189209,0.42112404108047485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.4120162,settle,0.011720467358827591,0.0031300506088882685,0.3416381776332855,0.44795525074005127,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.433125,settle,0.011759006418287754,0.004196879919618368,0.34400373697280884,0.4786534905433655,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.4572392,settle,0.010824576020240784,0.005697158630937338,0.34753525257110596,0.5152500867843628,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.480552,settle,0.009511440992355347,0.00669474434107542,0.3540005385875702,0.5838543176651001,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.5034938,settle,0.010148883797228336,0.007839490659534931,0.35801079869270325,0.616991400718689,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.5284119,settle,0.008490007370710373,0.008212897926568985,0.3610322177410126,0.6514917612075806,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.550949,settle,0.007493775337934494,0.00831332802772522,0.36616334319114685,0.6837274432182312,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.571798,settle,0.0050599039532244205,0.009521608240902424,0.3693089783191681,0.7109681963920593,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.5921102,settle,0.0038231557700783014,0.009482924826443195,0.37249502539634705,0.7370930314064026,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.615179,settle,0.0029718196019530296,0.00972313154488802,0.3752649426460266,0.7627617120742798,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.637772,settle,0.0010168306762352586,0.009915520437061787,0.3771619200706482,0.7802073955535889,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.662783,settle,-0.0014886182034388185,0.008372360840439796,0.38303133845329285,0.8098757863044739,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.6871848,settle,-0.002879005391150713,0.007693765219300985,0.38529103994369507,0.8236303925514221,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.7097569,settle,-0.004228530917316675,0.006881827488541603,0.38742363452911377,0.8330560326576233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.721407651901245
1784908850.7305658,settle,-0.004352914169430733,0.006341851316392422,0.3892687261104584,0.8293578028678894,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908850.751145,settle,-0.005080882925540209,0.004940380342304707,0.39116042852401733,0.8280043601989746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908850.7714188,settle,-0.00666267704218626,0.0035852438304573298,0.39333540201187134,0.8251169323921204,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908850.795198,settle,-0.00607654545456171,0.003035791916772723,0.3950437009334564,0.8202575445175171,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908850.8160572,settle,-0.00589874479919672,0.0019466690719127655,0.3954743444919586,0.8094913959503174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7161290645599365
1784908850.836719,settle,-0.0057616690173745155,0.0014527668245136738,0.3968663811683655,0.8147318959236145,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.85888,settle,-0.007579161785542965,-0.0008992352522909641,0.3960724174976349,0.7972409129142761,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.879283,settle,-0.007043628487735987,-0.0020460686646401882,0.3973914384841919,0.7748162150382996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.9032152,settle,-0.007225064095109701,-0.004036613740026951,0.39836224913597107,0.7703574895858765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908850.927388,settle,-0.0069497679360210896,-0.005571556277573109,0.39883697032928467,0.751991331577301,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7055718898773193
1784908850.951207,settle,-0.004895605146884918,-0.005666390527039766,0.3998126685619354,0.7348069548606873,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7055718898773193
1784908850.9762619,settle,-0.005175717640668154,-0.007294356357306242,0.400829553604126,0.7293968200683594,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7055718898773193
1784908850.997354,settle,-0.003867439227178693,-0.006715967319905758,0.40319451689720154,0.7117896676063538,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7055718898773193
1784908851.017737,settle,-0.0021916045807302,-0.01037041749805212,0.40604761242866516,0.6894722580909729,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7055718898773193
1784908851.0425842,settle,-0.001103946822695434,-0.010548613965511322,0.4073328673839569,0.6877536773681641,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908851.066582,settle,0.00035139720421284437,-0.012782590463757515,0.408618301153183,0.6817590594291687,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908851.0869272,settle,0.0019728306215256453,-0.013718502596020699,0.409870982170105,0.6756737232208252,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908851.1108842,settle,0.002580380765721202,-0.014122373424470425,0.4120836555957794,0.6780036687850952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908851.131211,settle,0.0055453418754041195,-0.014059053733944893,0.41338270902633667,0.6697489023208618,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
1784908851.1524239,settle,0.00718001089990139,-0.01499579194933176,0.4132126569747925,0.6678116917610168,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.710850477218628
