replay_index,image,frame_id,host_monotonic_s,frame_gap8_timestamp,inference_ms,max_q,max_probability,mean_probability,center_q,center_probability,center_unsafe,obstacle_cells,largest_cluster,deployed_obstacle_cells,deployed_largest_cluster,box_source,box_cells,box_x0,box_y0,box_x1,box_y1,avoidance_side,line_grid_x,line_pixel_x,q_map_8x10,probability_map_8x10,unsafe_map_8x10
11,frames/frame_000011.pgm,67,1.736736,11199401,2.778,59,0.972933,0.304424,56,0.928217,1,17,17,45,45,target,17,2,2,7,7,right,7,112,37 32 31 32 30 29 28 31 34 36 39 36 40 41 41 39 36 37 40 39 42 47 48 53 55 59 50 42 43 38 45 47 50 53 58 57 49 46 44 33 44 46 53 54 55 56 50 46 44 37 44 45 51 55 54 55 53 45 42 39 41 43 45 44 49 56 51 40 37 35 37 39 41 38 45 48 48 41 36 35,0.019542 0.003614 0.002573 0.003614 0.001831 0.001303 0.000927 0.002573 0.007119 0.013977 0.037910 0.013977 0.052496 0.072272 0.072272 0.037910 0.013977 0.019542 0.052496 0.037910 0.098722 0.375772 0.458412 0.823062 0.901927 0.972933 0.625942 0.098722 0.133460 0.027260 0.233416 0.375772 0.625942 0.823062 0.962356 0.947867 0.543404 0.299784 0.178006 0.005073 0.178006 0.299784 0.823062 0.867384 0.901927 0.928217 0.625942 0.299784 0.178006 0.019542 0.178006 0.233416 0.701749 0.901927 0.867384 0.901927 0.823062 0.233416 0.098722 0.037910 0.072272 0.133460 0.233416 0.178006 0.543404 0.928217 0.701749 0.052496 0.019542 0.009981 0.019542 0.037910 0.072272 0.027260 0.233416 0.458412 0.458412 0.072272 0.013977 0.009981,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
12,frames/frame_000012.pgm,73,1.750440,11399383,2.773,59,0.972933,0.345851,56,0.928217,1,22,22,47,47,target,22,2,2,7,8,right,7,112,35 29 27 30 29 28 28 31 34 36 37 37 41 42 42 41 38 37 40 40 42 44 50 55 57 57 51 45 47 39 44 48 51 56 59 55 49 49 47 38 41 45 54 58 57 56 53 49 48 41 41 44 51 56 57 57 55 47 43 41 39 43 44 46 51 58 52 41 38 38 37 39 42 39 46 50 52 42 39 36,0.009981 0.001303 0.000659 0.001831 0.001303 0.000927 0.000927 0.002573 0.007119 0.013977 0.019542 0.019542 0.072272 0.098722 0.098722 0.072272 0.027260 0.019542 0.052496 0.052496 0.098722 0.178006 0.625942 0.901927 0.947867 0.947867 0.701749 0.233416 0.375772 0.037910 0.178006 0.458412 0.701749 0.928217 0.972933 0.901927 0.543404 0.543404 0.375772 0.027260 0.072272 0.233416 0.867384 0.962356 0.947867 0.928217 0.823062 0.543404 0.458412 0.072272 0.072272 0.178006 0.701749 0.928217 0.947867 0.947867 0.901927 0.375772 0.133460 0.072272 0.037910 0.133460 0.178006 0.299784 0.701749 0.962356 0.767890 0.072272 0.027260 0.027260 0.019542 0.037910 0.098722 0.037910 0.299784 0.625942 0.767890 0.098722 0.037910 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0
13,frames/frame_000013.pgm,74,1.775849,11432708,3.491,58,0.962356,0.242745,55,0.901927,1,12,12,35,35,target,12,4,2,7,7,left,4,64,35 30 28 30 30 29 29 29 34 35 34 33 35 37 40 38 37 36 39 38 37 39 43 49 53 55 50 42 44 38 39 42 43 48 56 54 48 46 44 37 38 39 48 49 53 55 51 46 46 41 39 37 44 49 53 56 53 44 42 41 39 40 38 41 50 58 52 41 38 37 39 39 40 38 45 50 50 41 38 37,0.009981 0.001831 0.000927 0.001831 0.001831 0.001303 0.001303 0.001303 0.007119 0.009981 0.007119 0.005073 0.009981 0.019542 0.052496 0.027260 0.019542 0.013977 0.037910 0.027260 0.019542 0.037910 0.133460 0.543404 0.823062 0.901927 0.625942 0.098722 0.178006 0.027260 0.037910 0.098722 0.133460 0.458412 0.928217 0.867384 0.458412 0.299784 0.178006 0.019542 0.027260 0.037910 0.458412 0.543404 0.823062 0.901927 0.701749 0.299784 0.299784 0.072272 0.037910 0.019542 0.178006 0.543404 0.823062 0.928217 0.823062 0.178006 0.098722 0.072272 0.037910 0.052496 0.027260 0.072272 0.625942 0.962356 0.767890 0.072272 0.027260 0.019542 0.037910 0.037910 0.052496 0.027260 0.233416 0.625942 0.625942 0.072272 0.027260 0.019542,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
14,frames/frame_000014.pgm,80,1.831002,11632690,2.687,58,0.962356,0.263644,54,0.867384,1,14,14,36,36,target,14,3,2,7,7,right,7,112,34 29 28 30 29 28 28 30 34 37 34 33 36 38 41 39 38 37 40 40 38 40 44 50 53 55 51 45 47 40 40 44 44 50 56 53 48 47 47 38 38 40 49 51 54 54 51 47 46 41 39 38 45 50 54 56 54 44 42 41 39 39 38 42 50 58 52 41 37 37 38 38 40 38 45 49 50 40 37 36,0.007119 0.001303 0.000927 0.001831 0.001303 0.000927 0.000927 0.001831 0.007119 0.019542 0.007119 0.005073 0.013977 0.027260 0.072272 0.037910 0.027260 0.019542 0.052496 0.052496 0.027260 0.052496 0.178006 0.625942 0.823062 0.901927 0.701749 0.233416 0.375772 0.052496 0.052496 0.178006 0.178006 0.625942 0.928217 0.823062 0.458412 0.375772 0.375772 0.027260 0.027260 0.052496 0.543404 0.701749 0.867384 0.867384 0.701749 0.375772 0.299784 0.072272 0.037910 0.027260 0.233416 0.625942 0.867384 0.928217 0.867384 0.178006 0.098722 0.072272 0.037910 0.037910 0.027260 0.098722 0.625942 0.962356 0.767890 0.072272 0.019542 0.019542 0.027260 0.027260 0.052496 0.027260 0.233416 0.543404 0.625942 0.052496 0.019542 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
15,frames/frame_000015.pgm,82,3.040962,11699340,2.651,61,0.986123,0.292961,56,0.928217,1,19,19,37,37,target,19,3,2,7,8,right,7,112,36 31 30 31 30 30 28 30 36 36 36 34 36 39 40 39 39 38 40 41 37 42 46 51 54 57 52 47 47 41 37 43 44 50 56 54 49 48 46 40 37 41 50 51 54 56 52 47 46 40 39 39 46 51 54 58 55 46 42 41 39 40 41 43 52 61 55 41 37 37 38 39 41 39 49 52 52 40 37 36,0.013977 0.002573 0.001831 0.002573 0.001831 0.001831 0.000927 0.001831 0.013977 0.013977 0.013977 0.007119 0.013977 0.037910 0.052496 0.037910 0.037910 0.027260 0.052496 0.072272 0.019542 0.098722 0.299784 0.701749 0.867384 0.947867 0.767890 0.375772 0.375772 0.072272 0.019542 0.133460 0.178006 0.625942 0.928217 0.867384 0.543404 0.458412 0.299784 0.052496 0.019542 0.072272 0.625942 0.701749 0.867384 0.928217 0.767890 0.375772 0.299784 0.052496 0.037910 0.037910 0.299784 0.701749 0.867384 0.962356 0.901927 0.299784 0.098722 0.072272 0.037910 0.052496 0.072272 0.133460 0.767890 0.986123 0.901927 0.072272 0.019542 0.019542 0.027260 0.037910 0.072272 0.037910 0.543404 0.767890 0.767890 0.052496 0.019542 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0
16,frames/frame_000016.pgm,83,3.124373,11732666,2.712,57,0.947867,0.276987,55,0.901927,1,16,16,45,45,target,16,2,2,7,7,right,7,112,37 31 29 32 30 30 29 29 33 35 37 36 38 40 42 39 38 36 39 38 41 45 48 52 56 57 49 42 43 36 44 46 48 52 57 54 47 44 44 34 42 44 52 52 54 55 50 45 44 37 42 43 49 53 53 55 53 43 41 40 41 43 43 44 49 55 51 41 38 36 39 40 43 40 44 48 48 41 37 36,0.019542 0.002573 0.001303 0.003614 0.001831 0.001831 0.001303 0.001303 0.005073 0.009981 0.019542 0.013977 0.027260 0.052496 0.098722 0.037910 0.027260 0.013977 0.037910 0.027260 0.072272 0.233416 0.458412 0.767890 0.928217 0.947867 0.543404 0.098722 0.133460 0.013977 0.178006 0.299784 0.458412 0.767890 0.947867 0.867384 0.375772 0.178006 0.178006 0.007119 0.098722 0.178006 0.767890 0.767890 0.867384 0.901927 0.625942 0.233416 0.178006 0.019542 0.098722 0.133460 0.543404 0.823062 0.823062 0.901927 0.823062 0.133460 0.072272 0.052496 0.072272 0.133460 0.133460 0.178006 0.543404 0.901927 0.701749 0.072272 0.027260 0.013977 0.037910 0.052496 0.133460 0.052496 0.178006 0.458412 0.458412 0.072272 0.019542 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
17,frames/frame_000017.pgm,84,3.145174,11765991,2.728,61,0.986123,0.363612,57,0.947867,1,22,22,48,48,target,22,1,2,7,7,right,7,112,39 32 31 32 31 30 30 30 33 36 40 39 41 43 42 38 36 36 39 39 46 51 53 56 58 58 48 42 42 37 48 51 53 56 61 57 48 45 44 33 47 50 56 57 59 57 50 46 45 39 47 48 55 58 57 56 53 44 41 39 43 47 48 48 53 57 51 40 37 37 38 40 43 41 46 50 48 40 36 34,0.037910 0.003614 0.002573 0.003614 0.002573 0.001831 0.001831 0.001831 0.005073 0.013977 0.052496 0.037910 0.072272 0.133460 0.098722 0.027260 0.013977 0.013977 0.037910 0.037910 0.299784 0.701749 0.823062 0.928217 0.962356 0.962356 0.458412 0.098722 0.098722 0.019542 0.458412 0.701749 0.823062 0.928217 0.986123 0.947867 0.458412 0.233416 0.178006 0.005073 0.375772 0.625942 0.928217 0.947867 0.972933 0.947867 0.625942 0.299784 0.233416 0.037910 0.375772 0.458412 0.901927 0.962356 0.947867 0.928217 0.823062 0.178006 0.072272 0.037910 0.133460 0.375772 0.458412 0.458412 0.823062 0.947867 0.701749 0.052496 0.019542 0.019542 0.027260 0.052496 0.133460 0.072272 0.299784 0.625942 0.458412 0.052496 0.013977 0.007119,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
18,frames/frame_000018.pgm,119,3.161348,12932556,2.674,56,0.928217,0.262996,48,0.458412,0,15,15,38,36,largest,15,5,2,10,7,none,-1,-1,38 32 28 30 30 31 30 32 36 37 41 37 35 37 40 40 40 39 44 42 42 38 40 44 50 53 55 52 51 50 43 40 39 46 48 51 50 49 53 51 39 37 42 48 47 48 53 53 56 53 39 39 39 41 43 46 54 54 56 50 37 40 37 35 37 46 51 48 44 43 36 39 38 35 37 41 44 41 41 39,0.027260 0.003614 0.000927 0.001831 0.001831 0.002573 0.001831 0.003614 0.013977 0.019542 0.072272 0.019542 0.009981 0.019542 0.052496 0.052496 0.052496 0.037910 0.178006 0.098722 0.098722 0.027260 0.052496 0.178006 0.625942 0.823062 0.901927 0.767890 0.701749 0.625942 0.133460 0.052496 0.037910 0.299784 0.458412 0.701749 0.625942 0.543404 0.823062 0.701749 0.037910 0.019542 0.098722 0.458412 0.375772 0.458412 0.823062 0.823062 0.928217 0.823062 0.037910 0.037910 0.037910 0.072272 0.133460 0.299784 0.867384 0.867384 0.928217 0.625942 0.019542 0.052496 0.019542 0.009981 0.019542 0.299784 0.701749 0.458412 0.178006 0.133460 0.013977 0.037910 0.027260 0.009981 0.019542 0.072272 0.178006 0.072272 0.072272 0.037910,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
19,frames/frame_000019.pgm,123,3.190115,13065887,5.078,55,0.901927,0.237275,44,0.178006,0,10,8,40,34,largest,8,6,4,9,8,none,-1,-1,38 34 31 33 33 32 32 35 37 40 40 37 33 32 32 39 43 43 46 44 41 37 34 34 37 44 51 50 52 46 42 39 36 38 37 45 47 49 49 45 41 38 38 40 42 44 49 52 53 50 43 40 40 39 40 48 53 55 52 49 42 45 41 40 41 48 54 53 48 46 41 44 42 39 41 47 50 52 47 41,0.027260 0.007119 0.002573 0.005073 0.005073 0.003614 0.003614 0.009981 0.019542 0.052496 0.052496 0.019542 0.005073 0.003614 0.003614 0.037910 0.133460 0.133460 0.299784 0.178006 0.072272 0.019542 0.007119 0.007119 0.019542 0.178006 0.701749 0.625942 0.767890 0.299784 0.098722 0.037910 0.013977 0.027260 0.019542 0.233416 0.375772 0.543404 0.543404 0.233416 0.072272 0.027260 0.027260 0.052496 0.098722 0.178006 0.543404 0.767890 0.823062 0.625942 0.133460 0.052496 0.052496 0.037910 0.052496 0.458412 0.823062 0.901927 0.767890 0.543404 0.098722 0.233416 0.072272 0.052496 0.072272 0.458412 0.867384 0.823062 0.458412 0.299784 0.072272 0.178006 0.098722 0.037910 0.072272 0.375772 0.625942 0.767890 0.375772 0.072272,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0
20,frames/frame_000020.pgm,124,3.265049,13099212,2.714,53,0.823062,0.205772,44,0.178006,0,4,1,43,37,largest,1,8,2,9,3,none,-1,-1,37 32 31 32 33 32 31 34 37 40 41 38 35 32 32 37 42 44 47 47 42 37 35 36 37 42 49 50 53 48 43 38 35 38 39 43 46 48 49 48 42 39 40 42 43 44 48 50 52 50 43 41 43 42 41 46 50 51 50 50 41 45 41 40 39 44 51 50 46 45 39 43 40 38 38 44 46 47 44 40,0.019542 0.003614 0.002573 0.003614 0.005073 0.003614 0.002573 0.007119 0.019542 0.052496 0.072272 0.027260 0.009981 0.003614 0.003614 0.019542 0.098722 0.178006 0.375772 0.375772 0.098722 0.019542 0.009981 0.013977 0.019542 0.098722 0.543404 0.625942 0.823062 0.458412 0.133460 0.027260 0.009981 0.027260 0.037910 0.133460 0.299784 0.458412 0.543404 0.458412 0.098722 0.037910 0.052496 0.098722 0.133460 0.178006 0.458412 0.625942 0.767890 0.625942 0.133460 0.072272 0.133460 0.098722 0.072272 0.299784 0.625942 0.701749 0.625942 0.625942 0.072272 0.233416 0.072272 0.052496 0.037910 0.178006 0.701749 0.625942 0.299784 0.233416 0.037910 0.133460 0.052496 0.027260 0.027260 0.178006 0.299784 0.375772 0.178006 0.052496,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
21,frames/frame_000021.pgm,125,3.300881,13132537,2.841,54,0.867384,0.273863,48,0.458412,0,11,8,47,46,largest,8,6,4,10,7,none,-1,-1,37 35 32 34 34 33 32 34 36 36 40 37 39 40 42 46 44 39 41 41 39 41 40 44 50 54 54 49 49 47 42 41 40 44 48 51 48 48 50 50 40 39 41 46 47 48 48 49 51 52 40 38 41 44 45 50 52 53 51 52 37 41 40 42 41 48 54 51 44 45 37 43 42 42 42 46 49 50 44 43,0.019542 0.009981 0.003614 0.007119 0.007119 0.005073 0.003614 0.007119 0.013977 0.013977 0.052496 0.019542 0.037910 0.052496 0.098722 0.299784 0.178006 0.037910 0.072272 0.072272 0.037910 0.072272 0.052496 0.178006 0.625942 0.867384 0.867384 0.543404 0.543404 0.375772 0.098722 0.072272 0.052496 0.178006 0.458412 0.701749 0.458412 0.458412 0.625942 0.625942 0.052496 0.037910 0.072272 0.299784 0.375772 0.458412 0.458412 0.543404 0.701749 0.767890 0.052496 0.027260 0.072272 0.178006 0.233416 0.625942 0.767890 0.823062 0.701749 0.767890 0.019542 0.072272 0.052496 0.098722 0.072272 0.458412 0.867384 0.701749 0.178006 0.233416 0.019542 0.133460 0.098722 0.098722 0.098722 0.299784 0.543404 0.625942 0.178006 0.133460,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
22,frames/frame_000022.pgm,126,3.750863,13165893,11.459,57,0.947867,0.411359,49,0.543404,0,24,24,61,61,largest,24,3,2,10,8,none,-1,-1,38 35 33 36 36 33 33 36 38 40 41 40 46 49 50 49 46 44 49 46 44 44 46 52 56 56 57 53 53 50 45 46 46 52 53 51 50 52 53 48 42 43 46 52 52 49 53 53 55 51 41 42 42 44 46 49 54 56 55 50 40 44 40 41 42 46 55 53 49 46 38 45 42 39 41 47 53 54 49 42,0.027260 0.009981 0.005073 0.013977 0.013977 0.005073 0.005073 0.013977 0.027260 0.052496 0.072272 0.052496 0.299784 0.543404 0.625942 0.543404 0.299784 0.178006 0.543404 0.299784 0.178006 0.178006 0.299784 0.767890 0.928217 0.928217 0.947867 0.823062 0.823062 0.625942 0.233416 0.299784 0.299784 0.767890 0.823062 0.701749 0.625942 0.767890 0.823062 0.458412 0.098722 0.133460 0.299784 0.767890 0.767890 0.543404 0.823062 0.823062 0.901927 0.701749 0.072272 0.098722 0.098722 0.178006 0.299784 0.543404 0.867384 0.928217 0.901927 0.625942 0.052496 0.178006 0.052496 0.072272 0.098722 0.299784 0.901927 0.823062 0.543404 0.299784 0.027260 0.233416 0.098722 0.037910 0.072272 0.375772 0.823062 0.867384 0.543404 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0
23,frames/frame_000023.pgm,127,7.431882,13199218,2.699,55,0.901927,0.289208,45,0.233416,0,6,4,62,62,largest,4,8,2,9,6,none,-1,-1,38 33 32 35 34 31 33 35 37 38 41 39 43 44 46 45 43 40 46 43 46 44 47 50 51 51 50 48 51 49 45 46 45 49 47 49 45 46 52 48 44 44 46 49 48 45 49 48 55 49 45 44 45 46 45 45 49 50 53 48 42 44 43 41 42 45 49 48 44 44 40 43 44 40 41 46 49 45 45 41,0.027260 0.005073 0.003614 0.009981 0.007119 0.002573 0.005073 0.009981 0.019542 0.027260 0.072272 0.037910 0.133460 0.178006 0.299784 0.233416 0.133460 0.052496 0.299784 0.133460 0.299784 0.178006 0.375772 0.625942 0.701749 0.701749 0.625942 0.458412 0.701749 0.543404 0.233416 0.299784 0.233416 0.543404 0.375772 0.543404 0.233416 0.299784 0.767890 0.458412 0.178006 0.178006 0.299784 0.543404 0.458412 0.233416 0.543404 0.458412 0.901927 0.543404 0.233416 0.178006 0.233416 0.299784 0.233416 0.233416 0.543404 0.625942 0.823062 0.458412 0.098722 0.178006 0.133460 0.072272 0.098722 0.233416 0.543404 0.458412 0.178006 0.178006 0.052496 0.133460 0.178006 0.052496 0.072272 0.299784 0.543404 0.233416 0.233416 0.072272,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24,frames/frame_000024.pgm,128,7.603434,13232543,3.338,55,0.901927,0.206958,45,0.233416,0,9,9,35,33,largest,9,6,2,10,7,none,-1,-1,37 32 31 33 33 32 31 33 35 38 39 34 34 34 38 40 40 40 46 44 40 37 36 38 42 46 50 49 53 50 40 36 34 39 41 44 45 47 53 50 38 35 36 39 42 45 50 51 55 51 39 38 37 37 40 44 52 54 54 50 39 43 38 34 37 45 51 49 45 45 39 43 40 36 38 42 46 46 44 41,0.019542 0.003614 0.002573 0.005073 0.005073 0.003614 0.002573 0.005073 0.009981 0.027260 0.037910 0.007119 0.007119 0.007119 0.027260 0.052496 0.052496 0.052496 0.299784 0.178006 0.052496 0.019542 0.013977 0.027260 0.098722 0.299784 0.625942 0.543404 0.823062 0.625942 0.052496 0.013977 0.007119 0.037910 0.072272 0.178006 0.233416 0.375772 0.823062 0.625942 0.027260 0.009981 0.013977 0.037910 0.098722 0.233416 0.625942 0.701749 0.901927 0.701749 0.037910 0.027260 0.019542 0.019542 0.052496 0.178006 0.767890 0.867384 0.867384 0.625942 0.037910 0.133460 0.027260 0.007119 0.019542 0.233416 0.701749 0.543404 0.233416 0.233416 0.037910 0.133460 0.052496 0.013977 0.027260 0.098722 0.299784 0.299784 0.178006 0.072272,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25,frames/frame_000025.pgm,136,7.840423,13499176,2.663,59,0.972933,0.382237,51,0.701749,1,19,19,60,58,target,19,4,2,10,7,left,4,64,36 33 32 36 36 33 36 37 40 39 41 38 42 45 47 48 45 44 48 44 45 42 42 46 51 54 55 55 56 50 47 43 42 47 49 50 51 53 54 49 46 44 44 47 50 51 56 56 59 51 44 41 41 43 46 52 59 58 57 50 41 45 40 40 43 50 56 53 50 47 39 45 41 41 42 46 50 47 49 43,0.013977 0.005073 0.003614 0.013977 0.013977 0.005073 0.013977 0.019542 0.052496 0.037910 0.072272 0.027260 0.098722 0.233416 0.375772 0.458412 0.233416 0.178006 0.458412 0.178006 0.233416 0.098722 0.098722 0.299784 0.701749 0.867384 0.901927 0.901927 0.928217 0.625942 0.375772 0.133460 0.098722 0.375772 0.543404 0.625942 0.701749 0.823062 0.867384 0.543404 0.299784 0.178006 0.178006 0.375772 0.625942 0.701749 0.928217 0.928217 0.972933 0.701749 0.178006 0.072272 0.072272 0.133460 0.299784 0.767890 0.972933 0.962356 0.947867 0.625942 0.072272 0.233416 0.052496 0.052496 0.133460 0.625942 0.928217 0.823062 0.625942 0.375772 0.037910 0.233416 0.072272 0.072272 0.098722 0.299784 0.625942 0.375772 0.543404 0.133460,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
26,frames/frame_000026.pgm,202,7.989751,15698974,2.703,59,0.972933,0.379646,46,0.299784,0,26,26,47,45,largest,26,5,0,10,8,none,-1,-1,32 34 33 41 48 51 54 51 52 46 36 37 36 38 40 49 54 54 57 51 34 35 36 35 41 47 51 58 54 55 37 36 32 33 39 44 49 58 54 54 33 34 32 34 36 46 49 56 54 53 38 39 38 39 41 48 54 59 54 51 38 47 41 43 46 50 55 56 51 48 36 43 40 42 42 47 49 53 49 45,0.003614 0.007119 0.005073 0.072272 0.458412 0.701749 0.867384 0.701749 0.767890 0.299784 0.013977 0.019542 0.013977 0.027260 0.052496 0.543404 0.867384 0.867384 0.947867 0.701749 0.007119 0.009981 0.013977 0.009981 0.072272 0.375772 0.701749 0.962356 0.867384 0.901927 0.019542 0.013977 0.003614 0.005073 0.037910 0.178006 0.543404 0.962356 0.867384 0.867384 0.005073 0.007119 0.003614 0.007119 0.013977 0.299784 0.543404 0.928217 0.867384 0.823062 0.027260 0.037910 0.027260 0.037910 0.072272 0.458412 0.867384 0.972933 0.867384 0.701749 0.027260 0.375772 0.072272 0.133460 0.299784 0.625942 0.901927 0.928217 0.701749 0.458412 0.013977 0.133460 0.052496 0.098722 0.098722 0.375772 0.543404 0.823062 0.543404 0.233416,0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0
27,frames/frame_000027.pgm,248,8.358909,17232177,2.701,57,0.947867,0.247647,54,0.867384,1,12,12,39,39,target,12,2,2,7,7,right,7,112,34 31 31 31 35 36 39 34 39 36 40 42 43 41 40 41 42 38 40 37 47 48 50 51 51 50 49 41 36 33 45 48 49 49 51 56 52 43 41 33 44 45 52 52 53 54 47 43 39 32 41 44 53 57 49 47 45 39 35 36 38 41 49 55 47 40 39 37 38 36 36 38 43 48 42 42 40 37 41 36,0.007119 0.002573 0.002573 0.002573 0.009981 0.013977 0.037910 0.007119 0.037910 0.013977 0.052496 0.098722 0.133460 0.072272 0.052496 0.072272 0.098722 0.027260 0.052496 0.019542 0.375772 0.458412 0.625942 0.701749 0.701749 0.625942 0.543404 0.072272 0.013977 0.005073 0.233416 0.458412 0.543404 0.543404 0.701749 0.928217 0.767890 0.133460 0.072272 0.005073 0.178006 0.233416 0.767890 0.767890 0.823062 0.867384 0.375772 0.133460 0.037910 0.003614 0.072272 0.178006 0.823062 0.947867 0.543404 0.375772 0.233416 0.037910 0.009981 0.013977 0.027260 0.072272 0.543404 0.901927 0.375772 0.052496 0.037910 0.019542 0.027260 0.013977 0.013977 0.027260 0.133460 0.458412 0.098722 0.098722 0.052496 0.019542 0.072272 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
