MPCTASK: EXP,2,50,2484,-444,-101,836,-361,-956,-39,472,-2099,-1397,-486,-798,700,-163,-678,717,128,-261,829,69,69,0,0,0,0,0,0,0,0,0,0,5,19932,11909,31915,2024444,0,0,0,3388429,5425538,0,21,16,0,0,1000,1000,6539860
MPCTASK: EXP,2,52,2583,-487,-188,828,-80,-1053,-166,-74,-1965,-1240,-484,-929,700,-107,-702,710,94,-63,981,69,69,0,0,0,0,0,0,0,0,0,0,5,22021,8746,30836,1486680,0,0,0,3743429,5242153,0,21,16,0,0,1000,1000,6539860
MPCTASK: EXP,2,54,2688,-496,-234,798,224,-985,-217,-546,-1679,-887,-433,-1038,700,-34,-657,706,54,-341,1387,69,69,1,1,0,0,0,0,0,1,0,28,5,20525,11808,35840,2007128,0,0,0,3489230,6093015,0,22,16,0,0,1000,1000,6539860
MPCTASK: EXP,2,56,2788,-477,-294,766,515,-870,-191,-678,-1506,-491,-339,-1122,700,42,-618,700,28,-208,957,69,69,0,0,0,0,0,0,0,0,0,0,5,24886,9859,34882,1675954,0,0,0,4230418,5930057,0,23,16,0,0,1000,1000,6539860
MPCTASK: EXP,2,58,2892,-442,-323,749,750,-681,-95,-782,-1139,-173,-210,-1179,700,85,-543,775,30,-84,441,69,69,1,1,0,0,0,0,0,1,0,421,5,21998,14852,39225,2524766,0,0,0,3739561,6668331,0,24,16,0,0,1000,1000,6668331
MPCTASK: EXP,2,60,2990,-387,-337,747,909,-500,6,-590,-800,-11,-60,-1207,700,110,-469,700,47,-43,278,69,69,1,1,0,0,0,0,0,1,1,0,5,25946,11547,37565,1962868,0,0,0,4410665,6386142,0,26,18,0,0,1000,1000,6668331
MPCTASK: EXP,2,62,3084,-366,-287,753,943,-296,76,-529,-378,39,96,-1206,700,66,-333,700,53,-10,208,69,69,0,0,0,0,0,0,0,0,0,0,5,19810,11664,31673,1982813,0,0,0,3367665,5384373,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,64,3191,-229,-275,764,1032,-185,84,-267,-131,26,244,-1176,700,127,-260,701,64,47,192,69,69,0,0,0,0,0,0,0,0,0,0,5,27882,10551,38502,1793541,0,0,0,4739862,6545454,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,66,3289,-159,-253,773,986,-110,42,-230,449,28,370,-1118,700,73,-167,702,73,173,328,69,69,0,0,0,0,0,0,0,0,0,0,5,24964,11959,36996,2033046,0,0,0,4243753,6289303,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,68,3383,-66,-202,786,864,14,34,-509,1097,162,460,-1033,700,22,-34,705,86,-26,312,69,69,0,0,0,0,0,0,0,0,0,0,5,22582,8266,30917,1405190,0,0,0,3838864,5256106,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,70,3486,-54,-163,795,606,126,32,-560,1304,230,506,-923,700,-82,75,708,95,194,456,69,69,0,0,0,0,0,0,0,0,0,0,5,23035,10744,33851,1826511,0,0,0,3916001,5754784,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,72,3583,-37,-130,795,322,238,-45,-647,1403,304,503,-790,700,-178,179,705,86,199,685,69,69,0,0,0,0,0,0,0,0,0,0,5,21241,8417,29887,1430807,0,0,0,3610909,5080851,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,74,3689,-58,-86,787,39,357,-80,-746,1245,365,452,-638,700,-267,294,702,71,-19,485,69,69,0,0,0,0,0,0,0,0,0,0,5,24661,12024,36757,2044085,0,0,0,4192440,6249004,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,76,3789,-143,-46,775,-263,481,-109,-825,1121,394,357,-472,700,-394,393,700,53,-92,410,69,69,0,0,0,0,0,0,0,0,0,0,5,25372,10436,36274,1774172,0,0,0,4313183,6166674,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,78,3887,-234,5,757,-491,612,-89,-673,602,300,229,-294,700,-463,484,700,39,302,503,69,69,0,0,0,0,0,0,0,0,0,0,5,20102,14490,34914,2463220,0,0,0,3416948,5935483,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,80,3982,-325,60,751,-595,698,3,-411,8,188,78,-109,700,-493,560,700,51,-21,212,69,69,0,0,0,0,0,0,0,0,0,0,5,19760,9958,29787,1692708,0,0,0,3359137,5063886,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,82,4088,-418,136,754,-612,781,2,-548,-262,158,-78,77,700,-505,662,700,54,-6,231,69,69,0,0,0,0,0,0,0,0,0,0,5,22929,12739,36179,2165664,0,0,0,3897865,6150519,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,84,4186,-494,213,769,-564,862,78,-428,-680,57,-227,262,700,-470,732,702,69,110,311,69,69,0,0,0,0,0,0,0,0,0,0,5,23744,10007,34059,1701115,0,0,0,4036250,5790121,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,86,4287,-553,289,784,-419,881,64,-7,-1329,-155,-352,439,700,-380,766,706,84,75,444,69,69,0,0,0,0,0,0,0,0,0,0,5,21876,13174,35347,2239559,0,0,0,3718885,6009216,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,88,4390,-589,363,805,-182,847,54,-25,-1774,-296,-442,606,700,-275,804,712,105,-62,533,69,69,0,0,0,0,0,0,0,0,0,0,5,24942,12018,37030,2042944,0,0,0,4240142,6295135,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,90,4483,-594,417,807,112,788,-31,65,-1931,-523,-488,757,700,-154,799,709,101,-218,807,69,69,0,0,0,0,0,0,0,0,0,0,5,19820,10521,30864,1788489,0,0,0,3369226,5247002,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,92,4591,-570,477,795,435,710,-115,149,-1965,-758,-485,889,700,-26,791,703,72,-249,1305,69,69,0,0,0,0,0,0,0,0,0,0,5,29132,9808,39012,1667345,0,0,0,4952329,6632181,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,94,4688,-498,531,767,800,612,-147,168,-1730,-952,-434,998,700,115,772,700,38,-266,981,69,69,0,0,0,0,0,0,0,0,0,0,5,20290,14073,34715,2392366,0,0,0,3449125,5901871,0,27,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,96,4788,-461,521,742,1014,442,-116,201,-1188,-948,-339,1083,700,120,646,790,19,-95,488,69,69,1,1,0,0,0,0,0,1,0,509,5,24949,8351,34840,1419477,0,0,0,4241402,5922786,0,28,19,0,0,1000,1000,6668331
MPCTASK: EXP,2,98,4887,-360,533,718,1196,358,-51,2,-660,-840,-211,1140,700,226,641,700,8,204,466,69,69,1,1,0,0,0,0,0,1,1,0,5,20008,13705,33785,2329823,0,0,0,3401205,5743479,0,30,21,0,0,1000,1000,6668331
MPCTASK: EXP,2,100,4985,-207,594,719,1300,369,95,207,-5,-715,-60,1169,700,294,628,700,19,106,302,69,69,1,1,0,0,0,0,0,1,1,0,5,24585,7420,32078,1261392,0,0,0,4179326,5453332,0,32,23,0,0,1000,1000,6668331
MPCTASK: EXP,2,102,5090,-66,561,738,1267,223,160,499,499,-548,96,1168,700,314,503,876,38,-31,224,69,69,1,1,0,0,0,0,0,1,0,895,5,22891,11473,36186,1950302,0,0,0,3891445,6151820,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,104,5188,34,542,769,1100,99,200,504,1171,-408,244,1138,700,249,406,707,69,120,425,69,69,0,0,0,0,0,0,0,0,0,0,5,24963,8303,33335,1411403,0,0,0,4243554,5667011,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,106,5288,104,542,796,840,28,158,439,1476,-246,370,1080,700,169,335,713,96,-27,364,69,69,0,0,0,0,0,0,0,0,0,0,5,18693,15061,33822,2560227,0,0,0,3177769,5749888,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,108,5384,112,532,810,529,-59,11,650,1609,-125,460,995,700,39,242,711,110,140,581,69,69,0,0,0,0,0,0,0,0,0,0,5,24203,6070,30345,1031739,0,0,0,4114457,5158701,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,110,5488,153,533,803,275,-154,-104,793,1554,-30,506,884,700,-33,156,705,82,-73,771,69,69,0,0,0,0,0,0,0,0,0,0,5,20826,13244,34145,2251316,0,0,0,3540245,5804623,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,112,5589,140,492,786,-26,-333,-144,931,1438,25,503,752,700,-140,27,700,58,49,985,69,69,0,0,0,0,0,0,0,0,0,0,5,23966,10181,34218,1730690,0,0,0,4074002,5817047,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,114,5688,123,451,768,-273,-511,-117,939,1163,81,452,600,700,-210,-92,700,45,-24,496,69,69,0,0,0,0,0,0,0,0,0,0,5,20033,12955,33499,2202335,0,0,0,3405441,5694931,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,116,5784,108,365,757,-427,-719,-57,828,709,95,357,433,700,-227,-235,700,45,-30,302,69,69,0,0,0,0,0,0,0,0,0,0,5,21741,7934,29745,1348707,0,0,0,3695901,5056644,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,118,5888,18,244,752,-589,-911,-2,641,439,43,229,255,700,-301,-391,700,51,-20,260,69,69,0,0,0,0,0,0,0,0,0,0,5,20671,12879,33631,2189267,0,0,0,3514053,5717398,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,120,5986,23,181,755,-550,-964,44,503,137,-48,78,70,700,-236,-467,700,55,22,223,69,69,0,0,0,0,0,0,0,0,0,0,5,25051,6175,31295,1049774,0,0,0,4258470,5320281,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,122,6087,-18,95,762,-549,-1016,43,301,90,-159,-78,-116,700,-224,-544,700,62,37,199,69,69,0,0,0,0,0,0,0,0,0,0,5,20362,12600,33031,2141945,0,0,0,3461430,5615421,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,124,6189,-39,21,769,-515,-1006,34,103,41,-264,-227,-300,700,-178,-594,701,69,184,317,69,69,0,0,0,0,0,0,0,0,0,0,5,26155,8459,34685,1437928,0,0,0,4446265,5896536,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,126,6288,-130,-74,775,-569,-1010,14,-52,-79,-320,-352,-478,700,-196,-651,702,75,33,170,69,69,0,0,0,0,0,0,0,0,0,0,5,21063,11333,32603,1926555,0,0,0,3580537,5542584,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,128,6390,-165,-157,779,-506,-970,-3,-88,-429,-283,-442,-644,700,-135,-697,702,78,-18,204,69,69,0,0,0,0,0,0,0,0,0,0,5,23443,9120,32638,1550364,0,0,0,3985142,5548552,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,130,6489,-194,-225,783,-388,-932,-69,61,-896,-103,-488,-795,700,-54,-725,701,69,19,327,69,69,0,0,0,0,0,0,0,0,0,0,5,21606,10669,32343,1813686,0,0,0,3672849,5498431,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,132,6593,-213,-272,782,-191,-873,-85,23,-1332,83,-485,-927,700,32,-714,700,65,-56,563,69,69,0,0,0,0,0,0,0,0,0,0,5,24458,10265,34989,1745063,0,0,0,4157741,5948164,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,134,6691,-160,-343,773,132,-844,-114,26,-1456,190,-434,-1037,700,171,-728,700,50,21,936,69,69,0,0,0,0,0,0,0,0,0,0,5,21722,11870,33662,2017792,0,0,0,3692629,5722688,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,136,6790,-89,-385,751,442,-777,-155,-67,-1325,145,-339,-1121,700,290,-695,700,20,-145,815,69,69,0,0,0,0,0,0,0,0,0,0,5,23433,9769,33271,1660653,0,0,0,3983559,5656094,0,34,24,0,0,1000,1000,6668331
MPCTASK: EXP,2,138,6889,-44,-395,730,650,-655,-117,-179,-912,-23,-211,-1178,700,330,-623,700,7,-37,396,69,69,1,1,0,0,0,0,0,1,1,0,5,22359,9801,32303,1666105,0,0,0,3801001,5491514,0,36,25,0,0,1000,1000,6668331
MPCTASK: EXP,2,140,6988,17,-432,717,791,-583,11,-143,-562,-228,-60,-1207,700,360,-588,700,17,-33,256,69,69,1,1,0,0,0,0,0,1,1,0,5,23085,7617,30773,1294688,0,0,0,3924445,5231587,0,38,27,0,0,1000,1000,6668331
MPCTASK: EXP,2,142,7091,115,-482,718,887,-547,70,-207,-119,-434,96,-1206,700,383,-558,700,18,41,248,69,69,1,1,0,0,0,0,0,1,1,0,5,21053,11913,33044,2025190,0,0,0,3578917,5617573,0,40,29,0,0,1000,1000,6668331
MPCTASK: EXP,2,144,7191,187,-513,726,844,-458,84,-458,496,-561,244,-1177,700,339,-486,700,26,-12,242,69,69,1,1,0,0,0,0,0,1,1,0,5,23366,10015,33461,1702488,0,0,0,3971994,5688455,0,42,31,0,0,1000,1000,6668331
MPCTASK: EXP,2,146,7288,250,-536,747,702,-329,118,-701,1017,-585,370,-1118,700,265,-401,824,47,-62,284,69,69,1,1,0,0,0,0,0,1,0,633,5,18213,11505,31390,1955687,0,0,0,3096253,5336401,0,44,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,148,7390,303,-553,765,509,-169,107,-906,1395,-538,460,-1033,700,184,-306,702,65,-74,352,69,69,0,0,0,0,0,0,0,0,0,0,5,23686,9076,32830,1542840,0,0,0,4026445,5581183,0,44,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,150,7491,328,-561,779,263,15,43,-1091,1607,-454,506,-923,700,88,-202,704,79,126,505,69,69,0,0,0,0,0,0,0,0,0,0,5,22340,10913,33821,1855270,0,0,0,3797714,5749736,0,44,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,152,7589,340,-546,774,21,221,-90,-1213,1639,-326,503,-790,700,5,-85,700,56,70,861,69,69,0,0,0,0,0,0,0,0,0,0,5,20283,11231,31583,1909170,0,0,0,3448053,5369423,0,44,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,154,7691,329,-508,762,-238,452,-147,-1277,1552,-193,452,-638,700,-76,46,700,32,-100,904,69,69,0,0,0,0,0,0,0,0,0,0,5,21264,12523,33857,2128966,0,0,0,3614897,5755901,0,44,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,156,7795,272,-445,746,-515,701,-125,-1185,1247,-118,357,-472,700,-164,185,784,21,-101,483,69,69,1,1,0,0,0,0,0,1,0,474,5,23795,11898,37589,2022653,0,0,0,4045137,6390215,0,45,32,0,0,1000,1000,6668331
MPCTASK: EXP,2,158,7890,203,-378,733,-715,900,-51,-942,766,-81,229,-294,700,-218,299,700,23,-16,363,69,69,1,1,0,0,0,0,0,1,1,0,5,20883,11754,33074,1998242,0,0,0,3550177,5622710,0,47,34,0,0,1000,1000,6668331
MPCTASK: EXP,2,160,7988,119,-283,734,-825,1050,33,-619,313,-21,78,-109,700,-248,410,700,34,-10,270,69,69,1,1,0,0,0,0,0,1,1,0,5,22233,8062,30730,1370546,0,0,0,3779474,5224169,0,49,36,0,0,1000,1000,6668331
MPCTASK: EXP,2,162,8087,60,-178,741,-815,1118,62,-280,-111,72,-78,77,700,-219,500,700,41,-20,186,69,69,1,1,0,0,0,0,0,1,1,0,5,18134,11571,29778,1966935,0,0,0,3082737,5062287,0,51,38,0,0,1000,1000,6668331
MPCTASK: EXP,2,164,8192,-4,-53,754,-759,1154,59,-44,-421,162,-227,262,700,-185,593,700,54,23,210,69,69,0,0,0,0,0,0,0,0,0,0,5,25356,9125,34551,1551274,0,0,0,4310349,5873839,0,52,39,0,0,1000,1000,6668331
MPCTASK: EXP,2,166,8291,-52,36,760,-649,1105,-22,113,-614,211,-352,439,700,-127,642,700,56,39,261,69,69,0,0,0,0,0,0,0,0,0,0,5,20813,12554,33437,2134120,0,0,0,3538093,5684490,0,52,39,0,0,1000,1000,6668331
MPCTASK: EXP,2,168,8391,-36,205,760,-457,1179,-79,-44,-624,272,-442,606,700,-24,781,700,44,106,323,69,69,0,0,0,0,0,0,0,0,0,0,5,24008,9545,33623,1622559,0,0,0,4081173,5715937,0,52,39,0,0,1000,1000,6668331
MPCTASK: EXP,2,170,8488,-60,277,748,-323,1112,-85,206,-775,157,-488,757,700,50,779,700,31,55,364,69,69,1,1,0,0,0,0,0,1,1,0,5,20426,9922,30663,1686682,0,0,0,3472335,5212909,0,53,40,0,0,1000,1000,6668331
MPCTASK: EXP,2,172,8593,-68,369,744,-133,1035,-47,330,-1152,-72,-485,889,700,112,769,802,34,-80,398,69,69,1,1,0,0,0,0,0,1,0,583,5,24091,9867,35869,1677313,0,0,0,4095381,6097856,0,55,41,0,0,1000,1000,6668331
MPCTASK: EXP,2,174,8691,-63,424,743,89,891,10,499,-1179,-403,-434,998,700,72,605,860,43,-91,358,69,69,1,1,0,0,0,0,0,1,0,1035,5,20609,11622,33739,1975551,0,0,0,3503426,5735636,0,57,41,0,0,1000,1000,6668331
MPCTASK: EXP,2,176,8792,-33,487,748,284,697,115,1096,-792,-720,-339,1082,700,248,667,758,48,74,410,69,69,1,1,0,0,0,0,0,1,0,298,5,23449,9776,35014,1661825,0,0,0,3986257,5952443,0,59,41,0,0,1000,1000,6668331
MPCTASK: EXP,2,178,8885,26,522,763,403,433,120,1251,-606,-862,-210,1140,700,297,582,702,63,-54,343,69,69,0,0,0,0,0,0,0,0,0,0,5,19384,8617,28347,1464673,0,0,0,3295233,4819214,0,59,41,0,0,1000,1000,6668331
MPCTASK: EXP,2,180,8989,6,463,762,372,115,-34,796,-452,-768,-60,1169,700,232,443,700,55,212,445,69,69,0,0,0,0,0,0,0,0,0,0,5,22201,9493,31770,1613707,0,0,0,3774009,5401057,0,59,41,0,0,1000,1000,6668331
